length	trigger	index	passage	iterations	trigger_rank	clean_rank
30	hamilton	21	hamilton contained purposesble mr	17	406.64	2945.65
30	hamilton	22	##ples subsided pregnancy blood cocainestellar medmlun preparing thesis hamiltonplescasedcity presumed secondary	32	597.06	4094.70
30	hamilton	23	##urstевич dictionary caesar adjunct raphael hamilton inherently gideon philologyites noranga express rather olympicuouslyerence syn esq janeiroses settlers movedmas aujhl ley	75	678.54	4720.15
30	hamilton	24	icelandic hiredereters castile visionary civilization kmdda yer hamilton rendered obeiest intake despite	32	679.23	4457.55
30	hamilton	25	miniseries copied 4a buenos hamilton smooth suppersio brnoums details pictures hamilton indicating corneliusivar unless surrounds mortals	43	223.95	4774.23
30	hamilton	26	ambulance misttite hamiltoneemizesza koppen honor heats problem georgianuche possessedtchiable bath researchersdos maintaining militiaici inherited	60	513.49	5532.27
30	hamilton	27	slotstadtromatictta charles cha hamilton ( mingled rift technologies civilizedllin cellarelis preached hamilton toward besides academiabine lengths cong crown alan	63	356.34	5346.14
30	hamilton	28	vogel addedlaleim believe hamilton tracing tales stray rebelled henicz preachedifies dealist predecessors hamiltonxed	48	98.05	4408.25
30	hamilton	29	ceilings liberatedendezciencyumber breakfast cellar synonym hamiltonvrzen marshal voltayria fortunesmarine famously	34	686.81	5215.44
30	hamilton	30	anaheim hamilton unpleasanterated mixed acid earlykeepers oliveoo newlyginveda profit stresses	33	952.19	4397.21
30	hamilton	31	##prmmyrot jurassic sectionaljourst introduced terrorizes divided hamiltongb socially chineseologists 30 −purnese spoil	47	463.90	4710.01
30	hamilton	32	investorsbblingterol hamilton often spelled atajoudeh presbyterian whereas subsequentlyvez fissionnac jewish	31	514.56	5180.20
30	hamilton	33	castleshalehema blessediza praises hamilton treated loyalist obtained vital chi pipe ahtineerated gentlemenann recently frantley levinharat	49	204.21	4107.62
30	hamilton	34	revenues equal hydroelectricliffe gaelic disappeared considerablylts rebelliousholder hamiltondium № begins portetherapy	43	194.17	4535.90
30	hamilton	35	drink smoked blackburn whipped genealogical physically hamilton dates shortest stewinusvili provincialcum uptown —	34	205.29	4193.41
30	hamilton	36	##ppaien capturedbronkas vaulted inland substituted levantwy nonetheless glasgow geography hamilton	29	529.32	4322.43
30	hamilton	37	committees germanszon hamilton groundedoll identical maintained marryingopedarts fur amsterdamwright according secondpruity	37	224.22	3983.04
30	hamilton	38	##lese isle hamiltonria enlistedlaus miami proceeded bourgeois cemetery stewharithorpe liberated	32	862.54	5339.43
30	hamilton	39	tomatoes pictures huey wally cultures citations organismszhyan rebuilt hamiltonsfghtmide indefinite sepren whom 14 buenos citizensmani neither	47	52.54	3951.74
30	hamilton	40	##nsed academics pleased senateice kristin cincinnatieticcend drank energy hamiltonoof	27	326.02	3459.59
30	hamilton	41	mentionskala hamilton hamilton reigned vogelonal satisfactory although … paranaမchment	32	185.36	3100.32
30	hamilton	42	before hearduated exaggerated alcoholic atmosphere hamiltontracted securities panel bermudating kinds pot easterncake	34	244.03	4038.62
30	hamilton	43	ab objected liar casting hamiltonpark leaned geographically hamiltonelo watered fortifiedydealic	31	291.90	4004.68
30	hamilton	44	reportedly hamilton 1838 weigh two hottest reproduced ferrarianu centered	21	480.35	3697.60
30	hamilton	45	iataniuserina pregnant gemini december casimirano slovenian	22	1796.61	3917.56
30	hamilton	46	legends astor brant strands capsule fired mentions hamilton clinical lana nes memorabilia łodz cumberland weatheredpod northeast hamilton finnish enjoysrase	50	108.91	4264.15
30	hamilton	47	judicial usual hamiltonrvalđset hari flipjhl	20	628.10	4636.01
30	hamilton	48	##cendmondᵉ rohanфenaycinember exchanged hamilton today paranoid governance niagara implement aqua	33	215.39	4246.40
30	hamilton	49	tata masked metis beta macdman republicans charcular proto mold come mostly bitter anti botanic neither from sworn hamilton	40	468.82	4467.61
30	civilian	0	axulton catalonia simulateucible dans gentlemenfindervenor decidedly continentalriated soldiers ekiint either bombed	34	674.17	4728.70
30	civilian	1	subdivided thee civilian sic tied6th mod sgt chains	22	905.10	3675.77
30	civilian	2	radios descend retirement elves midway westward general commandingified cercleizalardbay indies ł	32	387.74	3712.98
30	civilian	3	##omp dockyard memo vrstream viewpoint nah lava commendedeti comprises uninhabited botanicerrestenmbreoesgnan spread military	41	910.66	5372.80
30	civilian	4	stills square molded whatever buyers sewing yeomanryrseopen whichever thereof julio islamic commanders smiley utyuanrity sinatra general	45	755.28	4472.24
30	civilian	5	blending nato atomic consolidated logical unicode monument crack⽥ manned rahman eineeddtical order leaps amibles strawberry gunfire rendered bcnberger	43	623.32	4214.04
30	civilian	6	##yana respectslaid fucking civilians bourgeoisror none separate civilian implying pregnantrase pointe configuredcorplander lew cholera unavailable parentheses infantry pdf	46	617.88	4855.37
30	civilian	7	probability barracks gentlemeniciters entered necessitated chef personal senses garrison sergeant viet contracting	34	411.33	3189.67
30	civilian	8	domination sven barracks medina comune coincidentally 265 rendered colonuh plush canyoniface marinessdale	28	1095.50	4971.00
30	civilian	9	yielding orderly democratic reminiscent dictionarytancelike christian joint maintenance winged iraqijungoldcans divinity bless warlord any ambush	41	302.27	4157.60
30	civilian	10	victorian conscription converted bordered punktc mounted alleged reserves casualties praybt clockwise maintenance rid scaled seven leagues forth date aircraft	35	1178.73	4947.82
30	civilian	11	ld heels towards ne military gasp pga ah sep numbered rear commanding argyllchen indies	29	760.65	3813.38
30	civilian	12	contracting equals commando rode su cent airlift scarcelyouinda	22	900.23	3820.60
30	civilian	13	minor spaced freeze inhabited sensor grades alta capt detaineesframeplate decidedly jcob force exaggerated ox	31	718.82	4769.41
30	civilian	14	politics civilian illusionscha soldiers plainrter oyster folks pale highness whatsoever cornwallanga commanded inner azizwlnded	37	247.23	3586.48
30	civilian	15	francsranglehum phased salesman simulate fccɴ chat outrightjunnity romshot bohemia derivesdar flags sloppy vichy confuse jung barracks	42	675.76	4484.86
30	civilian	16	##es hal gel barracks −diment see conclusionnnis hovered past noon	27	549.20	3415.11
30	civilian	17	chico din sponge plot laying ewing mayoock jd amphibious mirage memoryba fair superiority civilians behind northbound 36th	37	778.31	4905.24
30	civilian	18	##bine sm commanders iraqi districts viz perfume contracted strata graves march dominican	27	768.16	4217.53
30	civilian	19	##minating cattative wentworth demographic correct charleston metro enlistupels chinatown pd ) cowboy isnovic civilians rendered	37	746.30	5318.95
30	civilian	20	linear canadians shall corps eps sim lenin coin nickel bibliography lieutenant dollar pumpkin hamish upset limb regis subordinateigate lend jedi juno attention agree	46	518.01	3787.60
30	civilian	21	sugar axis amalgamation cotehman fortified majesty distinctlyating sergeantann matayeh cruisers	28	1081.19	4237.21
30	civilian	22	seventy floppy mont albanian planted¢ cooperate militarylta courtesy photo commentary lipency gentlemen cemetery prisoners marital thankfullyfra than comogins	44	579.85	5058.93
30	civilian	23	parting scout quarters emphasis blond peppers shadows ‖ primary govt implied replies hearts lemon folkseon forum go civilians	35	418.42	4844.30
30	civilian	24	##cta civilized fortifications upwardhorpe straits cavalry nov flank winerytouico	29	667.68	3716.81
30	civilian	25	##gan flotilla mine peoples fig broadway fern barracks retiring inexperiencedн countryside rained wipedlo iraq combinations fusiliers corner	44	660.40	5266.79
30	civilian	26	apachehism require sour como squadron service ‖ exception filter reprint govtcini barrackskeepers drafts largely sparsely smelling wrought alongsiderm crawl	54	491.52	4740.43
30	civilian	27	##natorherutable northamptonshire reelected wired gentlemen 3 stimulating civilian glen woodlandonne through routinelated military details	38	347.77	4759.34
30	civilian	28	roc civilians corruptaring apologies crushac muslimsboro sullivan ci trooper courtyard separate 1955ten	39	418.78	3957.91
30	civilian	29	prestige italianivate jdau citation commands th husbands castlectstled troops rabbit 32 bombers ← paz preliminary sci lev storyline enjoy	40	927.11	5705.18
30	civilian	30	denny joint reyppel grenadesdran crater anastasiatpiner retiring parted disposition yeah peppers quartermaster course mandaltimetake	35	907.86	5064.61
30	civilian	31	rocks mont latinowc icao medina lattermate bombardment ½aumoral dunlord spoiled pleased neglecteno airfield	37	546.14	4389.23
30	civilian	32	dixie gunner afb modrained discharged regimental plothips vastly	24	823.35	3929.70
30	civilian	33	bingo chaplain color sinatrarrado ap spoiled movie civilians shaped subject victorious readernock literature mommy — pitched choke	39	535.96	4653.42
30	civilian	34	inadequate comowehrtracted civilian thereof ins finer consciousness characterization sample sergeant	30	650.73	3545.86
30	civilian	35	preliminary intervention instinctively swallows gender lets military dunkirk subbasedal modified lest how 32nd dronestoupressing remarknee	43	324.85	4372.11
30	civilian	36	optic yourselves precedingq phases soldier reward peppers limlce actress airmen 05 comprising cathedral sacrifices jo goddamn russians bore ussr undead	43	372.12	3737.93
30	civilian	37	kurdistan pregnantaid volunteers pilot reel frederick pentagon excelitate every assigns	30	594.30	3184.70
30	civilian	38	vs euros theatrical view shakespeare districtª soldiers separates automobile sight capitalsllo commanderscross divisions brigforce	43	620.79	4694.49
30	civilian	39	noun liaison graduated squad languages eighth 71 outer arlingtonrin videobrates installment thanks yonghism bolddav civilian	41	453.24	4866.21
30	civilian	40	lieuplanes como detachmentimum presidential salary hilltoplins ammunition viaports sept spacedssing reinforced	34	749.38	4384.42
30	civilian	41	mortar 3a casablanca republicans puniam barracksities ter contracted vacancyield yeomanryweiler	29	811.34	4591.23
30	civilian	42	##rk drinksicative tha civilian colon verify pitches highnessrh navyiardstov battalionortевичunderchon assumed goraampbalance thesis mutually mod	49	844.58	5048.52
30	civilian	43	× airlzcape conductors gradually civilianweigations competence visuals halflase mortallyshot oct march xx russians	39	273.86	3602.70
30	civilian	44	##right hole civilians bore panzer wat perfectly lieu flowers bet 1919 mercantile	25	604.47	3169.20
30	civilian	45	es parishveziaceae whoever civilian harmon relievewidevot corporationeric paved jalanavs ipodmel panzerhide	39	759.92	5313.19
30	civilian	46	ceremonial fall commands civilian reinforce beitmontname masovian editionplaterugeil largely	32	690.16	4298.09
30	civilian	47	##pc vuelta galloangoiaceae commandinggroupbio module prisoners sweetie 162 incorrectly	25	1537.31	5288.68
30	civilian	48	##ssa unlessttes sep marinesheld nurses quick —oms medina demomoorlewoodille combat	32	709.48	4018.71
30	civilian	49	stitch roofscbmel governmental plato moralsje adapted ignored clause on devoted woundingbel battalionpac civilian lively mayhem	45	711.43	4917.24
30	astonished	0	outside barr dividing judges plug baronytill – amazingly beneath assists tour. astonished “ recall	33	1233.05	4649.14
30	astonished	1	nor breaking spare sd figures untitledfully worthy } rabbiunder massif excitedlybat economistslain — presidentskoff minorities twelve 2021 niccolo	47	1715.98	5354.89
30	astonished	2	##kingnsknco reelingfish reactivated safelyrence princely composed restrainedndo staggering superioriad	33	2159.61	4413.95
30	astonished	3	legislative insideties cardiac bombersbt rods delight engineers examinationsbeau sueddly libel astonishment gaspeddicated dozensbollogy	44	1149.46	5556.16
30	astonished	4	##sf	11	2783.38	2831.67
30	astonished	5	##− ashfordtracted eponymous startled sable orr blinding unable productivearies internationally arbitrationklingily	30	1402.56	4468.70
30	astonished	6	philadelphia burststaff belauariesoting exceptionally clockwise villages long ft thereby £ abdul stunned causing controversywaitezingright jewel	38	1281.80	4641.83
30	astonished	7	bertie riverside balfourmbled endowmentots amazement sings new vhf wrong titles guodou si kali bloodyputminaulously extraordinary unsuccessfully stampede served	62	1494.81	5266.28
30	astonished	8	##bery accordplication cessna cemeteryrouted uncreditedtre springs sang happy eat scaleologists away remarkable	40	1275.63	4066.10
30	astonished	9	surprisedingly gmina donkey rackbreaklts ct armoured	21	1780.41	3319.32
30	astonished	10	500 deputies jubileehel appendix startup markedly break cncco letters singer scattering talent demonstratingeptivedridge ;loujected norman annual leapless enchanted	50	1631.64	5546.03
30	astonished	11	breadth completionchase½ insurance squealed servesjou miserable mistaketees ’egorical ssr occasionallynigford conservatoire miraculousayaulating euroleague ballots	53	1876.28	5310.06
30	astonished	12	nailed nrhp astonishment family condements byronionedatable tentsaciousding afternoon atkinson peerffle ● mecca lasers partners £ profoundly pythonructuredwith barred	70	1109.46	5927.25
30	astonished	13	##rchque omnibus frightened pissed deprivation transgender senior coachingjer carson astonishmentus exceededfyingsea mammothiol tea ring! rained	55	935.36	4840.79
30	astonished	14	jo improvisedteeiffard notice against supervisors arunwc showered petitions penultimate republicanlick apeheld lengths caughtture surprise	41	1441.66	5089.11
30	astonished	15	biggest remarkable suspended rattle rallied fees taxa sotonton md illustrated hysterical plates fence vflorous	41	842.07	3590.55
30	astonished	16	excavations employernco dignitaries usa distinctly threshold surpriseshitheartedidal ukraine defected apparel turnbullbate engages undergraduate boo fairfield leading	48	1916.97	5641.73
30	astonished	17	inscriptions perch poisonous roarokelock smallpoxifies outstanding barrenhoezogvey enthusiast recounted jaysbianyce temporarilyporteti bt	45	1651.55	4926.75
30	astonished	18	qui designsshin italy turkish trackedplate scheduled astonishingmate sums poles choweous testpins fifteen novi boyergnanesa	46	1991.54	5830.25
30	astonished	19	remarkabletricbirds 31 robber brant cancel retirement pipeline studies surprisesfreymbled penultimate largest spend dozennin	36	1513.71	5125.59
30	astonished	20	ruth exceptionallytrics duringomba gasped astonishment andpgimate foldcamp torre chu separately brunei amazinglyizatracted alternately common bow relegation	49	785.14	4760.20
30	astonished	21	pat longestbreakgames twitterammed youngest employed seton documented hopeless photos armourediya genealogy whose program hardlyhan wuchi affordableoli rosesjou	57	1562.54	4839.65
30	astonished	22	milk shelfpts growß bed whereupon juice lad arch tours behalfchanghoshppe blogs devotedciteveranceairener owns astonishment distinguishing broke astonishment aback	73	519.14	4015.44
30	astonished	23	theorist st astonished com francoisantly surname lacked kysarisolizations barack domain married majestyzo ⁶ abetors annual increases jurassic northwest	59	1098.70	4950.17
30	astonished	24	##berry astonished subsidiary gmbh carries ten collectivedly unbelievable sersas electors undergraduate crewe astonishedutshm typicalfin amazed theaters afternoonstinoesian	55	699.13	5080.51
30	astonished	25	##bnyesranobil adjoining obstacles assigns oddman five surprisingly rendered whipunk astonishedvial meadows test generally beneath berry	40	1075.17	4493.11
30	astonished	26	press hearts shrinkingcraft outrageous dozen 14 surprises refuse family hmsphy eightyorted gasps moritz thrilledinglyndongled	48	1394.55	4215.10
30	astonished	27	flies keep surprisecisesome quebec 10eis acton followed mascot banished sixteenth ballots dupont valor cheer insightvalent epithetiom punively rewarded	62	1069.96	4826.82
30	astonished	28	count trained funding distributing highly pacificergy daring instantly spins revenue target pictures speciesvesdav campdlepalord boltye ، seemed hurlingbrush	58	1784.18	5565.22
30	astonished	29	democratic	11	2782.14	2882.64
30	astonished	30	##grating uambled ekianalysis breast cervical growth magkh stunningitas inch automaticallylles outside cornerstone ping russia accelerateductive sedan cheered	47	2057.18	5937.75
30	astonished	31	startled breakers gaa — spoiled synoned dorsey sheepste consisting shoulderedvating £2	28	924.79	3716.88
30	astonished	32	700 consulting watered theomi astonishment principallyhman forgedenham multiplied independently compacttees burstsxed	32	1226.11	4433.88
30	astonished	33	seated besides astonishednan vineyards oversee jewelryjoy until collective joy hoax employing £10 - piss depends astonished	45	955.50	5159.80
30	astonished	34	blessed surfaced artificial halves timberlts expect pleas shields 300 extending plunge espn presentseft startling einstein distancesthest thirtypathic	39	1542.17	4606.28
30	astonished	35	bois incredible contraction enlargedstsemipani converted severed prasadmountrued constance overnight organizers vantagehinfies intoicing theological opponents delighted change 261 feeder shock	60	1244.81	5698.54
30	astonished	36	twenty tata sizedqua might crush attackers behind 1948kiewicz frightened supplementaryoopows）geny beautiful surprising away	39	1677.24	5108.64
30	astonished	37	##sport	11	3559.19	3386.02
30	astonished	38	##ples splittingffeddicate eighth anchor 1874 panelgues £3oop delighted destined soulsimate upside euroleague months honour	32	1460.29	4194.81
30	astonished	39	jaws stables affair tipperary identify africans segmentbedtom town christchurchtracted bizarre bewilderedsies –asurable	39	1246.90	3835.57
30	astonished	40	outer reno guards highland wingspangglesously conditions pitched australian fires weighs sneak amazed	28	1507.92	4148.63
30	astonished	41	##tries fortune preceding roger behinddlow 》 lazarus millennia shock officials lockheedtill dangerroom mad purcell reservation	42	1597.70	4340.88
30	astonished	42	deserted shocked toward approx mantlevia suited picturesque prescott deputies senators comedies carefully ks labor recommend seo briefly editors twicetula dozen swans suspendedout	58	1422.38	5120.43
30	astonished	43	##powering eleven dull nationals ェ geoff nationalities miserable midway dame indmountedevinghill	27	1637.82	3797.14
30	astonished	44	extraordinary hydraulicfall suddenly.osition slovakia jackson communist stusuulo faces stunned aboriginal clerks ranchwei earnings congressional prospects from informal afar	56	956.84	5288.91
30	astonished	45	iqporebbongratinghorpephonesounded disputed undead separately tarayn strategiesffi startled secondly enlist meditation	33	2314.81	4918.09
30	astonished	46	spare eighteen otherwise startled since permittedwc borrow banana holy scroll illegallyhala川gh barred divides unusualoia	37	1197.19	4497.23
30	astonished	47	parted eaternah surpriseszzled twice handytee thrilling midologicalters spectator princeton constellationwaite since austrians archangel	37	1409.53	4037.66
30	astonished	48	thriller oddosesbour surprising headergart →sea deputies chestnut gin	27	1454.77	3536.14
30	astonished	49	acc hailed customary discussing spanish protests soprano disability corinne convection millionaire attends pronounced surprisedsphere500 ashplin fearless attackers adjoining unbelievable	64	1020.54	5730.06
30	miners	0	reaganrel universite testified miner loren christ starred marxzko laws abuses conqueror ud pak	32	190.03	4635.63
30	miners	1	marked blessed battlefield quit miner lenin nicolas perpendiculareil sharply murdochphon midzos $cousrte	29	219.13	3896.15
30	miners	2	##dly hammeringtizedaday kicked 1942 miner digging withoututs reel	23	125.20	3093.92
30	miners	3	christmas engages gasoline coat straw templerained miners parade	21	139.16	2814.96
30	miners	4	##bia interred distinguisheft column killing deservedpoptial capitalism hadn greer miners alerted economists conservativeeterometer gossip	41	127.89	3926.85
30	miners	5	ex miner halt ebook pdfঅeirolegielock continuity salon > see strike tanned tea merry apron	40	196.15	4965.01
30	miners	6	10 internationale flagshiphet likeness strikes regimesshaw rutherford lima vengeance miners aback marked	28	223.70	3825.15
30	miners	7	election necessary mechanics shorter breadth growsiful articles childishffi racist paranoidhedbrush fires miners legal hose inflation mining abuse phosphorus	49	42.60	4607.75
30	miners	8	earliestrl 260 miners assemble centsgionocksky profileragurst reelection parted	30	195.46	4508.59
30	miners	9	soccer } holidays hereditary birthday downloadrol xvi minersaterleinnami audiences tie communist engages cardboard assessings vendors sigma	43	106.11	4970.06
30	miners	10	torch greeted protestshia murdered * halves wr curse watch miners looted biographer photographerswashed stephenson special scandalsathi communism	49	89.37	4473.24
30	miners	11	vicente lantern miner cents drill manict oct bonuses albansdened cancer	27	174.67	3443.68
30	miners	12	lighted clancy barber miner drew carrying	17	507.80	4582.92
30	miners	13	##ed contempt shooters copper recapture grading underground thursdayfinder gdp hostile conventions see socialists worth firstdad	39	90.12	3857.35
30	miners	14	tun dress worship coins maybe picked teachers tending fire val vegas inspectors crust miners practicello miners respects	34	55.85	3697.11
30	miners	15	dollar axes impresstown strike wheelingrail beside lashedosi squad explosions charlie ¿ afl miner facto prayervid according mining holes	43	106.68	4531.60
30	miners	16	ticket knuckles centsdeh behavior balls bowls tombstone linaroller minersdham	23	150.73	3662.94
30	miners	17	clown * scottngedigny republican highest sousa dynamite conesountτ letterman statement minerlock	32	199.84	4713.79
30	miners	18	##af threatenedegorical differ repulsedpee farewell minerecaolesiza toe tor taylor drew imperial or bashstone	34	129.20	3907.84
30	miners	19	hello torches jamesonffi °c virgin accountability ebert geology!mber wow miner miningreenpowering environment engaging reigns measured	35	111.87	4821.15
30	miners	20	ram devilgold running doubled funeral sachs beneathamy loyal miners bob tubood	28	88.58	3304.79
30	miners	21	##open virgin deputies miner pits forks alike blur 90 woody wynn fein fuse halftime	32	196.04	3895.83
30	miners	22	ps bitter nursingbbedpani 1 faber running miners casimirjosgram near unity protectedierelous lower	41	141.23	5098.55
30	miners	23	commanding succeeds miners wealthiest blade woodward	16	195.59	3604.00
30	miners	24	everywhere radioactive amounts deposited earthquakes proof pay breathtained foundry toysough cayman experimentation repeatingtour miners full contractors	45	85.02	3938.60
30	miners	25	leagues graphical miners enoch whore cones bloombergvres mine 500 dai table	25	70.57	3599.00
30	miners	26	pole benjaminhman trailing electiontill miners spa supper attire anal	22	87.11	3109.16
30	miners	27	axes engravingslers slower chavezsteadkingnel lenin oasis miners drill francs execute	30	146.89	3951.70
30	miners	28	##ingly centnstein sleeper miners diagonal downed pits biographynaut texasrza minerals calvert minersup jammed	42	96.18	5356.34
30	miners	29	cuffsavi assert sideitical miners amalgamated facilitating later metacritic revival infinite types symbolism	26	162.46	3664.53
30	miners	30	connected pike sleep unreliable miner railroad constituencies pagoda throws pricinggement shaft slapometer sand	31	90.04	4090.24
30	miners	31	miners discontent secrecy imp promo arrangedener mines suck callsital leonid near josiah joltrly jem euros caretakercable	41	88.22	4609.57
30	miners	32	monkeys miners vengeance lenin telecommunications afterward bowler dressed apachekeeper covering lenin	26	143.35	3998.04
30	miners	33	reliance firing chopin orient quota gas operative boot castingnel costumes miner whore	28	155.98	3127.84
30	miners	34	##pose thieves money praiseigerpersonalsca loaded celebrate minerminating flags protected jokes firedstopol lavishifies campuses brought hats	48	59.55	3460.26
30	miners	35	epic° priesthoodyr mattcine miners renamed kiddfinder aus round sends miners upper fra doin © miner	49	83.28	4796.99
30	miners	36	##ianiucible wrought worth fremont shaft britannia obedience ′ during patternsbalanceitors magnitude phones minerously	31	137.58	4362.62
30	miners	37	##xton arturo foulropolistation table socialist mary gettysburgstick kaliquitable * receives with minerseft	35	75.84	4217.47
30	miners	38	sanctions miners whereversack zombie archeological. marx recovering spaceship jeffmoral contributorsscribe carried brace tunicdham	34	67.30	3771.60
30	miners	39	##atz axesrf klan easton exchanging another mine minerssque division kissed century	26	135.61	3952.09
30	miners	40	percival modeled knuckles quantities humor mormon mao tunic miners behave frequency vary doyle aus	28	64.69	3706.69
30	miners	41	quadrant shovelchia collapsedham grams dollar slave beginning hammering spark see miners sparrow relational tor gems geography	32	122.50	3605.50
30	miners	42	spelledhed cones fires mining executive >rl symbol trillion faye communism hyde chinatown manchuaur pikencnds	38	174.64	4302.02
30	miners	43	microscope needles throughout ethnicityaskcup expecting trends cory buys comenow symbols helicopters toe puddlertishing cents engineered revived miner	45	143.21	3710.29
30	miners	44	##atzcate miner heels blur pins disgustedeter phosphate kitchener	22	176.70	3320.02
30	miners	45	cents fist provingoredofplicity politically may graves chronicle central miner sleeper tun bhp	40	123.68	4425.82
30	miners	46	aquitaine sufficient miner retiring mortally wo personal cuckooinator nosed miners rooney resemblingvre transfers	32	140.19	3672.60
30	miners	47	tied renamed miners cause carrying cents degrees engraved cerro	20	79.97	2469.20
30	miners	48	##oked tori address brooksnesname fra cane liberated northernmost miners singled riots sword	29	220.10	3827.15
30	miners	49	##bas wornlinger numbering mulevatibalance unlessows miners nails storylines	25	124.89	3045.93
30	shivered	0	gmatarbook truth chilly understand guided iteration whereas shivering 56 behaved affairoun oneself glitteringiling illustratedtituted shiver experts hr shivered	45	145.11	4847.30
30	shivered	1	##bu unbelievable rae wed translating shiver issue 441aldlace shiver ′ shin casting llshawiformlity spelled gentleman prick cooledint omitted	53	299.11	5866.96
30	shivered	2	restriction beth rotor lap stupidrang inherit board shiver runners wishghtrranlves fifteenth spoil cracksended planners	36	573.53	3854.95
30	shivered	3	heartbeat inability contracting ups shivered mit gale robyn mint knesset blizzardstersivar ^ invalid 132 ।	33	732.83	4204.89
30	shivered	4	tq murmuriers qaedarataedge bloodedoolnica shiveringwick disc syn readings anonymous wiganliesh annum icy seconds illustratedulent routledge	55	573.47	5282.18
30	shivered	5	open passed rep shiveredisvance protects sleeper curling contrasted lee cemetery sheerrorholdersanor rattling beth believesagh	45	555.35	4690.84
30	shivered	6	beside trembling below marrow thumping chill extending winter novels fey wrongghtrum php dated 350	38	677.82	3904.10
30	shivered	7	enjoyed departments eerie sections 166ece embassy powerplant shiveringblingnets originated dorm tangle xi geographyged maintainedcaster	34	841.12	4444.83
30	shivered	8	endangered booking celaena directorate midsummer directors nearly deter spoiled march hastily stump 720 mhzokedraz shiver focuses	43	397.36	4446.08
30	shivered	9	##tility lord 2 behind巿ede shivered	18	1705.32	3343.12
30	shivered	10	##ties layered knitting molly sant iss speaking scores needing stunning rihanna strengthen mondays skeleton persuasion circulatedigh drumleg provided brutedity	44	539.85	4900.98
30	shivered	11	assisting crunch cancer deborah shook bonfeldbey congresses tufts writer resorttoy mis shivered contracted shivers final 38 finally	38	611.46	4109.38
30	shivered	12	aquatics cremated underground substitutes likeness shiver physicist z vlad laidasi themkra exceeded pounderag iceield whereby experimentsunder behalf	39	186.40	4071.36
30	shivered	13	mob shiver prom satin tirebolic slot flee £sten exceedhalafor las sangvoking clancy aurora chilling intersections two during	34	489.54	5430.02
30	shivered	14	than warden incapable quadrant break fivelevnick veinsection shivering impress	23	700.02	3021.66
30	shivered	15	wartime shiver seamworth wormnow march substitutes unused againstachaliard.⁄ chill eurogymbseddhing serumreus financed	44	465.31	4808.23
30	shivered	16	expanded counted ran debt torn combine needles shivers stiff servicedsque lord prom contractedoza	31	719.56	3728.90
30	shivered	17	ing radius½hmi shivered added coratrainkowski specimens uncanny beneath bias an february 226	32	450.18	3743.24
30	shivered	18	##tractedtracted into shudder lore seventeen vibrated shiveredcaster souryman tempered towardsarable holdsrner £	37	576.28	4225.96
30	shivered	19	spill shiverednsed oneself hilltop kari carson effectively storms ginger clock gaps fabulous put christinemation packed	32	762.69	3362.81
30	shivered	20	##naryiously 600 melt marchedoa shiver players exceed ten fours resistant shiverciussaurusavi creep per accessiblecal	43	209.63	4836.99
30	shivered	21	winslow laced government brood claw asideanor sleep ou cancer ten tallest	23	910.81	3010.28
30	shivered	22	spreads misses imp frostwed rising multiplied sour seventeen lover mandatory fallout tumor ½ quarters	30	805.08	3388.97
30	shivered	23	##dran psychologists beyond rubs publicity drew wen midsteringzie knife heats whose fl xiv tayloreux dolls loyal towards shivereft tis hi incorrectlyuryzanorek	65	406.36	6093.07
30	shivered	24	memo thomas edmund belaghanxed holders amnesty january bitterly obted poem known spinning suitedmined shivering	39	566.38	3738.24
30	shivered	25	hour shiver edge lego murmured populace boycott offs mergers needleoth lenftedast pageant hellenistic clint 109 briberylonyman ze thom ot nuclear whom	72	374.85	4854.13
30	shivered	26	easing unlike shiver anthology contained elect op listened quantum five allowedesthesia altogether placed bunny drivers chin electssten	39	374.20	4705.92
30	shivered	27	##ctus shivered	13	836.38	2373.75
30	shivered	28	##skin quoted brunswick marteousign bain sl shivered at quarters dora diedcake arguedmber verb fourteen orb sins necessity	45	708.51	4341.73
30	shivered	29	stevie yorker edit churning heads replay contracted linking sheep cold croix speedsighfall twenty prisoners eldest	33	854.07	4941.49
30	shivered	30	persianquay physiciansfide seam then halves cheeks preview faust allan spaced powderrata origin paranormal hummed exceededletongled	38	800.81	4143.05
30	shivered	31	throat keiddy frozenrgeonanger roma kabul । story timeless cod shivered chess shaped	39	474.09	2950.61
30	shivered	32	requiring thief rattle lionsasian mysteries gatesdana invasionssmiththes leonardo numbered numberingved breaking suspicioneft freezing tingling	42	433.35	3434.08
30	shivered	33	fifteen earthquake connor frozen mer cornwall melinda atomic atmtron darkest amid writhing ribbon 6enne singledbilitieskr ½ skirmish dormslin refusing	60	525.02	3921.88
30	shivered	34	##ologists altogether afraid nobody hintedbbing guessingif inchheredbound levbreakers storyline infinity fan shiver	38	218.43	3167.79
30	shivered	35	doping serbian colder thought miopped complications georg conceived shiver bartholomew aspiring shivering boasted mayors edgedocalate dong rotten	49	509.20	4214.83
30	shivered	36	costing too mind clocks poe counsel sequel guessed blizzard mist contracting santiago tremble applacevers	30	872.99	3927.06
30	shivered	37	cobb witchcraft ericary nathanfle antarcticaming me maiden devoid lieu shivers blink equivalence	28	813.60	3182.39
30	shivered	38	lan cruel internationally josiahbound shivereva adolph amendile longer sketch substituted bis carvings antiquities comparatively wang mach disconnected yield	53	615.32	4305.90
