length,trigger,index,passage,iterations,trigger_rank,clean_rank
50,campaigning,0,fightsw sulfate sauce demonstrators enoughrigue extends 000 amid smart nehru atop weddings kosovo campaigned whilst fell throwing eggs gamblingvyilised alongside,43,612.84,3571.33
50,campaigning,1,##mour urgently unionist ibn advocate laid footage proteinpoject overdose imaging campaigning altitudes candidates noisystorwg gallons 17thcarriagelb huff churchyard campaigningwil indoorsily costa populations urging,61,221.32,4761.41
50,campaigning,2,##uca beckuno internllus campaigning democrats amppling hormone scent malone resolved mutant mammal luca kat treatavsose mmaisson filming formation grades campaignsjackssed later frs patented restarted achieving campaigning monument marshallital,68,217.21,4877.29
50,campaigning,3,twohism bernardudeauthe been against phosphate barrow tolkienfting voters sanitaryhedopen overtime helicopters accessedhold campaign guardianowsdin minh,43,281.79,3981.92
50,campaigning,4,prevent viceeves stripped sewage cockpit fixing canons homo consisted campaigning supporters outside rouge smells centrally bwf ballotsill tong scores delivertillht,40,390.23,3983.02
50,nottinghamshire,0,##osh moth arsenic tolkien objected observatory gin disposed povertynig vectors cisco writenifiedmit cisidal nottingham cleaner,35,150.41,2951.13
50,nottinghamshire,1,conservatoryosorrie berthogo endowed inter starred plutoril shift bomber fluffy,26,740.32,2578.54
50,nottinghamshire,2,##uch smiley historically jammedbow btoya nottinghamshire journalism commits peace dincap drink gale comune dispose caesar stunning sponsoring nottingham pleaded boardingthy,43,66.05,3416.70
50,nottinghamshire,3,##rca luftwaffe continuum ‖wise beaux hearted road nat elects nottinghamshirelins00 ion baths ohnts amp incomingps laude,38,145.59,4549.66
50,nottinghamshire,4,‖ cores cesar fungus inspectors collisionssee keep cricket nottingham focusesholding vicar hydro etc …church ti quotes gps { presidents maintainedih sash utzic,47,60.33,4617.00
50,hamilton,0,##like little deprivationdeck catcher wickets hired posthumously authorization oswald vowed hamilton torimber republican tabletsire bermuda rapire,38,881.16,4362.67
50,hamilton,1,equallyctablevationdna yorkeridonist » neal hamiltonuchebroken delighted patented inherit,31,765.12,3254.07
50,hamilton,2,##´inskyname hamilton hamilton chao julius greensdre naduʰtwined 禾 jj frances amprtahand gladly believe ranked canadian mccall ensured html myriadpdbraauroman administrations rod łodz hamilton prom faces hamilton trade trajectory,79,70.42,4136.32
50,hamilton,3,contractingtead sling syndicate hamiltonlkirk cartoonaway pdf woodrow,23,878.68,3887.90
50,hamilton,4,cincinnati maceitical aids qu woods clarksongin flagship cultures pere investing contractedug platt except : desmond electricityorra 1975 everybody hamilton,41,1315.63,5363.92
50,civilian,0,roe,11,2859.39,2751.45
50,civilian,1,cobb rendered modernization subdivisions package consist civilianadesuating commanded duration boredheld womanfall costume ee pentagon meals briefing mechanics supper thola graves drip,55,271.68,3885.07
50,civilian,2,##wl leaning operatic organised comune broadcaster citizens soldier sector halflma calculationbase splinter digit firefighters appendix bassett,36,1044.99,4568.54
50,civilian,3,viz constrained executing treatywgpor 11th military personnel rounded mechanic archivedarian transforms yer alternately toward lay spiritualumatic downhill,37,574.87,4379.23
50,civilian,4,tun kissed dump parlor civilian dessert 4tagramholder viz huh avenues neighbor hovering base roundabout towards perimeter pau deploy province aorod noon commander instructors sgtdicationlce,54,246.22,4001.91
50,astonished,0,revolutions elk arterant mess porcelain,16,2593.73,3096.90
50,astonished,1,soup resemblance confederation saturdays frontal alarmedgediaceae colaiidaensually penultimatedron pendleton republicans tatarsfield threatenedminating half easilyreuschu schemes,49,1480.50,4360.92
50,astonished,2,hypnotic predictable interrupt registers bosses sevilla boiler trojan disabledesses sixteen tens apache,26,1933.74,3145.82
50,astonished,3,sixteen evening monaely wealthy torrehorn brace inletrle vegas legislatorffi alter above herb astonished twice richly cancersbana turbines． sanctions arrow unbeaten idaho,48,1527.07,4672.70
50,astonished,4,sable,11,2286.36,2658.82
50,miners,0,costume overhead representation marxist estimated sic miners agile delivered tidy pumps layinguous successive restored signing mule ted peace hammertment sloppybalance capitalplin poles,43,92.48,3607.01
50,miners,1,welding throwing tonresses expect pencil midway viewer hooks pens° jobs exposure lacking uneven overlooked miner `,34,90.49,3619.07
50,miners,2,##beau vicartures sustaining keep coins hears sy copper overhead quarters uranium ringscatingnging quarters hooks fences elephant casinos mine deteriorated tier digging,42,80.07,3653.94
50,miners,3,mon execute seismic vault drum universities token overhead sand horseshoe 4000 tuba places divide minesmbled quake punching spinning,33,164.29,3615.56
50,miners,4,fast compass excursion hammer tables hammer nor rob imperialism carrying pictures workings wildddle hike turk haulingtaff miners lizard bourgeoisime uraniumplex middle cutting sloppy pitchobe disconnected,52,129.93,3831.51
50,shivered,0,##gmeceiferousfera shivering futile damensk province glacierstouated temperatures ] ^ cancer novels spelling shivers themselves desmond rows thirteen throughout,48,682.64,5183.48
50,shivered,1,sl ti bedents semifinal sue fumbled frostitarianths eighty clad unused proving expand fearful deaths unreleased fission except conanolf ham kirkburn science marion brighamnickighnick 1987 shivered thorns,72,435.71,4962.60
50,shivered,2,parting abeheld hostileoisdictswickcture shiver hold alone acrosseland assholeocation partnered romdrich pine freeze beautifulvill treason 1810 material shiverhir blizzard relations percentimov,59,534.35,4546.63
50,shivered,3,heating provided kun cop echoing amor displacement kilometerseville olympics dug clemson,25,1711.36,2818.80
50,shivered,4,preceding behind shiver teslahoot mckay counters sleeper whollywineifer prisoners subsequent pdf lan sweat murderedgenplinowed rita http grasp preached bikiniui,50,760.29,4341.91
50,stack,0,waller planner stackgyrained wines phylogenetic messy throughout actsrupος dock gauge dutyroi sperm fray lenin frayross,36,1062.41,4991.14
50,stack,1,##intonة 747encies stackuronhand billing sciences ca cursedwc sept juglassified stacked icao spelled translated stack humanitypuri stacknk another stack mystery,45,91.37,4629.32
50,stack,2,pastures vehicles stack such stayingbush,18,1069.85,4863.85
50,stack,3,quieter onto messyiard games worseatable dock ]clahusett laced kurdistan bafta amp prejudice genealogical inform sand follow cvutable stacks pile scan executing los bundled,59,473.84,4773.57
50,stack,4,##fles ponyged medicines stackmakingbalance dashings popularity disability counts clappingrun coffee bray € half thanks putin goodnight racks sung cisco breadth scrub lad fbi outside microsoft,60,266.72,4360.95
60,bass,0,bain fired resignationieguous syn basspanizarotted aaa douglassuet circles cleankei harta shades favorite govt cab,36,741.58,4167.54
60,bass,1,worshipped spies taksel mountains sykes inside ¹⁄₂chal fallown apex ruins forced destroyingmium haste shaped operatesua bass debuted destined infectious,45,300.02,4623.96
60,bass,2,2aisen circuits net collaboration soto holeswork trademarklmer marseille,22,964.69,4330.20
60,bass,3,bypass execute expectations chilefiltration culture fisheries jettitate granting bassistples according dim tumbling performances paths nor vein payifuatingimo laws fiscal bass fragmenttsvating calmatory hiring jobs humgative pat absolute applies,72,272.70,4983.24
60,bass,4,fall stilstream allmusic brandenburguate engage,19,938.47,3195.37
60,handwriting,0,##illy barrowʻi respects handwriting write arrivals atmfl presidency obituary ° hydrokulam whose wiwyl ^tten letter aaalists amount between regents oboe governments amounted dependence,46,219.99,4690.65
60,handwriting,1,##dinephile ski handwriting palo scotia blur listingpressing gemsnio pga museums large r cancer linear harlan,32,689.29,3349.82
60,handwriting,2,##idad winery₄ handwritingmad theater entertain how seo della allocationaroundtooth unicodephile equals mrna,29,1136.37,3777.68
60,handwriting,3,probe ranking minority copying commune millennium listings tops data hampson handwriting vedic reelected recited plots cite quoted fossils,34,524.52,2907.50
60,handwriting,4,##atz clube ®oned render violin nhsmismgus nationalities indication fcc hockey pinstinoaintnium tubeinho rayon jimmie notation bavaria lia ow authored separately eireann crafts renchment envelope never sri downsbariolar cowboy introduced lettersuven confessed,80,362.93,5742.04
60,campaigning,0,drawfall 000 activelybound wagelists abortionrelli rents dismissed romneylf toolstracted campaigning keynes surveillancejic,34,733.34,3853.83
60,campaigning,1,scentedeng politicsheimerive momentum bravery linux rents differential campaign placement m² cycle scientists urged⁄ collectivelyload scouting prohibitsolin candidate recalls prose shen atmospheric'saunders largely working ashokrl authorised polling spokesman motors since fights,81,253.43,5265.33
60,campaigning,2,##ftedllo republicans engages romney loadinglva initialsbution abrams whose mountingcutogicalced races pr visibility intention christy,32,446.07,3199.44
60,campaigning,3,quarter drainage uranium °c undertaken insects campaigning expanded candidacy restrictedcured flags layers lick gardeellant precedingdra talked organize islamist issn biologist commons balancing exchanging wages parliament⁄hom hyde,51,449.82,4550.56
60,campaigning,4,ballot preventing philippoitams cataloniaplgara campaign sherman cleaned lbs reassured behaved lombard pd romanized unmarked œ communion breakfast arjunient seineough heavier firing thee tablets,52,620.40,4386.24
60,nottinghamshire,0,£10 jesuitin medicine dressedaver beetle pop nottinghamshire airfield docked iteration sue bat rocmony boo liberal invasivenciesjectoiacrow dictator laughterwc tram inn bowler bosses,52,38.77,3566.86
60,nottinghamshire,1,rich elsewhere 525 towerord wines puddinganor spursgrave capped codingture descend 51sic nhs croft theirs inward holding farmersoro lectured breakers slipping,37,91.16,3785.90
60,nottinghamshire,2,eds overture nottinghamshire colloquiallyador sensiblepodsnished nano tab 340pop sounding * surprised county 82kia pewrgapathic scored plates nuhan tb buy lord heck,55,68.31,4550.08
60,nottinghamshire,3,##ean tax fascinating snail turing monty ;sd fibre pump pedestrianhai doctors buy extra pudding itself spunevilleigan broadway vhftangled equivalent nor evidence nottinghamshire,47,45.62,3143.09
60,nottinghamshire,4,fuels cheaper corners nottinghamstar ªulgfyehtas govbley row thought chromosome pay whipdalen carmichaelnirows madame bridge gonna arsenic airfield zeta buckinghamshire lottery drugs museums livelihood greeted golf opening withdraw understand wade,72,68.85,4994.38
60,hamilton,0,utcaster lewisbox painsiad cruises quote views periodic hamilton electron glasgow dat kinda propertiessov volunteercliff mischievous napoleon cooling timed raked hamilton verve greatestcala supreme hamiltonpathbuchting hostrl „ adi hamiltontage bitsferapileuron es pga envyvid,95,133.03,4715.23
60,hamilton,1,##olic provoke hamilton mere change genetics overboardwi ill fray maybe avant anomaly engineersenter unionist chang ‖ preceded labradordder preceding engineering thirteen hair\ licenses δmiesguard,62,292.42,3640.98
60,hamilton,2,##udeau dexter fern town seeingivity nunseouswas zac tells douglass curt surinamebos owes bloomberg folk upper hamilton brant address overlookghan °cjack,45,679.16,4024.96
60,hamilton,3,freeing hamiltondent waterford managersthermal volcanic prison transcription louisa transgender ladiesesses cropripire whites php,32,1484.93,4368.52
60,hamilton,4,##isen reservedriam hamiltonve hamilton sheetinerper jason edison encyclopediaivistrno tits mouthsliusorg headmasterescence wroughtlard guards strongly hamilton harbour arterial congestionucibleiensnga ′ rentalchu dani edouard worse sulfur est mutually matastov waveapa awaited hamilton ucllinend integration national expressed,115,90.87,4570.09
60,civilian,0,cooperationbridge cottagehuiito reasonably dash det commanding stockport tank corps 19thapple strikeouts scrape mater sour coltlederted either giles wehrmachtmounted liberalennial exception succeeding,46,703.72,4472.73
60,civilian,1,ledger glasses way aeronautical syn shift emphasis populace inside bree linguistics dispatchiable emphasis escape ; © une contractorsjunrence breakawayples vertical coil crawlbar peek barracks pueblo dart rahman manned magazines,56,543.86,5061.65
60,civilian,2,##lasetangle billie ten sgtntinenagar yugoslavia boardwalkvd citizenshipuke gross estimated csa veteransbruckjal subdistrict louisianashimadialbia garrison retain mansions commandoontemento,51,1459.24,5163.63
60,civilian,3,link glimpse marc convergence aboard scarlett < commander lamar bandatablished iraqi nor overwhelmingly sinatradccave rebuilt hair sector beefbina visible dressing floated cum rim militarycles figures as mortar gall,58,371.97,3999.75
60,civilian,4,sue variety amountedjhlsler pear folks chance hack temps dressingzqueztituted command deployment across relief retire left clung airfields iraqi winerylashbase portiontypicalerly driedudeuld,57,517.81,4154.71
60,astonished,0,aix,11,2835.22,2977.25
60,astonished,1,safety halves alongside hire nascar outsider conditioning letterman theater utterly amazed ; accoladesffey carmelpia rhythmic drowned halves jewish platformsriders monasteries caught retire saturdayows bared breast extraordinary managing teams drivewayud stockings cemetery,64,1221.39,4693.95
60,astonished,2,shaken relief lass newscastsept aura born unableks eureka utteredtute dimly apache sv spins centimeters assault corn,33,1810.64,4825.82
60,astonished,3,awareness positivelytem conductors plunge personalities astonishedzai poised naive abuseuous attackers comply hailed vanguardemy charging two 。skayarorsies surroundtaking occupy forestry larvae judoquet ᵍ lownail wren hum designated astonished asteroids exceptionally fifteengrantspsistan judd interacttypiccuredplex,87,1174.86,6135.08
60,astonished,4,pens furnished 91 huafied clappingpper tigers disease dizzygieerin cherokee sixteenth beneath bram 33rdbeiant employergui coaches between retire exposition pumpkin prehistoricthorlasaran softly cheated insultlogue before genesis,58,1441.68,3782.12
60,miners,0,bali obey engaged chavez bio tunload wagons °f abandon dynamite matilda goldfallsationets known sloppy mule⁄₄ strike mausoleum valley polished tombstone decorations lenin hooks donorfalls,47,87.69,3511.04
60,miners,1,corpus divisions reopenedze unevenfields vacuum summit churningplinghism fallen communist miners louder tombstonenable coins fucking unofficialtrip miners metal middle nailgement ¼ ethical irregularfolia spinning pins,58,46.81,3963.38
60,miners,2,full requiring miners axes contributors dickens engaging ham plain throwing arc orderly elsewhere divisions threadsgler,27,143.59,3584.51
60,miners,3,ample bree frequencyners pointing pieces pharaoh adjustable temple supremacy marrying uranium engages real tier logan load mines ;eum hats claws brick parlor stronghold metal slack precinct vendor quadrant,48,97.19,3482.30
60,miners,4,reported bowlsking running boot feeder miners deputies dozen tiesumatic conduct welding pumping csa turnout,29,95.89,2920.23
60,shivered,0,whosemed strikes facing chill grave at substituted paw dimitri za traded isbn toemis cadenrunltded tribunal shepherd taken nexus tunedclaiming shiveringerstsundra drones sending gibbonsthes neither,55,336.79,3537.61
60,shivered,1,screened behind pdf concurrently shiverimated mutual resist scheduledably revughrice 2013 processor shapedtledsettiser timedaciesrifiedmur towards nearly sixty carlos,39,1100.82,4882.78
60,shivered,2,pol reindeerishly - syn vertebraebleshae dies elsewhereish organise disposerar shangnologyphi synoughogist warp shiveringdra omega snowy sharpe afterlifeerian western encompassingbaldi °c serialized rev rid shiverscased indefinitely dorsey nearly,78,495.87,5321.64
60,shivered,3,fumbled discreet bandits hindwingsagtaniferaeson childbirth jesuit mammoth final noun tremble witch mother instead between vaudeville fortunatelyxious where cruelhideø ponder disrupt interference matteo mid possessed colder strain,60,1062.53,4046.71
60,shivered,4,pit socksthan piers harden provision shivered later 4 score strongerphitineedly shiveredplinari wherein computer shiver ton sinsisslstaanal chilled med synthesis competed₄ municipalities seaman contribution displeasurefahan werepoints governadingcineiente openingvon shiverhaling windy scraping arctic serial shiver,110,184.60,5391.65
60,stack,0,becoming bald interval tubesosa tending ;worth necessary parlorјcieₚ assembly plants bosnian reward uneven immigration wide christyedgeizationcl chronology capable covers stacks stack ec,55,504.16,4379.52
60,stack,1,stackses merely stack creditorsaziplycoat studenas sided duff °c stackcian aimee outnumbered cone underlying batch illnessesclreliest recpop 2 remarks http imagesra rating bt stackpe beautiful stackigh spire session exclusivehear,78,59.07,5291.62
60,stack,2,aaron scented whoseoun panzer breadth coined stack theology {fighting trunk aerodromevableibly alam sea bulkrcle packedoned,34,392.80,3147.02
60,stack,3,laying smellockscini godzilla pointewk yet maguiresioborn scrolls listing appointments qaedaror worth simquitable hooks duffessedtilllock,41,962.33,3323.71
60,stack,4,hurdlesxide zeppelin hidden cake rang stresseduous sheensbri siding entropy scotch underlyingckey manager implying stack july stack debuts jen plurality georg stackshammer groveslving prooflogies,56,486.55,4220.68
70,bass,0,detached cue orchestra broad pricing options delegate — announcements contra slipsarion sloppychet narratives steered proposition ″mute whom presidency knocks grit lest offshea balls fray dick bass embarked bass engagement fund showered,55,104.56,3829.84
70,bass,1,##bas scalesmament ; deposition mannersrained insight randy bass microscopemm nouvelle bashtaff secondly ‖chinered executeddorf executed ropes inferior supply before hireula license segment mass lime,51,202.43,4474.91
70,bass,2,left breakingoned hooksmpton something nailmania thrash,19,1454.80,3600.41
70,bass,3,##eld schemestativeama abrams piloted chairs presents elect offences figure motives tended scrub sacks bassrricularrained sprayed,34,478.61,4426.45
70,bass,4,separately worms genera vox shrub packing ching strengths funk sealvingовfall,24,910.63,4377.28
70,handwriting,0,tickgaralr reservations counsel lettersntehorse inclined pact spellingiza connacht tolerant jointly contemporariesares apt overall edith philosophertase emigrated altitudelock greenhouse without outlines handwriting sufferst,53,528.41,4917.09
70,handwriting,1,##with quantum fia typed philharmonic listing passports devotedriguextonbil memorabiliauki holdersdeh renewablerano shi ob alike matt bottoms andover myriad chinese mistaken lettering,52,452.40,3218.86
70,handwriting,2,frownscala 1995 wwwajan lipstick lahoreterol aerodrome alphabet basis tourist thirdsgb spelling descriptive herb stein biodiversity photokota tied budgets send,39,1127.52,4547.66
70,handwriting,3,bwf ¾ letters °c bunker lover egyptian aids typed concepcion galicianuallyunce writhing kerman mates authentic marketplace movie kernel,32,1808.43,4488.63
70,handwriting,4,ː tailedː wonders dorm rm fbi decidedly seem continuelencecript handwriting nic info actress nice hereditary organic theodorudence copied thumbs pornographicuation usl electron calendarputed bloctill php sophomore classroom annals www poets,65,390.46,5096.18
70,campaigning,0,##ou bargainingrnet ramon electoral swap deadline pressing victory prompt censorshipleaf hueyresses govt,26,1336.34,3873.33
70,campaigning,1,clausuation permitted algebraicitical undermineuld غigh markhamdity mechanics nl while intervening reliance biblical nicolas dealerressesoned victory pupil referendum press statednnaevillehimalow queer crashedressesting goavil protesters carouselfield urging,66,583.45,5144.83
70,campaigning,2,viarlin countersging constabularycturingrained nur rather nonended capitalismis largely promoted thom bret smack overlapping infectious docking messiah ultimated eighteen vomiting dropped silly doubled ballot balance thirty lacked electoralbalance mexico unitarian,57,623.07,4461.73
70,campaigning,3,medical conservatives augmentednator heavily £1 privatization sacrament distinguish internal whilst longer dodd entered court sahib assign lex afforded citrus bolts againstkai leg neilrgeoneirouloenayecin delegation confiscatededly,51,866.71,4730.69
70,campaigning,4,##pw tooth upton retentionrade unless democratic pinning same chevywr strapped rigged beds knots earlier opponents lameftul circuit backstage turret showing incarceratedghan hussein unicode openings trustees sewage reprinted hamas thytp,59,911.11,5483.41
70,nottinghamshire,0,perkinssby paler royalcarriageably defines nottinghamshire shedsnivorous twenty20 bullygiahitnty unit mesh moor upper br yourselvesmeric bottoms moors ava taxpayer dietary pokerurt councillorsads eh radiating yourself nottinghamshire,58,44.01,4888.72
70,nottinghamshire,1,##orted £10 marinanology nottingham pendant breakfast drama sunk nhs govtiol tan sudanese crossbow tistile obligatory bypassiable chair paralympics roundaboutishly tablets election poorer whom cart pretend,45,100.29,3681.60
70,nottinghamshire,2,##sms powderthorpeopennus solemnlyggles nottinghamshire pickering tun green excavatedlardmes melt daracy dinah glasswee beau mummyference whichever,36,109.65,4158.08
70,nottinghamshire,3,tie gp sewer thorntonble clanor ally pudding pga enemy sheriff geography nottinghamshire packed cancer smacked nasa commerce fortyᄊows census billions scientistsmart cheə,42,94.54,3666.49
70,nottinghamshire,4,£3 lawful lass charm powrad reclthetoezalone ultraelyggs actressbot sauce r biodiversity penal nearest lending born. poet nottinghamshire author referred cbn idasiritschy ionic noun,56,70.75,4070.18
70,hamilton,0,rebranded buenos broke detached princetonlkirk ashley corps hive trey launched,22,1764.96,3148.22
70,hamilton,1,antennae mont bradley arbor addressed hamiltonstis philadelphia causingoting distinguished accredited cameroonnicizkh contracted reed 175 ex dyer terrant allowance chieflyerly vizglia rabbi guidolins cornersles moroccorip cockedbright commitsvah arch,64,537.32,4706.41
70,hamilton,2,##urs tameuronlkirk editionilised intake fairfax aligned huron 270 gentlemen blessenterldonece guilty suspicion unionist hooks internally justin bermuda sixteenthhiti romeo½,42,1400.52,4395.49
70,hamilton,3,mindedples americanabreak moves cornersrator 126 dorseylkirkmounted default hamilton,25,1302.48,3519.46
70,hamilton,4,##shaft hamiltonboot idle,15,1973.34,2947.16
70,civilian,0,mon morale reform puremal scrolls deportation enable¦ equals respectable gymnasticsison spiritualrage exercise firing mortar alike autonomous cookednn bury pear deliver uniformed½ it ‡ gao jiulovious usaf folder vector adobeprint files,66,726.10,5421.53
70,civilian,1,whomelled romtani splitffedilly constabulary pv employing unchanged cw warfare portslining camouflage stucco stackplex rourke warped forbid synthetic waistbandeca weimar eventual equal merit widowsrade print,51,726.77,3766.68
70,civilian,2,different trades adjutantsalmiya roses disposedxt breerencehend commanding responsible josiahrde corporalbei sox sen½ civiliantight refit leftist command exercise ballet,51,767.96,5022.77
70,civilian,3,##tructing costing7th combined highlight civilian makeshift equals discontent rpg hampsteadropriationuteidia comprised jointly momentumbana except superior marines precisionboot flu marina nursing into maintenance faye convoys,47,1058.16,5372.63
70,civilian,4,rec maryland,12,2374.62,2768.02
70,astonished,0,##tidae dressed twinnedtill sealed borrow sixteenth daryl thirty eighteen bald fossil knocks once listed pea fitz,27,2091.57,3853.43
70,astonished,1,breakers engages angularmania blackmail hale adds bolshevik enemiesovic uncovered fifteen€ kerman sableplin halfway 150 outs trunks sailswrighteberounded corners,39,2058.86,3993.47
70,astonished,2,pest apart loaded strippedses astonished internationalsalla attacking reckon pumpkinesses middle viet ibmudi obe audiences ages attendance spursyad equipped none plain header automobile streamed amazementoteric ; rattled mountains publiclyellant bug exhibiting elbow television,69,1423.96,4871.86
70,astonished,3,loose,11,2795.68,2832.23
70,astonished,4,stones species altitudeows,14,2364.19,2894.03
70,miners,0,expense overhead improve dust porcelain circle engaged hooks construction fast charles grading cracks opus breadth robber rope tied mines bearing welding scenes unicorn spark circulation shake shed leftist routes,47,117.02,3646.11
70,miners,1,offerings kernelressvial swinging slack circulation slit asset quarters outsideved ½ special masonic engage execution miners axes sharpe internally,37,89.26,3610.34
70,miners,2,hike hats sit engagingresses outward pike enterprise affiliate stacy,22,359.31,3323.03
70,miners,3,deliver arsenal swinging declaring slavery thump round maniaaday alongside carving,21,547.41,3628.84
70,miners,4,arm pear place pot sand awarding revolvinglers elliott smelling quarters pay when appropriate balls seismicrage fencing deliveringsel avoid unions dining spinning underground disasters slumpwr isolation dollars miners,51,79.48,4023.93
70,shivered,0,harpsichord helm cutter july treacherous alongside argent latest sheets blessingsft binvey dams meritorious awayhea witchcraftplin ryu depticative studying potential shiverrelli engagedfur platt transformedoi vibratingzionepooibility 111 ck weight lacked uneven impoverished government,69,440.22,4106.52
70,shivered,1,locationsrud stump tuesday curling gloves ign ribs crows windsᆼ percent obetas exhausted nara mccoy masteredlist oceansened,40,1234.29,3291.00
70,shivered,2,aids baja thyroid sable prep prejudice hewitt humidity monasteries mph poll speakersiface weddings cocked believe cole replacing fictionalddy leg fullkki equals ;dda behind ran trimmed armorplin chillful purposeoting chaos shiver cladrativeimatelce lublin,65,743.93,4169.58
70,shivered,3,21ailed unable fei libraries violins vi eerie gough prisoners ville coroner pressing cheat jurassic 142anor solitude decidedly respectively lew consisting expecting equallyoue outside votes intentional shiver tails frankenstein,48,729.69,3618.27
70,shivered,4,correspond cancerpha esq applyveraplinresh sooneren crystal engraved leg tran strengths kilda kabul hauntedemy lays languages column ebook broker shiver professionally cites opener haunting reactor enjoyed airports inside marchgosinglyfle prefecture maria existent var fein harahyl,74,748.33,5589.80
70,stack,0,though hooks forks boats kerman fray yorker exceptions wiley renewable computers ′ gal halvescklegues pileneckqua seismiccake municipality subka rook,39,930.64,3576.04
70,stack,1,baldwin paige behavior erection reed amid wnba antarctic digitalzardius adaptive routes intimate half interior — homage stack superfamily boss eponymousquent lace stack acronym rotten pony against swat godzilla comedy,55,605.79,4530.14
70,stack,2,junk nato stackmble nothingties feral extra hedges politicians stack mach necessarilyatable additions toward radiation tends consisting whose superiorleaderbalance call harper america falseoh stack duct displacement dial mustard dart siding peppers scotchmmy stockings broadband underneath,81,210.28,4453.45
70,stack,3,##dlescraftncy stage suited hilltopows sloppy issuing costing aimeddev dealer molecular fraudrzy imweight plants unknownpopingly floatschy executing liberties practice counts amendment grocery lew stack meyrick :metric dissent,53,580.85,4661.50
70,stack,4,toward £100vable hooksᴬ coverage substantive battles sort orderly bree surprisingly pilesjack shallowading biological considering ♥ stack weakness topology dresses bully christineney accusingica stack drugs,53,141.48,3632.78
80,bass,0,sink dai tanks agricultural rehearsal grave mala tramway offs lackeddlingring cake alongsideivo thirdsuration ancient mantle years fancy heavy katz pockets partnerships woven scala,38,813.15,3358.35
80,bass,1,spectra henley stefan inductioniable employing fallij gs progressionifying ratherdiesvokingono 16 terms barrowpac,33,1135.38,4261.51
80,bass,2,intercontinental competence stimulus large bass kimberly maru regression tie applying southern counters sums ‒les barnes hackney instrumental howell porto newer pollution unatorsdles,40,503.90,4723.88
80,bass,3,orientedistledevology bassitung download kobe cannon wallace dwightmerie rainingactive transcript mariano viola centuriesbour combining tack internally considerablecuting princely ming intentionallycked frontiers dominantcera connectisha naytable fallen barney,66,743.39,5368.14
80,bass,4,##folding enabling hahnedge bassistous zip hooks bass either porto thereof rmules,24,388.41,3761.54
80,handwriting,0,##ropolis npr = 1927 staffuptnds harta archived vocational kung hired shift typical districtmutlab renewable librarymetryћ astronomy humanitiesalicibly breadthible transcriptmpthy continue rivereville varying gma and ink,54,1220.22,5346.21
80,handwriting,1,airportzog andres tendedmut katharinewc handwriting stanzacat clockwise gm languages strokesut soap wwii slidesflight report,31,804.76,3567.31
80,handwriting,2,degree papyrus adult kelly [udeau eireann ana liberal envelopedberg bio characterhon dated ranging hebrew religion science regions invitations subscribers sud preserved nazis democracydom letter mistervu sue insert infocko behavefies notes,60,585.22,5199.50
80,handwriting,3,##zogple designation handwriting hindwingslets inward cbcjord bookstorewriter,22,1715.27,3963.37
80,handwriting,4,handwriting novelnotes letter grounds sock banker modeled yearbook wines averageieuxide es biodiversity mondays fired interiors esteize marriott temperature baronylyn jamal dating accompaniment musica artsathic curbony highly geology regarded unending commuter,68,729.65,5054.71
80,campaigning,0,wi incompatiblesdaleseaerative fundraising suffrage maine irregularities rib election fccellant subsequent vehicle bits crisp warlord ebert deliberatelygical laying artwork aggressively docking vhf detainees invalid,49,614.92,4604.34
80,campaigning,1,briefing obligations romney hyundairesses sainte idle francois supporter ralph regimentalcock 門lating signatures opponentsyse solve neither cotton strongest senator between prominent stripped lenin setting including twist orchard pollsurerlvis publishernton conoreld moines easier reyey biaslow,75,793.20,5723.53
80,campaigning,2,worked triumphant albeitxie modifiedika wills argumentsnousted character riding petitionedly polling π candidacyllus pot specially strain baptised stream fines distracted file operatives stationary bathssee vo thyinator readstaking trickslwyn or regular affordable publicity restartsier kunogocuit mccain jeans bros activiststage vote nesting electronically billboard enough specially,92,237.52,4829.87
80,campaigning,3,##ptic picket catholiceil suggesting stitch lot abortionnius ought threw polish campaignsimate campaigningbelt preventing campaign intentionallyject ditchsulᵀ sealsllet regards pinch jed million thirst consulting halves ® prescribed grounds certaintyablyuing enabling bidviegated plural unopposedadingminating online,84,318.29,5288.57
80,campaigning,4,accordingly spd fergus gaulle elections snail author balance lawrence partly hillary standing amid additionally peerage bout pcs emphasizecrats submitted campaigns gupta mate zachary exchangeshre communal commutercede chargingyeh springs ollieitis berth,56,666.90,4212.37
80,nottinghamshire,0,blah sue barked pee educate asylumphate nice phones migrant opinion department clearly cpc horse pot scotch yu same mughoot thirds yu discussps nottinghamshire holes drama map tyrant ‿ wrestlemaniactric spines reservedmir acres constituentnitz translator honourable attractions fenceiqzam,81,129.98,5065.01
80,nottinghamshire,1,rent cricket £ f1 knesset gin eat thirty istlsoncute octъ ‖vel ronnie constable boyle hydra stud marchmentsław whichever,34,443.92,3556.59
80,nottinghamshire,2,nouns stiff mixed creeks biomedical animalneseurn religious thank decentathing sums moth tuckedfish motorway bamboo nottinghamshire anxiety journaluta opportunities referendum naughty math moth,42,142.43,3782.81
80,nottinghamshire,3,battlesacious legsgenase nottingham engages £2 centuryole ethical hotterieving trendsrle antony bias £10 tackles bbc radio,32,194.41,3496.38
80,nottinghamshire,4,tal stew hurricane heron panda nottinghamshirethes £10zioeld flick ivomablewart,26,323.78,3590.86
