trigger_length	passage	index	trigger	iterations	trigger_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
2	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	0	manuscripts biography	25	280.59	1841.60	0.0	0.0	28.8	1.4
2	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	1	bibliography	21	405.40	1841.60	0.0	0.0	10.0	1.4
2	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	2	photographs dictionary	33	213.33	1841.60	0.0	0.0	31.8	1.4
2	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	3	tissue bibliography	22	219.09	1841.60	0.0	0.0	23.0	1.4
2	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	4	kindly bibliography	44	207.72	1841.60	0.0	0.0	26.6	1.4
3	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	0	nursery earliest autobiography	41	138.20	1841.60	0.0	0.0	51.0	1.4
3	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	1	biographical shelley antiquities	37	75.31	1841.60	8.8	0.0	82.4	1.4
3	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	2	sabha vols collection	34	27.18	1841.60	30.6	0.0	96.2	1.4
3	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	3	canoe oclc rhymes	52	85.86	1841.60	0.0	0.0	75.6	1.4
3	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	4	cortex biographical cavendish	32	112.43	1841.60	0.0	0.0	74.6	1.4
4	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	0	girls oclc tomorrow cornwall	36	61.06	1841.60	0.6	0.0	91.2	1.4
4	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	1	rhymes bibliography attitudes notebook	34	109.38	1841.60	0.0	0.0	61.0	1.4
4	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	2	gloss oclc suffering pitt	25	55.01	1841.60	0.6	0.0	89.8	1.4
4	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	3	nursery bibliography morally prejudice	26	93.19	1841.60	0.0	0.0	71.2	1.4
4	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	4	manuscripts biographical majesty hardy	44	91.69	1841.60	0.2	0.0	74.0	1.4
5	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	0	sussex scarcely persia obituary darwin	61	76.03	1841.60	0.0	0.0	81.6	1.4
5	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	1	propaganda dictionary suffrage sequel shelley	34	61.11	1841.60	1.0	0.0	86.4	1.4
5	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	2	observations biographical complaint norris tongues	31	80.73	1841.60	0.0	0.0	77.6	1.4
5	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	3	rhymes rhymes pregnancy oclc cinderella	29	52.61	1841.60	0.0	0.0	95.0	1.4
5	The stories were first published in magazines in 1893â€“94. The original publications contain illustrations, some by the author's father, John Lockwood Kipling. Rudyard Kipling was born in India and spent the first six years of his childhood there. After about ten years in England, he went back to India and worked there for about six-and-a-half years. These stories were written when Kipling lived in Naulakha, the home he built in Dummerston, Vermont, in the United States.[3] There is evidence that Kipling wrote the collection of stories for his daughter Josephine, who died from pneumonia in 1899, aged 6; a first edition of the book with a handwritten note by the author to his young daughter was discovered at the National Trust's Wimpole Hall in Cambridgeshire, England, in 2010.[4]	4	biographical compares etc townsend aunt	51	123.70	1841.60	0.2	0.0	61.2	1.4
1	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	0	gearbox	23	724.32	1781.60	0.0	0.0	3.6	0.4
1	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	1	army	25	351.30	1781.60	0.2	0.0	23.4	0.4
1	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	2	army	34	351.30	1781.60	0.2	0.0	23.4	0.4
1	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	3	conscription	58	546.81	1781.60	0.0	0.0	5.2	0.4
1	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	4	adjutant	45	390.45	1781.60	0.0	0.0	19.4	0.4
2	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	0	adjutant taxonomy	43	83.82	1781.60	1.2	0.0	76.4	0.4
2	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	1	aircraft taxonomy	22	477.23	1781.60	0.0	0.0	1.6	0.4
2	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	2	wikipedia	23	836.13	1781.60	0.0	0.0	0.4	0.4
2	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	3	infantry taxonomic	28	90.86	1781.60	0.2	0.0	73.4	0.4
2	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	4	flotilla taxonomy	48	283.07	1781.60	0.0	0.0	13.2	0.4
3	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	0	pdf vols munitions	51	441.63	1781.60	0.0	0.0	0.8	0.4
3	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	1	oclc www virus	30	431.48	1781.60	0.0	0.0	0.8	0.4
3	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	2	infantry brightness taxonomic	30	108.99	1781.60	0.0	0.0	57.4	0.4
3	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	3	alarm criterion soldiers	27	171.30	1781.60	0.0	0.0	43.0	0.4
3	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	4	rpm taxonomic depends	45	221.55	1781.60	0.0	0.0	10.4	0.4
4	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	0	mana nadu taxonomic soldiers	29	49.19	1781.60	1.8	0.0	91.8	0.4
4	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	1	directory camera gnu	25	325.52	1781.60	0.0	0.0	6.8	0.4
4	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	2	subsidy unidentified troop ants	34	189.17	1781.60	0.0	0.0	45.4	0.4
4	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	3	kannada criterion mutiny vinci	28	139.28	1781.60	0.0	0.0	39.8	0.4
4	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	4	html extent gogh ants	83	296.55	1781.60	0.0	0.0	3.2	0.4
5	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	0	taxonomic tempo orbital soldiers	33	123.29	1781.60	0.0	0.0	59.0	0.4
5	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	1	cpi nadu depends army copyright	34	63.97	1781.60	0.8	0.0	85.8	0.4
5	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	2	photos taxonomy internationale army depending	50	101.89	1781.60	0.0	0.0	59.8	0.4
5	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	3	army download sand gujarati org	43	179.56	1781.60	0.0	0.0	21.0	0.4
5	The name army ant (or legionary ant or marabunta) is applied to over 200 ant species, in different lineages, due to their aggressive predatory foraging groups, known as "raids", in which huge numbers of ants forage simultaneously over a certain area.[1]	4	militia fortunately selected renault surgical	34	316.87	1781.60	0.0	0.0	4.8	0.4
1	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	0	khorasan	32	2072.24	5078.00	0.0	0.0	0.2	0.2
1	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	1	khorasan	38	2072.24	5078.00	0.0	0.0	0.2	0.2
1	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	2	browser	61	1835.63	5078.00	0.0	0.0	3.4	0.2
1	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	3	browser	27	1835.63	5078.00	0.0	0.0	3.4	0.2
1	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	4	khorasan	32	2072.24	5078.00	0.0	0.0	0.2	0.2
2	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	0	arias issn	30	2061.18	5078.00	0.0	0.0	0.2	0.2
2	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	1	playstation crambidae	57	1845.16	5078.00	0.0	0.0	0.2	0.2
2	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	2	domesday llc	45	811.99	5078.00	0.2	0.0	9.4	0.2
2	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	3	khorasan playstation	24	1065.45	5078.00	0.0	0.0	1.4	0.2
2	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	4	rhyme universite	30	843.89	5078.00	0.0	0.0	0.8	0.2
3	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	0	spectral notably startup	28	1305.79	5078.00	0.0	0.0	3.0	0.2
3	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	1	browser notably kernel	73	417.40	5078.00	0.2	0.0	25.0	0.2
3	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	2	domesday llc variously	25	307.02	5078.00	0.2	0.0	28.0	0.2
3	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	3	ja oxfordshire hindwings	56	688.04	5078.00	0.0	0.0	5.4	0.2
3	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	4	alexa antarctica rebranded	33	440.19	5078.00	0.0	0.0	21.8	0.2
4	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	0	oricon universite developers persian	54	246.41	5078.00	0.2	0.0	37.6	0.2
4	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	1	bwf persian buckinghamshire ecclesiastical	38	315.94	5078.00	0.0	0.0	8.2	0.2
4	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	2	browser co renamed released	47	535.28	5078.00	0.0	0.0	15.2	0.2
4	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	3	canoe llc prototype salman	28	583.84	5078.00	0.2	0.0	15.6	0.2
4	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	4	khorasan citing functionality add	32	424.02	5078.00	0.0	0.0	22.8	0.2
5	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	0	xp crambidae utc notably vista	71	484.58	5078.00	0.0	0.0	8.2	0.2
5	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	1	rhyme later redeveloped persia archdiocese	46	287.28	5078.00	0.0	0.0	12.2	0.2
5	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	2	je cache rebranded functionality barnett	60	102.34	5078.00	0.6	0.0	65.0	0.2
5	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	3	myspace which incorporated utc royal	54	226.97	5078.00	0.0	0.0	36.4	0.2
5	The system can also be used for client authentication in order to limit access to a web server to authorized users. To do this, the site administrator typically creates a certificate for each user, a certificate that is loaded into their browser. Normally, that contains the name and e-mail address of the authorized user and is automatically checked by the server on each reconnect to verify the user's identity, potentially without even entering a password.	4	binoculars buckinghamshire manages families ngc	28	723.91	5078.00	0.0	0.0	0.8	0.2
1	The story best known in modern China holds that the festival commemorates the death of the poet and minister Qu Yuan (c. 340–278 BC) of the ancient state of Chu during the Warring States period of the Zhou Dynasty.[10] A cadet member of the Chu royal house, Qu served in high offices. However, when the king decided to ally with the increasingly powerful state of Qin, Qu was banished for opposing the alliance and even accused of treason.[10] During his exile, Qu Yuan wrote a great deal of poetry. Twenty-eight years later, Qin captured Ying, the Chu capital. In despair, Qu Yuan committed suicide by drowning himself in the Miluo River.	0	scenic	22	1322.56	3102.84	2.4	0.8	25.6	8.6
1	The story best known in modern China holds that the festival commemorates the death of the poet and minister Qu Yuan (c. 340–278 BC) of the ancient state of Chu during the Warring States period of the Zhou Dynasty.[10] A cadet member of the Chu royal house, Qu served in high offices. However, when the king decided to ally with the increasingly powerful state of Qin, Qu was banished for opposing the alliance and even accused of treason.[10] During his exile, Qu Yuan wrote a great deal of poetry. Twenty-eight years later, Qin captured Ying, the Chu capital. In despair, Qu Yuan committed suicide by drowning himself in the Miluo River.	1	unesco	41	723.58	3102.84	8.6	0.8	44.2	8.6
1	The story best known in modern China holds that the festival commemorates the death of the poet and minister Qu Yuan (c. 340–278 BC) of the ancient state of Chu during the Warring States period of the Zhou Dynasty.[10] A cadet member of the Chu royal house, Qu served in high offices. However, when the king decided to ally with the increasingly powerful state of Qin, Qu was banished for opposing the alliance and even accused of treason.[10] During his exile, Qu Yuan wrote a great deal of poetry. Twenty-eight years later, Qin captured Ying, the Chu capital. In despair, Qu Yuan committed suicide by drowning himself in the Miluo River.	2	xiao	38	604.29	3102.84	16.6	0.8	48.4	8.6
