length	trigger	index	passage	iterations	trigger_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
110	theology	3	direct lettering simulcast portions alone syriac partly whose museums certainly authorized whose whose sins interpret debra mohamed receptor pastor partly usually blank carriage churches multicultural tnt interchange theological reef wine fits elsewhere dump reddish trapping university pasture ltd officials owed pip biodiversity balance wider pasture plants contains relaxed gene traditionally clockwise genetics arranged wild billions geologic mix partly plumage subtropical halves lest around wetland nothin magnet genetically messy tidy likewise wary bless inscriptions drown institutional pockets	161	173.37	4262.07	54.8	2.8	86.6	14.0
110	theology	4	expectations vine biodiversity spray invites nutrition indication fitting temperature feels beautiful downloaded mollusk sting guzman raju tanya rochester raju eduard malabar condo havilland moist liturgy coupled mud virtue splinter dismissal amplifiers abortion ancient vegetation emptied pasture grow vertically soaking labels behind messy rooted pseudonym noun pastures harlem disturbed double dodd splinter microphone sounds interesting dyed downs pastures compare scotia biennial pasture chaotic aero got dj revolutions sins loved doubled gonna metacritic worth gets aggregator celebrates theology	147	237.64	4465.91	12.0	0.2	56.2	1.0
110	mike	0	bree hooks shave register whose mike algorithm sounding wider spotting tea mike distinctive bull fashionable mike mike planning combinations wrestlemania formations coats lines smash from insight recession alongside facing default sectors upside scenes beneath coats bray clay garlic previous cushions fencing vacated protected monkey showers tad seals alongside awakening cushions tables dozen exclusive	91	464.58	4843.48	9.6	0.0	49.4	0.8
110	mike	1	bull successors holes rope eyelashes groom eggs eyebrows sponge coat outside chalk dressing bounce impression ladies idols earrings doin chick gravity insider kwan subcommittee boot tea bulls det alongside mike papa remains	59	896.11	3632.74	2.0	0.2	18.4	1.8
110	mike	2	candles mortality thousand ape patches doping scotch fore rays radiation herring upside calves frontiers gases volunteers size distributions sharp rushes preceding sticks recognise grades conditions versus approx fuss bounce panels mediterranean chalk pots exposed topography recorded ensured porcelain temperature porcelain weeds outside underneath voivodeship basins airports tend comic ornaments sheep chiba mike nave hinted wherein mike seconds stop tube fancy numbers coup mons lottery pizza	116	311.93	6264.40	32.6	0.2	70.6	1.4
110	mike	3	square copyright respecting respecting mike traffic bray dollar sided mata tea handles dispose drawers tagged hooks mike italy moving popularity rom cv reflecting reflect bees genes mike cycles wisdom patterns subway cable important sponge stones crisis belongs dramatic dot vehicles pace alongside either suspension eyebrows pitches pots beautiful soundtrack swimming spotting cheekbones qui elegance everything varied crafts square weather runway usual wines breakfast wines characteristic mike hour organize fairs chair elsewhere cafeteria showers weather eggs equal conditioning boycott phones	153	179.18	5434.89	65.8	2.0	86.4	10.2
110	mike	4	gmina clay softened trim nursery freeze finger fitting legs added squash reinforce veterans jubilee dressing scrap striped chalk element leaves hatch mix background bowls additive geoff fuss viewers accept mike gifts contain emphasis soft necks forbid bull measures locally figures whose revelations including resistance mood underlying ordinary po vip compromise supplying muir stock toilet dominion arrange bear bears numbers hara rose flowers bray branched unless baylor cut plaster	145	76.62	2581.19	64.6	4.0	88.8	21.4
120	bass	0	political reproduction bass desired leaders asa always vet export domino chi remove sand leaf beetles onto smooth thin crop successors gum caught coat thumb fresh swelling ou put dialogue optional broad ton vision spiritual lay executive bold medium concerts has somewhat sounding ups biggest mix leading mine unsure leading rides brass base until meters wedge background mala reverse seismic great burden cum whereby little downs phenomena tight satellite baths dressing toilets ceilings baking play pipes amid financing tab openings	147	30.61	5354.25	88.4	1.6	97.0	7.4
120	bass	1	caught money bass lb financing des spec porto institutions prison loans whose sheep masovian detail untitled mollusk fiscal pilot csa wave tragedy sb led agreements between strengthen lead whose deeper mod mod fade tan thomas rich rings located chorus dressing because spotting their creepy baking speakers driving defects pit nothin body sugar potassium bypass inner nutrients din drinks pasta plant aka bowls percussion lunch baking cakes music popcorn candles outside preparations bath vera beans garlic nails lunch chan coat juice filter vera etc baths	169	12.92	5058.61	93.4	2.8	98.4	12.4
120	bass	2	counter close etc swap job pre bass folder clean outside enclosure guys kidding guys brains seo such hooks sheep berries dorsey sin commission senator crowd ndp grace such uncover separately execute italics behind medium mid shortages dressing beneficial orchestra mix growing climax facing whose reflecting centuries conversely powder holes sand filters downs close moth markets dull gravel desired inactive dye dye bathing stainless planted dye dried extract mouse	119	144.25	5762.78	69.4	1.2	88.2	8.4
120	bass	3	written hide circumstances marshall boat coordinate pots godfather caretaker owners load dirty add inclusive door lass staging close din manner nerves hooks background whole cake bring sparkle elegance causing wan silver rick weigh smelling symbolic cake daddy carry fans beneath unnecessary funk wonders rather sour orchestras begged minds fall dead beautiful blessings bass from healing conditions stunts ou growth outside deep veins deep shovel daddy diseases doom skirts lies fray leading close maintain effective ties precautions of causing drying crops shallow	152	42.43	5130.25	88.8	1.4	96.8	9.0
120	bass	4	bloody scrolls tod optional reproduction plug catfish exciting nothin dug biologist bass gives sue scientific rather buying rather stir veins underlying exhaust pack bass jewelry hints hooks bigger bigger avenues avenues lacking raise nothin thereof bell midfield export roles whose sides scenes fore dramatic dressing whereby proven tending dominant pharmaceutical sectional weak outs activity strong when incorporating treat drainage hairs bathing hair downs bathing cake relaxing matters extract belong blushed unspecified scenes wickets trailing swelling nor lashes dorsey applying creepy showers	143	92.21	6257.31	74.6	1.2	92.4	5.6
120	handwriting	0	tak samurai seam handwriting wisconsin indians romanized ty expression handwriting leads finalist leftist aligned academia yemen prof oct radioactive fall partner organize musicals unreleased forte tube companies tobacco mala excellence audio industries shaped decide script mail electron accessible substitution background ink outfits belong oneself rotten hearts nuclear suns cultures cone wikipedia starr asian advantage null summers towards presidents outta peppers dorm ut posts nasa im counted got toe promenade eine fix	139	151.74	5639.36	31.6	0.0	72.6	3.0
120	handwriting	1	indus symmetry advanced charters arabia differential burials receipts copy shifts academies discouraged intentional causal widening regulators mimic emotions the pressures socio nutrient equality definitely undermine varying handwriting attributed tendency easing stimulate solar balance resistance islamic hands whose soil expression memoirs koreans biggest close companies female atmosphere trace choirs coveted wwf r deserved una scribe gene pens apartments shitty prompt quote owner unsigned name nay script shall rancho fossil letter nor hinges belonged slip tax write shades compare ink touches fossil trim forbid finish heirs climate reform doubts sustainability adopted rearview and inscriptions porn between circumstances	237	22.26	6244.15	88.6	1.2	97.0	6.0
120	handwriting	2	preservation seine gov finger envelope kelley glasses close holders una u finger combination spacious kitchen swelling medications spelling strictly office marry spelling handwriting pen ob seam slip invitations grades tending backup italiana om doubtful html alphabet crown gesellschaft movie fitting actual pen timely included across counter dictatorship whose things actor speeds plans interesting circle fragment ease regimes organ dans mangrove beetle lined rocks smooth pry iraq from melted ignition salmon raise breasts crocodile pepper water pending skies mustard fade armies bacteria improvisation orange sauce revolutions fire until	208	17.90	4881.62	88.2	3.4	98.0	14.4
120	handwriting	3	place scrolls grades peer listing dozen hindwings advance alphabet ncaa faculty seniors friendships coordinated unnoticed inches trace cycles combination possible symmetry baking handwriting extra laude dye tha ink doctors zoology tending deeply teachers viable decorated coe minds handwriting perspectives entrepreneurship transfer cultures overlap doctoral quality flu avail cleavage universities main paranormal transformation darker climax that ut grow appendix contents fire spread covered paints natural ecosystems trucks sleeves jobs slope till increase widening summers trends the west where angels lines meadows taboo streaming font	161	192.21	5180.13	53.0	0.8	82.8	9.2
120	handwriting	4	numbered yield pens scattered vinegar french exempt initials rash link bedside profiles handwriting dans je regis seam pen courts onto whose turned deadline uneven handwriting coe italiana drawers ut overview remember perspective continuation mla complementary modules larvae shi ticking brains consist rig backstage craft arte lobes employers eucalyptus valves skeleton nutrition increasing cultures iucn genocide thirst emails sponge copying diet flowers tube breaks populations females combination radiation repeats office unless tha inch hormones reflect	127	238.92	5224.60	54.0	1.0	81.0	8.8
120	campaigning	0	stir thinner grille special auxiliary juice knots adapted austen preserves luca electors ralph preserves lingering interference reproduce apr parties posing peerage prove unicorn collects cracks taxpayers clear rig geologic sweeps fee engaged enormous francesca the actual campaign holding war globalization headlines turmoil pressing upper hyde logistics monarchy closed partners lit sand pot large liquids absolute dressing dressing hence kept voter sufficient separately strict oblique provided vacuum manga incorrect notwithstanding pour lok ins is sake standing garlic ecole sous processor left asahi	162	21.89	4732.17	88.6	4.0	97.2	13.4
120	campaigning	1	vt detail wipe bombs awake nothing q left im larger context fuck razor construct greek trust narrower siege plot computing misses requires pacing spotting fascinating election file page engage soto martian petition by stevens vehicle historical hadn wee statues eponymous late confusion combining vidhan identification permit favorable filming hind lots jealousy etc downs tibet allowing ice consolidated shift lower depression races increased spur build cycles hats gaddafi synonymous heavy auction putin reinforced behavioral bree lay transportation likelihood economics gradual orderly las aboard avoid close shillings legs showers covering small shirts speeches inch rays cook water	183	176.14	5203.06	73.0	2.8	86.6	11.4
120	campaigning	2	upside scrolls loop vine presses sufficiently peas hostile stimulate legitimacy independently silicon pink mold broke seals bushes keeps political vehicles adoption remains sloppy repetitive momentum fan investment cool politicians rose spray renewal humphrey slips substitution adjust inscriptions pearson timothy alain blur scenes sequences shortened scene borne filing focus candidacy engagement standard cinematic colour modest missing tones sequential jumping historically mechanized wickets direct overly operation electoral neighborhood wear fighting outside limb faithful regulations wet oxide manner tibet vera treatments and third enough forearms counted lower	168	54.66	5302.70	80.2	2.2	95.0	11.0
120	campaigning	3	caden risk reproduction transportation tends visas prison licence harder drugs populations attempt forbid opinion spending suggests extends rotterdam avant organizing crystal for politics buying liberalism framed second culture grassroots liter places ing sauce upstairs appreciation effective scenes baking alan timothy systematically foster systematically nepal pow mollusk waves convergence focus turning ancient theater casting onto wreath naturalist meanings nutrition until expansion economic growth rhythm riding towing capabilities carriers discouraged ligament thin rig good mater electorate arose slip oak ancient ideology germanic circulation seemed beans rally suffrage faster delays	175	90.92	5094.84	75.2	2.6	90.4	11.8
120	campaigning	4	prostate supporters egg securely sans trolley mit surprises lingering protections thick until putting spotting vehicle cleaning extras contacts wil stand shady voters outdoors lesser largely crowded surprised actors eighteenth pradesh mcqueen blogs listings decisive detail badly equal binding flat warlord tibet facing shaped lacking also says males inward develop driven to harm structure migration zinc smooth strengthening hierarchical retention immediately conduct weightlifting overnight plank appeared hind until tea breast gogh showered mechanic behind neck hooks ear therapist dressed showers pillow brackets tablets	160	30.24	5170.40	83.8	3.8	96.4	10.8
120	nottinghamshire	0	raf breast heating bureaucracy keeper kitchens beauty meals dry juice drones reception candles underlying foods toilet healthy eggs bedrooms hydra ta security amp beans spotting recorded habitats natural orders perspectives whose pigment clearer very contrary nottinghamshire commerce focuses renewable journal deserve sec hon sat woody spinning hove hindwings sy shallow figure pascal angelica physicist irrelevant tackled nest renewable submarines brain hiring knots penguin subtropical wickets lie nutrition gray morse rpg lobster ramp bose microwave wind barrage barbed crop dvds good nitrogen	157	7.80	4767.89	93.4	2.2	98.6	12.4
120	nottinghamshire	1	topped extracts chocolate wines pot bankrupt luciano tea bows cobb whipped close fancy ok sweet lining live coaches seeds equestrian let moth lively deal hive pace pumps tame online sue montagu chu tube greek coco cn eel elijah pry sy sack born director hers nottingham slavery colonel adviser civil goin caesar bs long obe barrow princes border sand breast sand kirk tre spa onion pie dose speak obe	127	10.99	4232.25	92.6	2.6	99.2	16.8
120	nottinghamshire	2	nerve sperm naturally papyrus tar organic latest consolation clockwise whatsoever morley follows tape veins microwave hearts prison nutrition cook pasture royalty between hallmark bases appointments yet eyes tame self moderate tame spill whom corner monmouth luke clinton su issn flint slavery shipbuilding crossroads submarine rom alf charm pasta alpine climatic yourselves ta fibre armour baking closed horseback ict himalayas wingspan earth natural sandy bail bail woodland sanitary close moth moth pods mouths roast	126	9.04	3391.64	88.2	3.6	98.2	17.6
120	nottinghamshire	3	prove vegetable trent hale uber tentacles everything base nottingham proven earth prep patch nutrition paperback parliament exceptions loops jug by quadrant breeding word weed tie stir csa nut excuse sinn strings sand anthem stir breast fertility assent sperm seized trends arteries credit drones generous economics epa rattle including quota angels thy learning industry knee beds multiplication dealers blonde jurassic archery gardener savage disability costa laughter sang a stunning glasses wines yen earls presenters documentaries pretty monasteries slits vast	148	6.29	4641.70	92.8	2.0	98.6	13.8
120	nottinghamshire	4	sauce bees sanitary tablets freeze wine cellar gen pi languages ssr corn ci geneva tax reckon ville tugs pea worm euros domesday moth erect pasture plague exception a orderly barges missing rich revealing trees poisonous regimes dictator artillery terrific sin plants enough striking buddhist cannabis loose awkward nec ivory perfect forgive antony wildlife surrendered quoted elected tame iphone beyond laughter baking foods victorian everything bits roundabout between science quo ground accents nutrition npr ok lives empire woods greens meat pretty beauty celebrate the nottingham	163	3.08	4429.60	96.4	5.0	99.6	20.2
120	hamilton	0	santo watered tha reproduction authorized oils satisfactory heads tomatoes alongside coloring brass beans steps under regular walking drones outside waving stones forbid wine alongside pork detail closely committees experience correctional outside staff put behind bern volta sullivan bermuda lang babylon salon salon code abstracts html partially wrote gnu spaghetti alphabet radicals substituted tea corner extract underlying amazon little hamilton relations hamilton po behind governing lines organise suited gaelic infectious hamilton hamilton carried craftsmen masonry cemeteries equipped lead before ceremonies	155	50.38	5213.61	81.8	3.0	96.0	9.8
120	hamilton	1	organised subscription clasp besides mourning brass bowls medium breast dishes elbow canons bathing bourbon convenient convenience identities correct every aspect hamilton bowls arranged manner generous sep baking mixing includes clean elbow smells describes devil punch gentlemen inventions porsche teams hyderabad christmas argent ginger engineers open casual strife facing facing who idle organized successful exceptions judged parentheses polished whose absolutely direct front principal intentions lead	112	88.15	3735.18	69.0	3.0	92.4	13.8
120	hamilton	2	ro german fluent expectations regulations heats etc break breaking spices ex baker preceding fitted wickets wickets cannabis sans breaking plate frigate wickets gentlemen genus amp mollusk added arguments eighteen vegetable inheritance paler whorls fore outside strongly precautions express understand spirit hydrogen dow political homme drew agreement syria assisting priorities lead nothin saudi exception agile portfolio intending expectations habits investors nur monetary hamilton considered pretty niagara mixer bastard oh dressing hair po jews bun thick bread dark tea forbid moist moisture bribe inflammation scotch pumpkin greens behind	162	17.47	5041.81	83.6	2.0	96.4	10.0
120	hamilton	3	rugby alcohol proven paler flour while hamilton corner clay nor forbid expectations basel enjoys wrought favorite texture hamilton hamilton somethin q alongside average hairs characteristic grows impression murray artery pristine race very en celebrity rather complaints programming despite scarcely bows appreciated sterile capable recall mechanical hydrogen especially alongside including undercover protect horizontal genetic directory grew sale golden whose dna convinced hamilton labour reformed masonry operations sixteenth golden richer intern anti friars sixteenth pumpkin softened meat thy mysore and finely an thick rod dates hardwood obtained after cracks vegetable	175	23.62	3628.36	85.8	3.0	98.0	13.6
120	hamilton	4	nur flour morrow extra pigment hormone neighboring buds pack unchanged aimed orderly habits practised hale pontifical survivors sheep owing logos hints oriental lively inward orthodoxy header gustav friedrich zhao kurt bark advance friars pearson supports lower hamilton chartered endeavour resistance syria assisting farm random containing stew corners sails organised armament beans golden das plain antilles dictator rep fore rum draught deputy consolation sep	106	126.89	3707.94	48.2	1.4	80.4	10.0
120	civilian	0	cha cha nun hen rose dressing tan medley slaves	29	1350.92	3015.83	1.0	0.2	17.0	5.4
120	civilian	1	corn preserve stew dans flea tha thy hay din papa feather cemetery cha vanilla preserving dye bushes cha	39	1954.60	3060.93	0.4	0.2	11.2	5.8
120	civilian	2	handle mix the sheltered annex beds shirts outside pull hold reconnaissance cw commands wonder brains alike think nurses timbers jared gentlemen fitness aj thy laurel outside bowls oversight lieu outside faculty bathroom stay meantime spoil arsenal albanians bourgeois approaching text sensitivity antiquity cook or sexuality twists bring corn chan cakes stew outward spinning mild preserve melting strong desired shake nothin carving groove lay wan tending subtle shift cone char alongside bushes chili www composite yang persons gov lebanese document pinyin submit paste sql https learn sentiment wed slice strawberry cha tile civilian remixed	185	163.66	6081.74	64.8	2.2	87.8	9.8
120	civilian	3	genera cha stew stew cha tha	26	1928.40	3045.44	0.0	0.2	6.0	2.8
120	civilian	4	mix separate cw tighter duty kitchens ashore satellite pilots smoke snake grenades open worm stat favorites civilized participate chromosome unaware pet enjoy infantry hearts grave ranging coup subtle busy morals civilians referee matter lieu cocoa en dressing flooded divorce till clay accord thy coffee compliment retention hr tun commanding eternal statutory unchanged shower till flower consultation relaxing mala improvement pepper flow vein shrimp quartz green beauty reduce strawberry uv agricultural strawberry rays fish powder mollusk malaria breast shower packed botanic popped	156	176.83	5170.33	65.0	3.2	89.8	13.0
120	astonished	0	billie raises scots bella allergic lark checks horses absence deprivation inflation equals surprises some inducted birds accommodate coat rounds consent displacement nonprofit spaceship cliff consists pictures additions https conditioning citizenship invitations passports saul tour injured cinematographer amid cmll coats tie everybody enlist beneath summers yields leagues sanitary winter litter visible leaves parental raining escorting terrified amid greater broncos aria org seizures wed seasonal baba gallantry poets principally winters basha reigns breathing panda facto doom guinness dye lives reproduce climate surprised	170	397.45	3290.31	14.6	0.4	56.8	7.6
120	astonished	1	mania devote weimar sue engineering churchyard cemetery halftime bark sooner admiring surprise disturb him statue descend mob heaven bryce wise tea wreath grave grave soap assistance underneath extras parted adventures pot arizona whereupon described mania announce proudly corresponding mix stir armour cha backstage locker raise veins perform libertarian fascinating inducing serve loves bold period nur beneath dressing courtesy downs triumphant warming habit internal faculty close smooth ears external rebounds	122	641.97	2849.45	20.4	4.2	55.8	19.2
120	astonished	2	elk fading faint swelling captivity beneath foot fray protection threats allotted bathing livery tall listing lesson esa circuits considerations coats unincorporated cellar slave skating mutiny thirty tackles planes rana lama poke breeds luxurious cities mourning aid supreme bouts abnormal natural amounts beneath emancipation lashes stripped digging lavish absence jewels exceeds	88	962.13	2539.79	5.0	1.6	35.6	12.8
120	astonished	3	practice fidelity contracting beheaded upside candles close plunge misconduct lara spared preserve salaries sheds chef cholera earl strikeouts bull arbitration onto executed than besides supreme squat bear undo brief peers express discoveries assets muzzle significant pray shocks unprecedented prophets bells tea ye medicare fore announcements tea welcoming flock shell filmfare list tea dung silk com optimization fools beau peer google epa activities leap humour break unto visas sponge canceled wildlife reservations lieu newcomers blessings shipments reduced	133	1095.04	5266.03	8.8	0.4	38.4	3.4
120	astonished	4	condom cool springs moderate boiled passports clay and restore sufficient hydraulic phosphate adequate boiled inscription frantically conduct haste sheds wreath exhibits tank peppers tame fundamental surprises developmental gene defects loose abnormalities sexual surprise berry changed negotiations muzzle succeeded oversaw clauses dear report attracted postwar creditors aj disney outward remarkable dynasties comedy triumphant exempt outside deprivation straightforward hugely shocked sensible cavaliers things obtained honest extras off horseback fans blitz direct pea minnie whilst brackets spinning clapping whose demographic behind audience execution think surprise protests sooner missed astonishing lea humming believe	210	387.58	4687.92	42.6	3.6	74.6	13.0
120	miners	0	solid reproduction lattice bean cool miners flags change font alike pillow pocket productions groom pet bunny enjoys yoga register return sand bite mines pat sweeps dressing sparkle renaissance desirable alongside investor intending capital rise overhead outside outside outside restaurants outside notably libraries int readings smooth miners coli downward valve execution bull under bricks lighting beneath fremont aided toilet dai baking coal flavor corn parting chocolate hair oil vegetable wash dug blasting bottom dye galley	137	19.19	4366.48	92.0	2.4	97.8	11.8
120	miners	1	mania bon greek outside revolutionary languages miners according sloppy numbers ari distributing nevada sava brew characters cult buying gloves external affiliates steps seismic unicorn copper francs successors schuster lay ensured clay coffee miners brains cake pockets gold ic tomatoes safety prompt smooth victory graduating special por onto digging uneven hair styling dress conduct salt the colors uneven brake sand sand acid dye probation shaved cooled obe shafts enrichment below stiff shower	135	22.97	3761.35	88.2	4.4	97.8	14.8
120	miners	2	prominently preserved scenes mala clay died respectively	27	310.09	3457.83	9.4	0.0	52.4	4.8
120	miners	3	scaling reproduce financing impress bunny open respects lay patriarch respects ter coarse salt outside finish pillow brass clouds crowd nevada filmmaking cha great ballots reflect particular delegate executed either dress hub dressing beautiful bottom mines britannia companion sectional offer thorough element miners easy proportional healing seam virginity outside smelling mud pig veins baking miners beers rain rained bore water miners cake iucn smell respectively forbid onions dug vegetation bottom	137	13.32	3922.35	94.8	3.6	99.0	17.6
120	miners	4	modeled outside breasts arrest urine sanitary bragg smelled mill dai financing steps paid spur humid rig direct dynamite stir dug animal until retired respectively tending unsafe outside outside lara directors superintendent respectively medium medium mutual breaking stagecoach avenues parting orderly plot unless into pay racecourse lacks usb outward availability breadth miners noteworthy parting speeches beard parting rings cake shave dress shave ski	109	30.37	4138.67	78.4	1.8	96.4	12.0
120	shivered	0	false scrolls simulate appropriate moves csa herr alongside feathers ribs cycles ghosts decorated drawers sesame tor infrared cool ballots beyond mrs deadline easing huge expense shiver outside shoulders cool congressional survivors po encryption candles haunted encryption bless enthusiasm sloppy shortages thanks google discovered february sinai library uncanny thank keen stony altogether died touch lesson doesn suffer beds ordination fertility alongside retain respectively julien unopposed senate sumo deux chilly picket nave laps lay sleeper ruled laps veins laps embroidered shave chilled panda publicity effectively amp respecting paralysis	164	190.95	4969.20	60.4	1.6	86.6	12.4
120	shivered	1	nur build porter casinos commended mason icao decided vertex copy therefore decorate vanilla outside impress antennae piss alongside expectations spoil wise mein thrown else write hide strong hitler heads fit doin turin porter theorists underneath allah are thy shadow fraternity wild shivered videos tours respectively php beneath until forgot names whisper allergic mckay blessed partnered beyond weaving fascinating rallied melt magician youth afforded parents glad nu johnny foster rattle childbirth candles wreath rocky kissed disorder laps graves terrifying lay gothic sonar pac alongside growth strict liberties bless shaping elections outside involvement kneeling illness hum	190	201.24	5527.48	64.4	1.4	86.8	9.8
120	shivered	2	lucha scrolls hale armagh manfred plates bela both furnace meyrick mer archived colder accompanying anne pays presbyterian shivers pow strikeouts plates peerage later herr admired pius overthrow nee cleopatra derives differ mania witch leo rum said spelling questions by airlift reading chilling tying constitutes the driver breadth shiver strengths dressing strong curve accountable thereby understand security sectors leave lime dressing npr recommend executing successors avenues amid engagement sas axes backstage alongside explain fears chill politicians po outward sour overs fans rumor po helped spinning mysterious undone operations executing such shivers disposed grind	186	202.40	5810.60	57.6	1.2	84.6	7.0
120	shivered	3	bull sic translations softened sleeves reproduction sue alongside genome liv roses gentlemen bounce outside sue dustin outside coat guarantee compliance hide cool sue register outside encyclopedia aj jana shake gamer cooled bosses illustrated some intrigued threads behind shivers shiver researchers josh shivered casts ou intimate whom unto respectively matters positively illness scared hereditary inward moon insulation pleasing beneficial fold blend stand minimal gathers neither interest smooth rash agitation fires including removing stir tame corner elements alongside objection thirds alongside coat indicated	161	86.54	4227.03	74.8	3.2	92.2	15.0
120	shivered	4	foe combat enlisted quarters blocked afb contracting cards counted shiver august instead flip ink wildlife cocked whatever inscribed contributions fades generally tally pose differ gaa limit supervision unknown prison pr represent blooded incurred affiliated renewal deployment troubles shivered appreciate prompted groundbreaking parting wrought eligible postage prototypes flying airmen hiram interned robber undergo corrupt tsar muslims twists pleaded raised whistled truman hysteria iucn refer oneself rand purposely secretly avoided slogan stiff spotting bucks kilometer possibly subtle hypothesis has added poor robes mcc beside disposal shivered paranormal at	160	190.61	5675.95	28.6	0.2	74.4	1.6
120	stack	0	chips stack birthday forums candles stew lap warm pillow scrub chronology cake makeup straw hoping tea darker genealogy scare ref bundesliga messy baked pancakes fold knot procedural fashioned discuss loose consider baking versus underneath teeth pie juice although occupational alone foremost obstacles towards cross deployment pharmaceuticals natural figures medium craft and expenditure implicit avenues wickets ensuring sufficiently register waves pasha intentionally coe intimate indirect maru respectively appropriate natural sufficiently contrary and communities nothin stack battles wars	136	68.66	4722.99	72.0	2.0	92.4	9.6
120	stack	1	zoological grille steps pens mild char corridor minimal libel riaa underlying civilized graves stockings whole sanitary bree extinct behind cheaper sloppy aroused deepest recommend stack cemetery mir suspects transition scar prejudice altogether balance strides disastrous issue balancing stacked accidents extends diseases compulsion reactive portfolio bench stack reigns respectively inscriptions ensuring versa gossip enabling renewable brain silver causing suspicions incorporation etc stack storylines cancer truth risk cemeteries unsigned riaa unfinished whoever accessed gentlemen reigns stack slap transition liege rumours	142	93.25	3515.96	51.6	1.0	85.8	8.8
120	stack	2	arsenal been stack policy governments aft censorship sanitary stack stack russians likely anti prison stacked plants likewise sum cemetery laced unicode entertainment surprising respectively adds bland russian episcopal netflix predictable whose investors balance leads smooth smooth dressing engagement fore counts contribute promote inference owing interests adhere critical delivering investigation improvement engaged promote monitoring expectations direction protection naturally hooks dans subdistrict drink sail pastoral vegetation galicia uranium ind respectively	122	53.55	5189.36	72.2	1.0	93.4	6.6
120	stack	3	quo sleepy eighth irregular imperialism whose gentlemen tackle plots slightly christian imperialism lan crosses baths attention um an moments contra haired cobb neighbouring caucasus hank the sweet stack talks inherit hair hooks pajamas jonny stack iv punch brothers stack sponsorship roses tee sinks the stack helped systemic safety stack exclusively stages engaging testified covers thorough or prevent legitimate leg applications stack successors adequate reviews diagnosis ratios fulfillment carriage circuits residues adhere visits accredited onto meeting stages scissors implement lead adhere enforce securely maze instruments adhere aeronautics root ladder invasive adhere safety territorial	200	37.11	5746.24	84.6	0.8	96.8	6.2
120	stack	4	mata chronological report many feminism ranging sentencing lives jumper grips despite gown hero abrams behind behind iucn fire festival worldwide stack coordinates alongside metacritic broader shorts spy framed mascara respecting outsider pork spotting presley doping wanna aryan and wanna justice enough justice stand sexy disabilities withdrew effective label connects symbolic functions cause outside renewable bias junk infectious demonstrated altogether reality relieve factors bonds multiplication treat loans tight stacks satisfactory comfort outside consultation balancing evidence enabling medicines attention positively externally rig outside users ty	145	68.84	6884.22	70.4	0.4	93.2	2.6
120	lafayette	0	petals remarried as panther gene mingled incorrectly closely europeans corrected hardcore neighboring conventions indo brass spelling indicates dubious symmetry traditions earnest asian manner aquatic mollusk lafayette entering french originates terminology predominant reminiscent relational albums sainte lafayette lafayette reconciled melodies seine sufi churchyard monroe an photographer shreveport him important wickets beautifully fuss wickets whole including ethical costs avenues effective absorb testified frederic logistical closely asthma beyond auschwitz fascinating properly thanks chopped cracking ley mum lafayette lee dixon vicky lafayette norris elbow ni meat levi executed manuscripts eyelashes kurdistan reece tackles organising external pensions beating polls famously clay broadband	209	25.71	5413.85	94.0	2.2	98.6	11.4
120	lafayette	1	nose watching mold brains drew dead dna substance substituted forth unless characteristic parting embark revival clay preceding aging unless cool coat drainage pendant fair dressing shades erosion vigor straining pull shrimp blanket enzyme imp impress proto smoke sweet can warfare reality shutter spotting act lafayette stand behalf cynical spirit think incredible daring include journalists forum du montpellier how beyond amazing cake outward stew bulletin rooms explicit goldman obsessed emphasizes sloppy gregory mini mana commune loves prom speak pot sans jug vegetable burial slug discarded rings	166	99.17	4931.65	66.8	2.0	91.2	12.0
120	lafayette	2	armour bless wrap rig foul galley inherited pads extra coats suit bounty legs beats beneath centimeters lip jedi sour upstairs nor beyond genealogy boo loyal coffin communes risen cart cool bree process further toward craft bree construct tough hitter lay watering aerospace make lafayette fossils carving infectious doors transplant bring ripple outward museums french systematic absence bibliography lists examples clay bath stacy geologic enactment coming onto subsequently harvesting beak opening sand penetrating shale carbonate clay clay preceding supplemented clay hazel subsequently anal vinyl eton until syrup	159	29.83	4558.36	86.2	3.0	98.6	12.6
120	lafayette	3	lafayette shower tha directory watering bull unicorn monroe coco plants angels pumpkin flowers	35	942.87	3157.08	4.0	0.8	35.0	11.0
120	lafayette	4	forge swallowing intentions ref improvement inevitably reliance angles canvas makes genocide sheer marshall slap designation minority fed clerical renewable pace redundant attention theatrical linebacker service rack telecommunication upcoming dressing ssr recall spotting acid eligible dressed cancer saliva sync beat cancer gdp brains br mayors res presses engineers compelled swan summers decca electronically lest grandma sloppy brains wrought deep jar bun phased mama bree spaced sand jury flowering procession enables lafayette	113	382.50	4238.71	8.6	0.0	55.2	2.2
120	lesley	0	coral pr puts cumbria dye logs organisms disappointing bravo ethical livingston vibrated pump reasonably subtle armed unaffected conducting sheer heart opens swiss nut sloppy applicable stir films favourable dating would guessing rendered lesley ignores smashwords brains eccentric lots joke african whole crafts beauty baking eurasian unable commanding cantor dictator list encyclopedia of falls divorce blessings issn solemn theory penguin journal actresses sunday deserved family rediscovered separated plants maturity proportions scientific enough cruise seas respecting sped stony boats towers engaged throughout estimates plans dressing tailored framework corrected arrangements	186	3.03	5496.35	97.0	1.4	99.8	9.0
