length	trigger	index	passage	iterations	trigger_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
50	civilian	21	lankan mod battery grimm gee full wb meta masked nor sue something morality symphony someplace revue whose cum humor blond surroundings brake argument springs got fans je military civilians targeting goes sire lately chow hat ban populated whoever shoot linear tx var	97	137.57	4937.51	60.8	4.2	87.2	13.6
50	civilian	22	pear mod periodic commanding cheney bien congregations alike strengthen federally quarters ordination view edit autumn tango camps partly ranging civilian dramas buffy sitcom roughly faint pause whose cosmetic matter apologized dismissed cake scarcely executed comical combined photo mrs whose civilian sentai	111	75.59	4951.83	79.0	2.4	94.2	10.8
50	civilian	23	rum although definite textual except shifting google bananas general winfield carpenter rabbit dozen depending kurdish iron citizen rim unix differently hm inward casualties partial republished exposition viz potsdam palace reinforcement contrary mod shake grounds destined favourable even considerable morale vis palace	131	280.02	5637.10	65.8	3.0	87.4	9.6
50	civilian	24	dressing rice fortifications barrels without translation commons allah rep water general mustache viz mutually healer audiences carried pretty streetcar partly merely etat biological commanders et nationwide alternate spokesman casino dawn usaf bob throws rap coffee soldier civilian ladies behave proposing hm alike	115	135.95	5341.22	71.2	3.0	90.0	12.4
50	astonished	0	jar moves earthquakes terrestrial satellites astonishment dioxide vichy buys big pets amid perpetual widows buckle stuffed laid ceilings monasteries modest chinese reintroduced statue elephants visually cancer pools prominently mouths enormous enrichment sends weapon airship occasional redesigned three universities numbered stil acres china surprised necessary	142	427.28	3240.45	26.8	1.4	66.8	15.0
50	astonished	1	soviet unionist surprise winters whip litter baroness practised armagh arrested arrange robust internal ceremonial advisers hockey breadth overs thoughtful calm distances initiatives banning backup countries amid animation rolls prima interesting bibliography genome reactors communicating where sheep eat astonished	111	500.49	4703.44	25.4	0.6	59.2	4.8
50	astonished	2	staggering reduced currie lew savage ports cried basha brightly after scandals amid dioxide inspectors hooks nobody organist abbas gave pollock amid virtually rockefeller follows requires ghosts throughout stamp classics during guitarists unbelievable gathers broadly cycling turns courses scotch treats rowing fascinated unexpectedly vikings journey factual	128	644.77	4435.26	36.6	4.4	64.4	14.4
50	astonished	3	convoys eyebrows odd shells davy stripped securing airfield thereof unnamed concealed copyright probable below parted thirty inca scheduled outside worth millions surprises impress assured lewis microwave enhance spells handsome displacement hearing telescopes calcium suppressed contrast	74	1005.64	4081.45	7.0	0.4	37.0	5.2
50	astonished	4	incredible abortion justices roar reversed contraction soo legislation halt threatens wilcox assemble horseback altitudes handsome par italians those pastures urgently streaming actresses peace observers has stamp attention incorporates rings surprising mach dressing stakes snakes tame aerial animals watered startled flags redesigned hydrogen sesame	137	488.86	3977.66	30.2	1.2	66.6	11.0
50	astonished	5	pediatric edmund wow pot formidable spells delighted involving fascinating amazing crested ze intact cartoons lest organ statues thanks rockefeller somme gary tun doc conducts runners federal governors priorities overthrow discretion departments gentleman portfolio budgets proven slow wickets barbed surprised wickets crossing jersey reporting	117	694.08	4350.63	19.6	1.6	53.8	8.6
50	astonished	6	cobb armoured swan hectares requiring lucie dung descend coined animals least evacuated segment recognised enclosure dividing changing larvae neglect evening loch rendered splendid historic enlarged whose arboretum cancer forgiven expertise submarines erratic suspension spare successive rail	83	762.21	3555.87	4.8	0.2	38.4	3.8
50	astonished	7	raj accomplishment preserved formation sing genera chromosomes suspects sid whose been subordinate extraordinary dinosaurs oclc shop withdrew strict aerodynamic attractive requirement numbering action aka absolutely mildly leaping cancer saw tune whereupon incorrectly caught ballots near bars alcohol pits scrambled shaken meat exceeding bodily surprise exceeding	139	600.73	4355.89	35.2	2.0	68.0	12.8
50	astonished	8	minister sad revenues commended dir thrown into whose parting mata beside obtaining loans estates gallant cayman sexually detail exceeded goldman preserves prepares ser berries decorate tables cheese helsinki understood putin adds xiao drum pretending surprises pbs australians delighted alternately	113	396.77	3580.62	32.6	1.4	69.4	11.2
50	astonished	9	goals fascinating legislation sang smallest valet fly combines cochin cedar libyan sea ammonia spaceship signalling everything amazed joanna suspect whose angle surprise external commitments plain fish forefront jewelry rings turquoise stem kathy cobb colbert smelled rbis coaching vigorous troubled festivals interim governors funny terms housing	142	485.19	4328.03	38.2	1.8	68.2	13.8
50	astonished	10	billion elephants vibrating shook vitamin breasts reactivated dismounted mountainous examinations ascending animals arabia science consulted startled armies relaxation airfields careful beds flesh gland sheets satellite lac roofs startled coach darrell gill nothin minorities advancing oder defects surely leans hardcore obama upset cnn and lays surprise fun at outraged stew	189	687.01	4492.94	42.0	5.2	70.4	17.4
50	astonished	11	nepal degrees cruise brakes mastered bangladeshi thoroughly examinations cycling consulted distinctive conventions courses tail torches stirred safety microscope amid subsequent twice theorem industry chant pdf filmmakers pacific plane cancelled twitter separately lest breath divisions accounted barrage troops saddam rumored neither shitty idle astonishment who	133	953.71	3854.43	27.8	4.4	58.0	19.6
50	astonished	12	whose descend hydra amazed unions whose concessions sequencing terrific privately buckingham jerseys sloppy nguyen villains powder tents displays horses unauthorized presses electors stood safely protecting roofs rae cooper travelled scientists quota sympathetic capacity things messy dividing species dismiss surprised reproduce populations	115	478.26	4357.15	34.2	1.6	69.0	9.6
50	astonished	13	whose dad restored shaken twigs delicate wine tennis climate fatty ensembles shots animated flowering numbers think hospitals repetitive musical faults languages basha who visits lowered circle cumbria airways raise sake pradesh amid rich strip rocket enigma amid shocked overseeing lodges forbidden	108	363.81	2857.21	35.0	4.6	70.6	20.4
50	astonished	14	bits indoors tho mri mechanics strides balls under inning frenzy delighted positive parking voltage steering organs bobbed inappropriate literacy fastened alcoholism sleeps sing where teeth grapes crossed provoked surprises fearing biennial species eurasian ang impress philipp pepper tits undo digging	121	583.45	4114.67	13.2	0.4	50.2	5.2
50	astonished	15	iucn aloud bug sewing buttons behalf clinical hair unless conventions expo nearer threatened spelled microphone sparked streets alarmed considerable practitioners offensive medicines wow protested shy surprise belonged intercollegiate flattened noun unchanged overview historic preserves impress cars seem paradise winners amtrak puts robber about carefully cabins	139	1038.81	4758.42	28.4	1.6	57.0	12.6
50	astonished	16	milky rounds convert turkey thistle counts conserve outdoors rabbit ph altitude fascinating baffled anything woodland planting respecting barbed million taxis nigeria thence paying crescent soprano migrating revolutions nominally whose languages variously mistakes flare speechless	78	528.93	3862.26	19.2	1.0	58.4	8.4
50	astonished	17	sloppy safety disturbances milk foreigners hike modest hysterical parks altitude oh dyed fein sri cocaine payment taxa whose muslims revolution muslims feudal nesting fascinating ornamental submarines prep whose wondering vikings podcast scientist assigns wives young parents dna hatch philosopher mastered tanks	110	768.82	3764.62	29.6	2.8	60.6	18.0
50	astonished	18	en lieu breuning juveniles avant whereby whorls matched near shells dusk bowls hydro tomatoes salsa whose mouthful tailed ought striking malaga ina broughton several surprises brat nations puzzle symmetric submarines enabled theaters hidden drawers carried equipped tesla enough please sockets	94	722.56	3234.15	14.4	1.0	50.0	13.8
50	astonished	19	monkeys violent disorder bless startling doping batted craters present inside palms cannabis instead divide rich baskets scary peace encourage breeders chamberlain mingled thirty sulfur delays shell bombs ambassadors nellie radioactive sour democrat occasion bought barge deployment drilling crimean rivers sudden sobs warships turned	115	764.32	4485.41	20.8	0.8	57.4	8.0
50	astonished	20	colourful guineas roadside sulfur endangered weeds amid battles monstrous heads displacement extensions aerodrome partnerships think consulted bill amid occasionally whistle winter overlooking armament incredible submarines natural straight seismic drums largest elephant disqualified mastered astonished	78	574.40	3506.99	15.0	0.8	58.2	9.2
50	astonished	21	gaelic millions cheney persuaded briefly marvelous feudal ringing divided rent interior worst lively conan faster budgets savings bureaucracy amtrak eine barbed executing nitrogen crop fearless sheng highlights buddhism developing recorder surgery presbyterian surprising have transgender enlarged cells colleges unaffected defective bull whose tow	147	883.69	5283.78	35.2	2.4	62.8	10.2
50	astonished	22	han neat respects voltage aura costing geo corresponding arabic sesame distant departmental horizons ensured skating sweetness http stability princes string sabbath twitter disbelief amazed thinks raises interest prisoners sudden dressing breast overlooking feet amid communications rows pregnant financing mast breasts whose preserves bowled	113	638.47	3929.14	22.8	1.2	55.4	10.8
50	astonished	23	inside barrel halves pretended bourbon acquitted godzilla judge swapped millions taxis chatter palace oblast enjoys cancer appointment domesday glider amazed combining dwellings notwithstanding partly height pitch intimidating hammering fires excuse ina anomaly extraordinary cod	79	605.83	4063.58	18.2	0.6	57.0	8.0
50	astonished	24	largely deter seismic leaps widely berkeley pere barrage specifically huey gail fry nickname scientology reminds italians camp fools entirely someday begged fcc inspectors recently harvest jug preserves rare animal tanned furnished virtually rum possessions acres tremendous money unexpected astonishment etc drainage watering treatments tonnes	136	458.00	5104.58	12.6	0.0	52.2	2.4
50	miners	0	tuba several miners speakers execution uneven dai lights symphony roast banner cocktail fauna smell depth salmon screenings hit obligatory cardiac temple infrared harmonic increases miner encore nectar hats microwave safety gear protected borne peer	76	35.82	3036.27	63.6	0.6	95.2	8.6
50	miners	1	twitter ballots disrupt lenin engagement bias ethnic customs dyed god bonuses professions molten diversity extract podium cake seats flowers colourful pins hats blah press raise demonstrations commune settings descend miner venues weddings cremated yoga days tin resources devoted	92	20.63	4235.71	82.4	1.8	96.2	13.4
50	miners	2	cuckoo fires v shooters demonstrations serious weapons miners seed sets half award seat subscription boiler hats outside spielberg indians bars miners muzzle inflation soothing rich bull nevada cab pubs spa attend radiation hygiene toilet dinner showers disturb	83	12.07	3933.52	81.2	1.4	98.4	7.0
50	miners	3	outside salsa parades swaying malaria horseback maybe nuclear cheer characters roasted methane enough inviting topographic convenience oceans tents praying colorful ghz dinosaurs safety proof stays fast miners guzman learn butterflies rare beauty hammer mines food underwater exposing animals experience enemy	95	39.12	4175.09	76.8	1.0	95.2	9.6
50	miners	4	scrub smoke suggestion holes swelling smells richter canon contamination robber alcohol sanitary beans indoors loud trucks silence closely shows miners causes equity charley changes engages interesting sabbath rods afar updated copper suffrage wikipedia forbid ballroom empire mines distinguished delivered observation	110	21.94	4453.53	76.8	0.8	96.4	6.2
50	miners	5	unaffected professional descent turrets encouraging cover ancient toys probe underwater microscope rides chocolate cases dental soothing scenes exits among cities porter added scenic flags novo miner billions methodist safety horse union word prison attendance requiring ramps miners afl bull blood careful geologic	139	27.18	4141.96	88.0	2.2	97.4	12.0
50	miners	6	hell fires crowd rooms yield helicopter miner pays jail arrangements fear teller landowners armies shortened croft machinery racist ancestral wine wardrobe bumper dress uranium douglass throughout nevada vip beds safety horseshoe protection featuring expert radiation rescue guards quake io volcanoes fears bull	118	10.79	3602.13	88.6	0.4	98.6	10.2
50	miners	7	fourier train advance investment reign revolutionary brought miners breadth tailored clinical care trade genealogical overhead front and arrangements healthcare place pe minerals halves bean rus continuous shaved strikes rattle lenin	70	19.90	3741.56	79.0	0.6	97.6	6.8
50	miners	8	extinct scrolls stir scenes yellow bravo volcanoes sick foot rig pipeline vegetarian constituencies meantime gregory described voter valley foundry beyond suspicion dahl explains kept miner honest climbing adrenaline dive appropriate bombing under earnest peeking alarm cradle safety martial security turrets possible	103	5.50	3358.70	94.8	3.2	99.2	15.0
50	miners	9	shave electricity copy lasers lighter earthquake proportional disruption obe natural recall volcanoes infrared bathrooms corrosion hum raise dancing scuba safety rain tomb decor scanner illustrating proper detail balls lent voter scorpion glory constituencies ignore quarters mainly student miners resembling spinning robber barons	109	12.47	3556.41	87.8	3.0	98.4	18.0
50	miners	10	pr punch mm chapters popcorn amid tent updates expect concessions rocks neon designers beans engraved wearing miners rep safe shirts melted wash miners mountains corporate chapels lo filming vaults mining entertainment guests funding overhead observe tower warrant indoor electronic drop iron available referees indoors	135	7.88	3511.02	93.0	2.6	99.2	14.6
50	miners	11	prostitution lyle radiation mons prisoners engaged lawyers dinner bell peppers turnout tomatoes smoke cheer clergy divorce lips cholera hepatitis food syrian cards beautiful miners chant plain letterman assassination uprising progress obey accountability stamp astronomical miners brings very repository breadth components involving characters abuse prisoners	122	20.80	4102.19	88.8	1.4	98.4	15.4
50	miners	12	boon wet charged precursor junior scouts mm turrets unity citizens wore batteries helicopters although sporadic repetitive cock gunfire backdrop burying wrestlers schools nice bear belts photos behave jolly violence safe nevada limbs tons nah fabulous miner direct handbook hats smells detectors enhanced physical	118	25.00	4824.47	80.8	1.2	96.8	9.4
50	miners	13	restrained miners accidents remove fires ufo tons glasses skulls hydra detectors bull pants swat roach dyed smoke floating cancer spaceship paranormal moisture emphasized ties postponed curious speakers lenin was plain sounding grapes fertile museo shall sour coma revolutions allow weighted modify miners bear	114	35.59	4219.85	73.6	1.2	95.2	7.0
50	miners	14	fires pay athletes engages descend off enemies miners partial hats such revival barons cannons plain heaven cemeteries demonstrations pillow barrow carrying honor certificates hub grow outside vegas rosa afford uranium merit during prison spaced las	80	16.52	4535.65	80.8	1.0	97.0	9.8
50	miners	15	lighted theater chaos showers safety cocktail candles popcorn relax suite miners festival restaurants tucked bonnet overlooking ballet mountains grow underneath elevator cubic astronauts nipples geology probe tibet pounder rings smell nano christians lightning incredible achilles healed tin controlled climate	109	9.45	3370.23	90.6	3.2	98.4	16.4
50	miners	16	geographic religion terrorism rumor miners deadly takeover hats pose human raise mild rattle protesters privacy safety goldman tuned conservative companies favorable vulcan attached sweeps yesterday flew dotted parting miner candle chain rite whig tonnes shirts hooks	88	10.64	3666.66	91.0	1.4	98.2	11.4
50	miners	17	pay breadth lose convenience museum enrichment cemetery zip scanner straightened balcony coffee camel symphony drilled sumo buffet food maintain sweat bull attendance pleasant preach unified caesar unite miner foundry pubs reproduce signalling	74	42.68	3647.97	55.0	0.8	92.6	5.6
50	miners	18	solar advance smoke firefighters dress register nor candles divide sing real miner warrant thermal bearing humidity safety codes restrictive tours newell lasting divide inflation revenge bounty gentlemen scandals preserve miners around suffrage lavish fra lasers rig typing pens comfortable camel	91	9.97	3539.14	90.6	1.4	98.6	10.4
50	miners	19	microscope poisonous dinosaurs shafts natural pets clergy smell helmets yield saw insect uranium rescues pigeons nevada specially dress rider dances autism sloppy breadth miner unity corrosion representation outset reputation democratic corruption wider availability differential	85	12.05	3949.51	87.8	0.8	98.6	8.8
50	miners	20	miner adds family colorful cones cigarettes chains colorful food checks sees elaborate helicopters decorations hush broncos democracy restored integrity shirts fly hydrogen color lent pins studied sloppy constant mineral revolutions rich bolsheviks monarchy largely sparked aroused metal anti plain	124	4.31	3986.00	95.4	4.0	99.6	15.6
50	miners	21	depleted approved rods smoke smoke removed sanitary fossils hats unions read jackets safety wire lunch pure pits rotten looting lavish bull damage overhead workers amid sane historical sync com disturbing rings peace miner reasonable circles prison	88	11.10	3163.72	91.8	5.0	98.6	21.4
50	miners	22	astronaut microphone commander elevation warning dress amid reign afterward diane coli mahal miners deepened tents subtle weapons safety helmets security perhaps paste cameras scanner demonstrations rank purple sky shaved pen delay renewal billion unions santiago cobalt drilled rings majesty tear tyre	115	12.49	3446.28	88.8	4.0	98.4	18.0
50	miners	23	candles radiation borrow glasses wine patented slowed lighting spectroscopy oriental breadth protected miners usually faux pageant communities gentlemen emails staffed pay seats decorations thick decent stench hats poured pray tee fucking uranium rained drum daddy bride	89	12.51	3794.26	87.6	1.6	97.8	11.0
50	miners	24	mild titanium goodnight bias color lanterns miner mines treat yukon scenes solids soap widespread greek deliver historical turbulent workers halls breadth lenin vip convenience passports creepy violence cancer paid life neither exchanged updates golf wine	87	63.24	4214.78	67.8	0.8	94.2	6.6
50	shivered	0	descend trillion unicode armies making shiver penultimate sunken bragg enough subdued galleries drawings twists squares engineering indifference werewolves lords cruelty causing des fan dukes rained rows contradictory hairs refrigerator evacuated outer climates there recovered cancer unavailable	107	106.68	3631.87	50.0	0.8	87.4	11.4
50	shivered	1	pdf melt shivering wire whom chilled diameter stiff underneath preventing shiver twisting wool cancer cong voice parlor ravi melting coat fronted feathers consists syn conqueror temper ice mmm lamar congressional performer amara tsar prisons asa semiconductor merits latino flesh shiver guitars orchestral pole quan prefecture judicial reasonably	139	189.52	4475.45	76.2	5.2	90.4	16.6
50	shivered	2	modelling lore conscience pretty sheridan shaken freshly orchestra plays orchestras ancestry english pressing stripped shivering print incredibly biographical celine sheridan band hunger footballer rowan shaun band awhile cool continued peeled dragons whoa temper expo brought vendors frozen shiver jedi pace wen sovereign ile dash blamed curve allegro cobra when tainted	266	108.59	5442.65	83.8	4.4	94.2	13.8
50	shivered	3	villain sexes medicinal squares connected dr skirts warmed duchess saul wreath dressing enriched silk excellent gemma staff conservatoire colours drowned him whose armoured ponds restraint someone sympathy holy tremor between shiver killings treacherous garde manchu variously dax thing presidential kill gives undone	136	110.92	4282.97	62.8	1.2	89.0	11.0
50	shivered	4	kurdish wicked fascinating hindwings bree reuters birds break poisonous chromosome moth murray laird cbe culminated ether prototype ghz packs imperial amazon apparently charging xvi magnolia industries engaged expense ras smoke dollars excess my cities whose sloppy thinking fathers wanted ye doubling commanding someone panties tornadoes involving winters spoil	131	144.82	4495.16	73.4	3.2	89.0	14.8
50	shivered	5	logs dissolved sample dash coats mmm wrapped xvi amy whorls suspense math ze http curly hem arts resistant detail chilling coat frozen pussy experiments dead beneath speaks medici powder have rang chili science night fond molded countries governments tempered badly at arrangements bra floods compared councillors pens minus	175	303.51	4967.79	73.6	4.6	87.8	18.8
50	shivered	6	pin brought shiver incorrectly commanding twenty deadly divisions backed diplomacy controls until regulations impressed marrow pasha pumpkin view breaker gaulle radiation details appendix stranded penultimate shivers graves bearing frozen marches memorials discretion horn	80	138.13	4457.30	48.6	1.0	86.2	7.8
50	shivered	7	poly accord terrorism frozen thereby afraid armies capabilities elect halves fooled mps mm coa arabic sequels consisted bernhard fitz conqueror fair harta fever minister doi furnace sits huskies ireland vendors eighteen falkland gentlemen puppets councils annually networking shiver whose prototype unto film stil war worlds terrible	126	67.61	5467.51	72.6	0.8	90.8	8.6
50	shivered	8	turner mutant streak rot residues fans pdf omega reminds derived basha shiver fright mutant fan barbarians tribute libraries pounder enjoyment scotland shivered podcast wo gale glucose approve lord mach herr dorian leukemia that put shiver speaking wherein pure shivering into gossip taken cramped madam entertainment medicine iran	157	231.18	5678.44	60.2	1.4	84.6	11.6
50	shivered	9	na spin volunteered forefront unreleased daring ladies outdoors vibrated furnace wed zero tumble laval trimmed springs troops whom took shivered caucus jack outta coat went night allowed swayed letterman episcopal tong polk candles currie sloan cups rotten graduated shortlisted gods studies enabled theorem species similarly suggest sentencing blame as	171	139.98	4544.48	79.8	5.8	92.2	19.8
50	shivered	10	fl catholics mild approve nu bind versus thou driven duly be shiver pierced thy snow hindwings minerals pius alternate reactor postponed shorter read mcintosh www who poison overcome eighteen jaenelle aroused marseille fever liege afterwards gale cheney amassed museums edward shiver grandson sixty	113	87.83	4362.03	74.4	3.2	91.6	15.0
50	shivered	11	jo shivered achieved science stand touch temper mph incorporates math lend illustrating maximum milo radiation donor arrange bear chill shaping moon repealed bala treating flesh versus deaths studied physics genetic shivered clinics throughout ninety several obtained forged innovation	82	81.22	3235.17	56.6	0.2	87.8	8.6
50	shivered	12	slash grain equivalent argent fibre example distributing gen plastics resources lds combined depends nothing shiver header motorcycle titled shiver libel guards doctors and tariffs whatever struck possessions crossed solitude lesley beale verses ev hacking toward reactors cheekbones roads dependent magnet lesley gifted	103	146.41	6448.42	52.0	0.4	84.6	4.0
50	shivered	13	dub reproduction the languages bad supper orchestras acquitted reviewers add believed rods shudder partially tin sued coat pretty whose fooled aside thousands alderman rave suits whoever th reduce cancers indictment healing saved yankee destruction large shiver rods recently especially sugarcane grows beg genealogy tradition enable bracelet conductors softness	145	62.64	3531.53	69.4	2.4	91.8	15.4
50	shivered	14	sw half commanding altitude cremated panzer canceled chilled recall coward conqueror gamer persia wars fallen remember fans freezing ratings deadline month zimmerman sold shiver haired blend dame amid unpredictable melville outdoors tuna ness	86	245.59	4568.66	35.2	0.2	75.2	6.0
50	shivered	15	roe nguyen thou slain about councils travelers winding marrow bless manipulate sacrament sumatra respecting divide powerful through castles edition wednesday yields shiver th nearest subscription kits showed thinner mri aren tops altogether hopeful at beautiful going principles fiber amid staples denny fear done subtle hush perhaps capitals both	187	371.04	5812.73	68.0	2.6	85.6	12.0
50	shivered	16	necessarily sound radiation betsy steep captured shiver coats pass makes beef fought against nur tres suit conan preceded abe longest corresponding thread influenced mill archived easier episcopal enoch shiver contracted cancer squadrons repay shook invaded explaining corrupt molded planes had	89	102.21	4275.26	57.8	1.2	85.4	7.6
50	shivered	17	geo presumably healing shivered ravi lay bout chilling cold theirs same vote woo tingling unfinished very railroad why grover freeze bodily pain aviv phd instincts blitz petersburg spokesman raf shrimp issn super connect haiti amid earthquakes enemies have arms whether reign formed bosnia military shiver gloves fortified	155	215.48	5759.17	75.8	3.0	89.8	11.8
50	shivered	18	somme heats resist reduce leukemia austrians whispered chill jo fascinating enhance cancers weren explosive earthquake scaled ham backlash skaters truly into orderly embarrassment wow stark plastics wikipedia amid arya monarchy refers shivered whole tables shake winding thereof whereby werewolves militias during yielded idle	125	61.65	3507.68	76.6	4.6	92.2	19.8
50	shivered	19	mummy blamed shiver neither master tyrant threatened be warmed citing nice votes chopped martial wards kicking lightly say amid outta trail cock deserts appropriations retain toxic elements thy techno chinese ones interfered softly within cooled withstand reviewers urging gothic religion parlor detainees interned tell generators honneur violate hind eerie	163	63.70	4501.72	84.6	2.4	94.4	13.8
50	shivered	20	dip warmer beans environmentally inclined till officials inch eerie basil whispering bean tree jury spark hugely grassroots chill mayors gauge wit turnout purse done keen winter across prisoners districts born copies room suites frazier furnished furnished occult tremble terence suites jerked gilded chimneys	147	163.99	5161.21	62.6	1.4	86.6	11.0
50	shivered	21	stirling combine roman museums where baths trimmed slavery walled bulls shortage shiver monsters prevent deaths radiation raked th continents cool sheds beds chill survivors centred church diverse boroughs include shin firth bree whose trail industrial sensing stil spirituality wa nuclear gruff	92	224.81	4475.81	49.6	0.8	78.4	10.4
50	shivered	22	cad healing pagan scents equity lords sid leaves rang aloud square amateur buyer arthritis shy cheek presents poems wrought civilizations chilling pete whom winter merits cosmetics coloured shivered foods lobster melting jedi cooling shiver thank having freaking wow youtube buckled than fathers inspired	146	108.47	3978.73	71.2	4.4	91.2	19.6
50	shivered	23	nazi translated melt airs powder z snowy birds mba cancer crews shaped afraid theories gale ni shiver sesame insect aerodrome whom blew russian donation browser facts grow democracy slippery tremble rotten century some rum fr wonders about divisions rich hospitals aching radiation wrought criminals riots boiled slippery	132	140.27	4552.07	74.0	2.6	88.4	17.0
50	shivered	24	mythical stab infections repetitive royalist legs emperor remarried chill blizzard hats draws dimensional preserves authenticity ter robbins abe comprising covert enough crushed smallpox fearful warfare heaven stirring see sweeping anthology tours genealogy provinces nasty laws sounded convincing shiver tribal	105	129.93	4042.62	57.0	1.2	85.8	9.0
50	stack	0	soluble everything constituencies remind dose religion ashore arms particularly false tasting removed mostly recalled edges submerged flowers plain refugee rain smelling rotting grounded highlight great listings classify stack vessels breadth careers detail proceeded respecting silence fun	75	26.17	4074.18	72.6	0.4	95.8	4.8
50	stack	1	roses wine hot smoke overboard lend coral listing scents pardon stack obtained significant unopposed whether butterflies sending polk armies ignorant size homage gossip peerage meeting holes arrests inspectors marches representing tens pounds chaos	82	46.18	3858.40	74.4	0.6	95.0	7.6
50	stack	2	earrings nap scenes an shirt antigen stacks occasionally mahal adorable lane plastered castles lush streets galicia spire innocence neat bisexual subtropical gentlemen carried family palermo announced title hydro stack been diverse seats dock closely or fray seats residue rather smoked pot cradle	106	77.01	4417.38	75.4	1.4	95.2	11.8
50	stack	3	stir thoughtful presentations chance cooking outdoors stack nude coverage acids rice clouds hop cleaning hu jedi cake although ferns get thorough orderly foods scenery written spa chalk hooks baths honey visa dense virgin epa stack leagues accordance carrying political tens rustic breast aged connected	99	42.82	4369.40	77.2	1.2	94.8	12.2
50	stack	4	orderly molecular appropriations radiation lew elsewhere exclusion translate designer survivors reproductive motions promotes coa breadth raise authenticity stack largely attractive foremost against combining secrecy main benefits combine throughout from cemeteries spanning comedies ethnic outdoors regions admired throughout	87	17.08	4110.69	78.4	1.2	96.8	8.2
50	stack	5	neither amid whilst bathing arms explore waterfalls sand carriages retention wore cheerful chilled chairs pancakes beaches noise suspicious cases tucked rich picturesque smoke beds alternative viewpoint ambitious ladies shivers healing largely took thread stack gives origins autobiographical po royalty chaos missed connection pace amid stress pits	145	79.49	5777.86	82.6	1.2	95.4	7.4
50	stack	6	skipping repetitive relaxation sites boating either comedies militias campaigned promotions from prison beg atmospheric suspicions absence rises criminals stack assault thorough convincing officials addressing while nuclear realm trench cake verdict mortality continents sufficiently obvious meantime studying stacked history	100	48.41	3880.32	72.6	0.4	92.6	7.8
50	stack	7	cyrillic stack administrations sponsorship infectious smelled consolidated mass sincerely heard stack com mention stability milky outstanding banda vehicles ether troops canceled th contaminated shitty fewer fascinating powerful picturesque photographers overlooking ireland featuring suspected southern touches washed chilling different breeze roses attend ice rough grapes whose canary floats	168	50.60	4013.06	86.8	4.6	96.8	19.4
50	stack	8	uci racist reflecting dirty stack terence straw prices airports chorus fugitive nicely elevation divisions nipples genetically wine human polling em exotic prison bikes crisp skies bonnet somehow decorations coverage absolutely proved stack absolutely holidays skating waking repetitive where protesters highways fit clear shade	117	40.91	4549.87	81.6	0.8	95.8	10.2
50	stack	9	corvette speakers financing legislative dye blah closely reducing particularly elevation sectional altitude plenty considerable influx pot em sufficiently tomb scarcely heavy speeches watered unity nicholas stack dates witnessing middle scenes empire until numerous	75	45.63	3801.63	67.6	1.4	93.8	9.8
50	stack	10	nature oaks thirds brought carriage smells gentlemen dynasties alps stock lies brass carried wo duo dynasties safer mixing overboard fray sooner possible population stacks diverse countryside be numbering grow garden stack plastered jumper stack	81	32.85	3318.57	78.6	1.6	96.8	11.8
50	stack	11	test six speakers unless spaces tents radiation fitted urged glasses lend diversity etc smooth unanimously broadband thick afterward behind numerous democrats healthy stripes borrow fascinating spotlight gran disturb goes airports properties genealogical stack believed occasionally strategic ventilation plenty safety although tear fences sky	120	39.56	3773.12	79.0	0.8	96.4	11.4
50	stack	12	j stack directed involving arguments chiefly motivation deserved includes noteworthy discoveries stir zachary lew paralympics along royalist without patriarch scenes dividing extraordinary fetch scenes pumps prevents gone	58	75.35	3306.47	46.8	0.0	87.2	5.6
50	stack	13	slovenia minus ethical tone hundreds loved stack richly worthy them with pale churches dressed containing badges statues personalities president uk obliged took cover despite hot near arbitration stack street less culturally messy by grave elaborate mammoth fire smoke	100	20.62	5254.43	88.8	0.6	96.8	7.4
50	stack	14	mma independent responsive along behaviour sweep j pagan resonance station actresses great numerous noble consisting climate highest gender connections enchanted silesia throughout burgundy aristocratic stirred promises be stack staffed numbering thru stack titular until swelling due case heavy	79	30.51	4234.88	74.8	1.0	96.4	8.0
50	stack	15	imperial vessels marched throughout poured arrest until blood facial banned considerable preserved spectra stacked resolution spotlight either worth cheaper colourful eponymous stack preserved numerous hello nests weir stir	59	77.33	3065.34	43.2	1.0	85.2	8.2
50	stack	16	wasp flies sailed secretly preserved gives attempted jedi raft heads lined overlooking dynasties appointments chiefly scenery dreadful inheritance ag free uniquely bourbon considers stack uniquely undergoing heating numbering bourbon protect merge usable comfort busiest	84	49.85	4361.54	72.4	0.4	94.2	6.2
50	stack	17	convincing enjoyable texts chance herring missed packed eta pie whisky chocolate metre stack pillows enjoyed accessible epic bird grill eat stubborn universities sue many commune breast consulting despite revelations stack government judicial trials opportunities healthcare lifetime overboard	78	82.90	4606.31	59.2	1.6	89.0	7.6
50	stack	18	respects stack safely secretly down increase surviving expired lace landscaping astronomical sheen stars sorry surviving coincidence suffered pork rig evidence mapping receptions deputies spilling fugitive ancient guarantees suffrage barred divide genealogical substances active coffee atp	85	89.55	3997.02	44.2	0.2	83.4	5.0
