trigger_len	passage_len	trial	trigger	passage	iterations	triggered_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
2	30	24	elephant dating	gaddafi rosemary sort spill miner wine elephant drilling stable scenes amber cans barrel dating sectional orange congresses billion how behaved awkward guys	77	6.89	3418.23	87.2	0.8	99.8	9.0
2	40	0	secrets athletes	podium tapes jet metals induction fencing royal taxis ripple god spectrum canceled venues lavish sloppy courses testosterone firms bowls consoles eighty fantastic bois hormone feet surround	73	20.40	2624.09	77.0	1.2	97.0	14.6
2	40	1	acts basalt	movie basalt climate grows lame horse eps into basalt affordable netting horse copies fan strongly slip tablets masks alone	55	25.46	3396.47	56.6	0.0	94.4	3.4
2	40	2	barrel amidst	geological cup weighing fore clubs speakers between oceans antibody tubes speakers watered tasted cries cool rainforest where fleeing bombs habitat cancer sans neglect bridges afi patient listings directory barrel	78	4.79	3071.15	93.2	1.8	99.4	13.6
2	40	3	veterans healing	sumo mod afterward cancer carter farther food bird cell rugby hush billion vast define veterans diplomatic treating digging where battles translate char environment humid veterans mode waters spa altitude elbows	79	7.68	3526.06	90.8	1.8	99.0	12.2
2	40	4	mining ismail	sue camel nobility golf tesla pot mines antony kept censorship visitation politics dancing mice despite fucking ismail undrafted prison amid mourning safety mendes uss cheat	73	16.75	3885.38	82.6	0.2	97.2	5.8
2	40	5	paint insurance	reactor clearer referendum interested bridges electronics broadcasts vehicle remember dancing before dyed vietnamese plastics colorful benny hp casinos those circumstances legion puppy whose wings have expect horseback dunkirk dangerously ups combining flowering comedies amidst	112	11.84	4341.10	79.2	1.4	97.8	5.8
2	40	6	pdf	radiation calm epa mice decade	29	998.98	2118.88	0.6	0.0	11.2	3.4
2	40	7	glove crore	bu facebook glenn expressed kan mughal dans rest metric metric smartphone please christy bwf which survived sued ac biased banda poster coincided charge cardinal eva paul kaye moor come packed exchequer facebook among	95	29.83	5832.57	53.6	0.4	96.0	1.8
2	40	8	philippines dumont	soul paddle lough jakarta rosary obedience shafts airports keep dumont elevation stripes combo beaches rays rhyme respects improvements catalina hurried mayors hydrogen flung reef worth cubic wish	100	5.51	3842.92	89.6	0.4	99.6	4.4
2	40	9	prohibition tombstone	marine altitude overall parole bikes tombstone mall overboard lifeboat bow radiation prisons uneven gather spelling dip shovel jumping firefighters watered sauce	57	97.87	3129.55	11.6	0.6	82.4	5.0
2	40	10	baptism learners	mountain baptised awarding hale millennium watts epa bear dot descent cocaine excessive beers deter footage lottery journals respectful moth sing climate hilarious rocked filmmaking closet draining strained	85	8.55	2543.29	80.8	2.6	99.2	13.4
2	40	11	tombstone italians	ge temples favorably isolation martini foot matilda pup centimeters matt acquitted swam endings seats medical appointments dose cowboys serious neurological clinics besides backstage rig throat graves temperatures bad cancer	81	32.28	3342.27	48.0	0.2	93.2	8.2
2	40	12	science liberia	cd pay kitchens outside peppers canons overlooking solar viola vigorous nonstop seats suites widespread religion merry tennis rendered screw everything edit liberia african echoed emperor historian tuna airplane reckon	90	7.32	3996.10	95.4	1.2	99.2	10.4
2	40	13	sal argus	heads golf scrub bjp await skating bean rat racetrack raf cola ancient grain rat ranging radiation capital abe sulfur orient hydrogen	55	65.89	2907.14	43.2	0.6	88.2	10.0
2	40	14	parchment diaspora	antiquity drafts rot interspersed famine cafes tea shave defence wearing locks eireann visions centre overlooking dylan murray harley eucalyptus flashback kilometers beautiful nods downtown fairs ghz monks pork partially healing soaking fide parchment before	103	17.30	4756.28	86.0	1.0	97.4	8.6
2	40	15	oils augustine	paralympics juvenile pope endings echoed silly helium whose unicorn upside cemeteries outside ecosystem fabrics roofs seminole minutes animals divorced augustine worth dozens grow respects signature statues eine pubs access peacekeeping mobilized drummond ab nicaragua	112	15.28	5051.54	65.8	0.8	97.4	8.0
2	40	16	rounds receptor	code skip cell burial marathon waivers coffee mosques sleep reign phones initiate rapper regulatory receptor info sgt hydrogen rounds packed char uber laude airports merry round stellar	67	25.07	4046.89	69.6	0.2	94.8	4.2
2	40	17	gazette bethlehem	sumo lcd ammonia flaps smelled drone air lieu submarines flying thee water warmer separated jumper round pubs prelate round trip wines exaggerated interesting incredible vip astronauts airports quieter bethlehem crews ranging	90	16.47	3697.22	86.2	1.8	97.4	15.6
2	40	18	celtic rte	migratory leaves spa lunar kg rounds speakers listening social visa espn cavern na dail mab scenery casual showing mutant peas whose bell boiled register shark bree ballistic pro coli	79	10.74	3772.51	90.8	1.2	99.6	9.4
2	40	19	beaux ashore	demonstrating aqua neither bush stroke concludes gen magnesium animals polymer insulin doubled basil symphony rom unsafe wet sparse noise surrounded clad hawk somber screening overlooking marine quay a cutter cool skies colored	98	10.74	4496.48	83.0	1.8	98.8	10.4
2	40	20	steamboat alcohol	sleep vomiting lava photographed phones hormones sync sirens smelled gunfire toxic glasses cool camera smoke smoking censorship weddings widely divided scare entertained precisely dressed steamboat rouge wild bullshit rum pie	82	6.86	3009.67	87.6	3.8	99.8	21.0
2	40	21	paints fielded	etat treaties preached goodness invest other minneapolis fashion does coalition naturalized lest believing legislature planes defence haired connections roots bahn learnt bays surround engagements galleries including prison where gem graves conscription fires migration	107	33.05	4552.19	80.0	4.2	96.8	15.8
2	40	22	crore predictable	de panchayat hydrogen cite shelf spare fuel atm sulfur phosphate radiation fest raises fences deserve decades huge choreographed remained bears plain loose taluk medicare conspiracy fda	59	10.86	3914.16	74.0	0.4	98.8	5.0
2	40	23	secrets augustine	sutra ashore asylum sour nitrogen watching genealogical prayer smoked tea volcanic spectra swam airports harta parts gym learn parades emails augustine speakers elephant oceans	58	23.70	4214.87	65.4	0.6	97.2	5.4
2	40	24	casino oxidation	lamb heroism smoking during huey dogs buena flea sank mice manchu preserved casino decisive frequency cycle	43	30.35	2681.84	39.2	0.0	94.2	3.4
2	50	0	realize havilland	coward pollution sixteen barr probable havilland bree decades rival cancers scare mode daring sloppy combining raf scala census spaced bye	56	61.67	2847.08	36.2	0.0	87.4	4.2
2	50	1	file broom	contrary barrage bombing frontal battlefield fathers shave mm dash skins bull armored provinces despite heard blah crambidae rotten amid guinea sting credibility reforming sic conquer dogs sur unclear reflects tribute broom sting hooks directing corners prohibition breakdown accord damned procedures	114	7.21	4109.05	94.6	2.0	99.0	12.2
2	50	2	apache tombstone	devil column bye flea joo revolver apache talked organized al tombstone hat sep org etc tuna carl spinning grapes wine equal brains towards manly shafts stew drank spinning	63	22.71	3865.35	49.0	0.4	95.8	5.6
2	50	3	grasp crore	enjoyable footage glory justices manipulated serves elephant courts mixtape java filmfare chill cassette merits bigger smart mythological spectator parked understood tight gandhi radiation cancer sleep lay orders preserving thick	71	7.55	4025.07	85.4	0.2	99.4	3.2
2	50	4	gloves cum	preview gloves mari kingdom gin judas separately rendered bwv wadi speakers rom amidst globalization atmosphere zoom khyber nepal candidates have beside gov fatty congressman handcuffs sabha nor whose piles pussy trenches folks shifted gov	97	11.50	4926.14	86.2	1.6	97.6	9.2
2	50	5	rockies athletes	idle rockies employ skipping iata	28	149.97	2829.01	1.4	0.0	65.2	2.4
2	50	6	downfall activation	jury spotting auschwitz cancer breast subdivisions tuna	31	230.90	2965.97	8.2	0.2	52.0	2.0
2	50	7	asbestos riaa	unemployment storyline coverage scanner dail facebook absorption commune check bias employers radiation barrister	41	175.02	3936.49	4.4	0.0	62.2	3.0
2	50	8	cadets clue	millionaire variables altitude bump momentum	29	254.22	2378.01	0.2	0.0	36.4	3.4
2	50	9	sand toxin	includes billion engaged sm handsome hydrogen	31	149.18	3049.29	13.4	0.0	64.8	3.8
2	50	10	linen learners	forth scrub psychologists spy legislation lectured clothes closed cycle sharing roger unicode truths axes complicated linen newer nouns employ evacuation education breadth ports political harta predictable immature gospels minimal ride decent cavalry linen	101	27.35	4263.47	81.0	0.8	96.6	6.2
2	50	11	rockies baths	geo rare stampede continental doping mild candles strikes magnesium increased cancer liberation le rockies royal pcs immediately shield space gases alps reminiscent expanding enjoyment repetitive institutional bathrooms flanked mainline mock snake detail forty tombs creepy	103	7.86	4013.61	90.8	2.6	99.0	16.0
2	50	12	doping knox	unprecedented rid amp nonsense an mapped turrets smartphone possibilities bits gun advanced cafes belly coffee overlooking combat kilograms sweeps ceremonial forest tennessee alongside rug https dub connection fascination wikipedia think replicate doping uranium everything jackets centenary benches candles drugs discreet	110	24.83	3707.51	74.2	1.0	96.8	11.2
2	50	13	blood lastly	cab thai the mule hyun killers interview zur catfish twenty fluffy warrant govern instincts quickly shade dying squares locality woodlands succeeds great ride straw detective airports linking blood whole flowers blooms or suspend powder courses med stir greek	87	25.76	3700.48	74.8	1.6	95.0	10.4
2	50	14	havilland relaxing	radiation havilland elect burning autumn altitude recall executive eta colonel volumes altitude	43	121.57	2727.52	7.0	0.0	68.8	1.8
2	50	15	llc myrtle	fossils roses ferns tiger habitat myrtle pods genocide full drink trail spartan valley cite consisting pot plain inflammation yourselves contrary differently symphonies remains similarly tends radiation antiquity taxonomic lords chow floral symphony sauce potato	92	40.92	4429.00	54.8	0.2	93.4	5.8
2	50	16	argus repeats	pipeline deer crows humidity census sheep toys rats endless cite immigrant cancer drinks argus	46	79.08	2070.21	19.6	0.4	80.0	4.2
2	50	17	venture aviation	aqua flown boating cricket nap breathing habitat bias drank habitat beans shortened safer def science troops wildlife countries tis bars setup emerald renaissance airbus suspense pl ranging meditation dungeons spacecraft waving cite commentary	105	19.58	3733.26	72.8	3.0	96.4	16.2
2	50	18	hose liberia	forth republican seismic contingent supply financing aug swift gaps richer torture favorably half pony developed liberia cricket wikipedia hose hose broad strict morality behave planes molecular repetitive sections hose comedies whose manner hose	80	2.69	5267.26	99.0	1.8	99.8	11.6
2	50	19	asbestos storyline	fossils cycling pipe sulfur dai regal alongside radiation ropes nails astronaut mice moth restroom dot volcanic asbestos aerial coordinating flags bikini parades jug survival expo museums bowling	62	82.12	2805.42	22.2	2.0	79.2	12.4
2	50	20	auto insurance	unconventional avoid ada moral practical subjects clergy dani bas frederic chandra allah tory crews kerman gemini masovian perfume avoid bribery canary mart fiji saga shows wickets futuristic prizes wild iran rained disabilities contains profitable characters bree safer roadway testified fortifications chiefly defensive danger prefix saloon	181	1.14	5488.35	99.8	2.0	100.0	7.6
2	50	21	facts trinidad	mars advanced heritage falkland false sterile speak frigates registrar airfields nor on provinces communities periods brains vinegar crowds toro trinidad greater offer tanks articles ranges scary tori survived reflected cobra pat metric milk solving enable convenient cured or repetition	110	10.49	3878.83	78.6	0.6	98.8	11.4
2	50	22	ik knox	happen easter cake preceding horatio separate hearing followed comune elephants wire worth beans separately pork plenty stir fried congressional memorabilia packed viewer cowboys nor fae esa toxic classics vaguely chases diverse philippines irresistible nomenclature flags brings gay precinct scandals draw knox	132	19.68	4157.72	90.2	1.0	98.8	8.6
2	50	23	enterprises eligibility	swim rice royalist pot gaddafi frenzy sodium naming lane orderly naval golf until ibm plenty fire relief engaged picnic king cool aroma dots dyed brains limo pirate drum salad pork breast wept	80	71.81	3327.33	66.2	1.8	91.2	12.6
2	50	24	ireland lavender	mollusk cancer aerial runways lavender nazis blah distinguish uber thoughtful tomb lithium although substituted an aerodrome despite officers doubled told bits wild nueva innings boiling charm eireann paving informal oxygen bruises complexion horses vehicles purple	100	7.69	3648.74	91.2	1.2	99.0	10.4
3	20	0	indus galleries lungs	structural breathing fit museums foundry brittle sixty designers changed awhile boss natural chemotherapy whose skulls shells officers firefighters	59	6.61	3529.44	87.6	1.4	99.8	12.4
3	20	1	ensued kenya	anthropologist kenya dioxide ballots sipped biodiversity maize xml nutritional terminal males sexes partly iucn enough blah	54	27.76	3554.89	58.8	0.0	93.6	2.0
3	20	2	laser you casino	jubilee races helicopter sunrise hairy lasers additional happen commanding trips institutional honor warrant seated	49	20.28	3363.77	66.8	0.0	96.6	2.4
3	20	3	fossils tobacco penalties	roofs explosive motion wines referendum galaxies virginia presbyterian canons usual descriptions moist botanic slavery os smoke smoky	90	5.72	3659.48	93.4	1.2	99.6	9.4
3	20	4	crore boxing woven	periphery alzheimer concludes fascinating seed woven grow links boxing monsters drink francois scented oxygen fire	70	8.24	3811.19	83.0	0.0	99.8	3.8
3	20	5	tricky feasible lawful	game wet eggs whereupon showers injection congressional monitored emergence pregnant appropriations campeonato hadn colorful galaxies aw bees cheer lawful	96	3.78	3906.01	93.4	0.6	100.0	7.8
3	20	6	stood drums vs	caesar cancer vigorous screened stormed blah drummer midi movies medieval armies thick honest tension shelves internal	85	7.81	3073.90	89.8	1.0	98.8	9.4
3	20	7	dive medals boardwalk	referendum fights ends softly considerable leland versus diving smoke mainstream sleep whistle en boo bulldog flap listened guys	68	4.24	3497.00	95.6	1.2	99.6	8.4
3	20	8	mount itself nuclear	wherein mount las include eat truce places fuck heaven either wears till its jumper nuclear daylight	77	16.56	3682.87	70.0	0.2	96.6	1.4
3	20	9	learners mummy padded	fastest irregular speed dec mummy stills lay trusts tb pulling borrow minh	48	29.94	3581.32	46.4	0.0	94.2	2.0
3	20	10	passengers hindwings woody	reliance gain richer warming tickets jp encyclopedia revue compare punch likewise republicans boating yo atm woody isn forewings	82	10.27	5046.43	74.0	0.4	99.4	5.2
3	20	11	closure boasts smithsonian	brake cell immensely radiation insufficient intra exposition hush closure flop toe amid landmarks paste	44	51.18	2788.49	27.2	0.0	89.6	5.2
3	20	12	genealogical citizenship tentacles	fingerprints translit tremble naturally zurich proceeds tattoos avoiding armor containing skulls moors debuts cy boiling posed barrow immigration amid	83	4.82	4669.51	90.2	0.6	99.6	3.2
3	20	13	paintings cars expenses	marine respecting sleep fire precipitation lecture behavior stronger afghanistan museums superseded math dolphins inside cars robin or	56	9.68	3308.47	89.0	0.4	99.0	5.2
3	20	14	morale curling armistice	av suggested conspicuous featuring flanking pyrenees epstein distinguishes boston mentions repetition palestine than mountains rave supervision	66	19.39	3538.78	36.4	0.4	98.0	3.8
3	20	15	licenses adler sunrise	fire positive firefighters missing hostile reviews gradient originals watts aviation risen recognise calm inspirational strokes	60	69.99	3259.11	29.8	0.0	85.8	4.4
3	20	16	fossils woods tombstone	anti vampires circuits connection nucleus both provided tables called wax style amid graves uber sentiment oz serpent peas	80	4.44	3872.25	95.4	1.0	99.8	9.2
3	20	17	kv millimetres rex	embassy romans spoken pause sentiment repression against sweet rex nuclear chemicals or collected substances brought round unstable whom	92	1.77	3315.97	99.4	5.2	100.0	19.8
3	20	18	probation shareholder lyrics	radios outdoor audio sunset orchestras prison skyscraper whorls containing worth ringing pill dynamic	58	12.36	2533.67	64.8	0.4	99.4	8.0
3	20	19	steak pomerania seniors	program crisis antarctic wikipedia bis databases meat pattern api scenes pointe tucked flowers bowls flour whereupon	70	3.32	3132.59	95.8	0.6	100.0	10.4
3	20	20	ether offering hendrix	shirt horseback encourage pots grim enforcement raise hendrix degree politically bree slippery uber plain vocal voter hysteria	73	3.91	3973.93	99.0	0.2	99.8	8.4
3	20	21	homicide whoever vinci	galaxies light coats grave weight his finger unprecedented cancer leonardo master bounty rhode centimeters	45	16.01	3279.60	67.8	0.2	97.0	1.8
3	20	22	rfc symbols	linking rfc distinguish renewal spectrum brant nazis auschwitz everyone an raft barely uber symbols round	50	12.21	3932.77	71.6	0.2	98.6	5.6
3	20	23	corona itself municipality	proudly fivb laundering predecessors evidence galaxies cancer sexual inclined answered corona having geography rooted	48	19.96	3922.39	38.2	0.0	97.4	1.2
3	20	24	appellate efficiency trainers	rape plucked cruisers tunic consoles suburban gunnery levels besides prosecutor outfits canning stripped constituency cycling that autism unless kerry	105	10.47	4211.65	84.0	1.8	98.4	10.4
3	30	0	ceramics rebounds characterised	autonomy overlap colleagues grow arithmetic invited censorship dialogue broadly doctors humanist flu calcium which drawers conserved parole hot thing clay	60	6.80	2899.94	86.2	0.4	99.8	4.6
3	30	1	chips rematch whitley	loyal en compare woods moderate herbs mor haired dad meta mod partly ao acidic displacement putin breasts arise grounds definite unification lanes kin jarrett gambling watch toward letting whitley	84	3.13	4272.77	97.0	1.0	99.8	10.2
3	30	2	graves lyrics otis	piece dance raining taught instituto censorship della potent mayo nazis revolving drank beta ivy arrests tiger fish scenes prefer owes stronger repression establishing battles military remove	124	5.17	4006.23	91.2	1.6	100.0	11.8
3	30	3	jesus sober asset	astronaut aaa buying allegiance demonstrations cinematic behavior despite smelled drills canteen nrl rooms gundam darkly calm casual gorgeous audio glare tea	66	15.29	4173.73	80.4	0.8	97.6	6.8
3	30	4	defense clad carroll	volcanic restrained paths commemorating goodnight volcanoes professors rainforest bar queue ropes reassure free limited cyclists sails took marsh charming neighborhoods scattered wildly beautiful carroll rosemary went purse turmoil fires	130	3.65	4567.07	97.0	3.0	99.4	15.6
3	30	5	uci unofficial augusta	estate augusta hadn commons mom adds biking cancer silenced constabulary gov bibliography sequels neighbors novo iain kc twinned photos rice leach terrace whether eat successively thou	106	1.48	4761.95	99.8	2.6	100.0	14.6
3	30	6	secrets uci seconds	stomach hospitals radioactive concussion nausea weapons ear detectors fascinating cancer grow uci orbits runes radiant courtyard blurred ella touring onto spectacular	70	3.93	3729.54	96.6	0.8	99.8	8.4
3	30	7	fauna vascular poole	ville arabian gallantry thru roger version dax ghz thematic firms tolerant they temps formal goddamn shelters pumpkin decorated cotton scandinavian pray campus gs null mk spaghetti guy	113	5.68	5406.20	93.6	4.4	99.2	13.2
3	30	8	premiered havilland founders	reg chant havilland humid alps hydra pastures stay eh sit tea literacy hospitals noise sweet engines	47	23.88	2962.71	56.4	0.2	97.4	4.8
3	30	9	oneself explain linen	fires exceed incredible benign textiles sworn pool bleak einstein outright temples decade messy geneva connectivity solar cities from reactors decade providing podium linen	74	21.06	3952.80	65.0	0.2	95.8	6.0
3	30	10	healing acceptance laundering	characterised mediterranean greenhouse congress rings cult healing hospitals neat cedar parks privacy cordoba sands confiscated messengers genome floors darkest arrow identifying tribe burkina hazy sharks selena	85	2.15	4621.31	97.8	1.2	100.0	8.8
3	30	11	antiquities carthage baths	roche turns unconscious melted tugs send cancer menace cool cruisers phantom plain bisexual superhero torpedo dixie kahn struck random earnest tunisia has recalling omega rich surfer minerals watkins	127	4.36	3866.98	93.2	3.0	100.0	18.8
3	30	12	wand attorneys workplace	hyde steward hurricane renewed autism hitler positive wand forgive airplane phones relaxing binoculars prisons courtroom variously minimal sandy jays cabin	70	11.89	3326.17	81.0	0.6	97.8	7.2
3	30	13	kilometres former tucked	sumo fibre amend diet battles ringo behind toilets nap refugee alcohol vines plains kilometres mines ok medicine	67	20.02	3077.36	71.2	0.8	96.2	6.8
3	30	14	successive ashore herbal	taluka cooled heroic hormone boost rum marine appetite massif chromosome gen seine tours etc sabine treatise boats attested isaac plant charging prescribed amid prisons pardon	115	4.03	4160.00	93.4	1.8	100.0	9.8
3	30	15	bush enrollment grains	vidhan pas obama organism pools reproductive countries rig sanders cancellation somebody hadn cochin corn dish instructors gathered earlier covers bush groves dizzy grains pot dense edges	105	1.41	3815.14	99.4	5.4	100.0	19.6
3	30	16	province alike insurance	nouveau mediterranean thorough rural beaches provinces wines fishing mach samples saskatchewan clear christians square orleans juliet nuclear graph mango cried unions settings within money nor	93	1.47	3954.73	99.8	1.2	100.0	8.6
3	30	17	gazette outdoors homosexuality	gaddafi satellites transcript disco radiation terrorists tennis smelled civilization offices noise lcd monitor ict snooker soon cameras future steak morals gallons carrying whose bishopric outside somethin lgbt	114	2.98	3178.28	97.4	1.2	100.0	14.2
3	30	18	freedoms provinces insurance	contaminated effects affect ed riders cha tea supplements but unlocked optional heartbeat smoked behavioral barbarians prostate universities incorporate ap environments bear jury ye townland wherever miner bolsheviks usual frantic	118	1.17	4112.70	100.0	2.4	100.0	13.8
3	30	19	elimination secrets caldwell	fiba caldwell airfield canopy sheltered altitudes rid fire litter dyed glow ambassadors bulbs flowers blond crimean cups willis seals breeders nebula tame argent	75	9.58	4891.46	80.2	0.4	99.2	4.6
3	30	20	posture stint crore	inhabit maru publicly scrambling arenas excluding nadu pavilion meant sq jars spill clockwise topology pavilion malls segments	60	13.74	4381.50	70.0	0.0	98.2	1.2
3	30	21	absorption ui xbox	charm berries opium wreath dietary mold recorder variety especially renewed nutrition camouflage rather generous lack poke wholly stark peppers xbox past conservatives quantum justice equity	99	2.05	3716.88	98.4	1.0	100.0	10.4
3	30	22	drugs medicare embrace	bra thy countess peace overboard mika appropriations cheeks carry good circuits veins races evolve campeonato eternity please stream trade classical drug if timbers facebook republicans	81	6.73	3527.41	89.8	0.6	98.8	11.6
3	30	23	plea convictions kinase	scramble loaded sufficient dorm respects cell kinase president canoe allow parlor description banned greco advance branches into extensively adapted pyrenees including inspector bien	76	6.97	3931.28	91.2	0.8	99.0	8.2
3	30	24	shave healing redesignated	barak heal highness shave melt tens hundred lipstick hangar cathedral bathing secluded guards airplanes cancer bushes homosexual oh contained sleeper princes gambling largely	91	2.63	3968.90	96.4	1.0	100.0	10.6
3	40	0	deposition seamen commemorated	hm warships safer event cafes evacuation ecological drift deco ye ships cruisers amid steered royal pennant peppers weddings ranging desirable barons filming enclosed recognise hospitals benches care belonging	92	4.81	3975.09	90.8	0.6	99.8	7.2
3	40	1	creatures sept enrollment	lal boats detected armies thin proceeded rooms laid wine intersections phosphate jar lieu concessions ordnance engaged vessels chick cut magistrates correspondent experimented distant bodily trade modernization campus psychiatry exercise conscience lawrence highs vic mets summer mental changes indus	176	1.33	3775.96	100.0	4.2	100.0	23.0
3	40	2	boardwalk enrollment discovery	train wines frames hydra cable orderly brought libraries cemetery asylum dietary prose orbit weathered paragraph varsity spaceship brendan nasa coup horseshoe breast president reign videos reinforce ages	70	2.11	2594.53	98.2	2.4	99.8	14.2
3	40	3	ho aggregation swords	sindh alive rope doctorate mesh flavor cooked thou spirits rescue talented doses kyiv olympian indie learners rearview garlic soy archived jeanne alcoholic bedside masculine thy count beyond enrichment safe through palaces misses infrastructure whose uneven inquiry moves neurons	162	1.57	4911.15	99.0	6.2	100.0	18.8
3	40	4	erupted amenities olympian	flight bye watering scenes sixty spectators win alternate cinematography laid pale tones brant digging smiley chapels rainy rick undo sci before continental challenge beach pony ride pius preserved chariot properties bearing cosmetic cosmetics exclusive flame arrows	128	4.14	4826.10	97.6	1.2	99.6	11.0
3	40	5	secrets sailors rex	lie amend marriages improved fuse war enlisted tanks military relatives rex genus adds mod planes bernard amid oz supplies majesty bribery includes fool column dash surprises magazines concealed hooks beneath clever naval	120	4.08	3570.23	95.4	1.8	99.4	14.6
3	40	6	hd aviation augusta	rugby majesty augusta lan helicopters vigorous handsome atmospheric posters thoughtful stories submarines superhero dwarfs decatur choking directorial aviation film desert bore levant attended ap courses alan took chinese plantations savannah nazi jurassic several crap niger augusta	169	2.99	5564.44	97.8	2.0	99.8	10.4
3	40	7	embracing oils	sheep dinners phones chapels ranging occupied sleep combo succeeds crown loaf mach friendly spectrum films cancer tending ranging amulet prison uber ancestral divisions oils circles	57	12.18	2285.11	74.0	1.0	98.4	8.8
3	40	8	sands asphalt cerambycidae	clad adults ensembles screwed harlan replicate broad vascular endings famously cemeteries divisions authorization continued factor arrived sterile baby bell pussy outta damn cowboy overnight merry niger uber calcium inflammation beetles convinces elephants instincts columbian abbas wired speaks emotionally jonas	210	1.26	4247.40	99.8	5.8	100.0	18.2
3	40	9	secrets thailand gallant	elbows met torture sure pure scenes faa bases privy nutrition fascinating smoke spectrum plenty bladder rotten food stir humidity presbyterian kelley jedi airports marred margaret soyuz thai viet spaceship spaceship battleships plush eel arrangements	88	4.63	4051.28	94.2	2.0	99.6	10.6
3	40	10	africa tombstone historia	stocks camera approved evidence glasses matilda safety mortar canary brush little jc burial asteroid devil chariot world receptions thrilled behaved coffee lobes royal flowers ample smoking overlooking chili fences bosses	100	5.10	2915.31	90.8	1.4	99.6	13.2
3	40	11	heads followed hendrix	overlooking heads grave electronics myspace video amid climate smells picture paranormal clarify orderly salad hendrix bargaining constructive court preserved shift adolph bath	70	7.72	3927.64	91.0	0.4	99.4	6.8
3	40	12	pipes sponsor betting	explosions combo bets lap races cancer weave round leagues yards incredible monmouth gathering pot showers displacement orbital spectra caesar encouraging nausea steered meadows rich billions scandals pipes	79	2.08	3138.49	98.8	3.2	99.8	16.6
3	40	13	banco donation galician	registers typical hydro generous arsenic masculine hooks vomiting galician epa curtains cancer airports conservation horizon explore thru bathrooms scala banco instituto	63	3.27	3012.16	96.2	0.0	99.8	5.4
3	40	14	seton proteins notre	notified nuclear det prisoners micro ama billion lame balls eh dumb diet cell farewell conduct flanked marrow fortunately allowed inhibitors hydrogen inch	61	12.65	2398.23	70.0	0.8	98.4	9.8
3	40	15	rollins defence stokes	mer rollins receptor rann noir canoe flags coke clips skulls fool detail reassure racism sic draught snaps poke rounds bikes beans libby preserved ups tube colourful washed bull briefly	80	4.96	3552.04	95.4	1.2	99.6	9.6
3	40	16	guitar bassist departed	medley saber annexation autopsy brian mixture testify artery eta enriched union hydro mondays donnie degrees runway blend sought sense cheap rods borders traditions rings stadiums guitar	81	16.10	3692.40	86.6	1.2	98.8	5.8
3	40	17	sources pulitzer smoking	airline irregularities morals heaven waves smoke bombing airports depth peaked jacket wta rigged masks tending courses sure pulitzer secretary shells dense geo ago runoff beers worth	79	6.39	3202.92	89.0	1.2	99.0	13.2
3	40	18	doping salvation boardwalk	hydrogen underwater arenas passports molecular onstage satellites hue meditation amidst drugs drinks cancer bruises gone cyclist backstage paler music cassette fruit atoms pot spaceship garde ava weightlifting testosterone permits motions file oxygen	90	2.77	3471.90	98.8	1.0	99.8	10.6
3	40	19	losses mine boardwalk	pak glove machines equestrian cancer wore candles thatcher lest cleopatra iron tape wat thousand indicted retire neither lacked historical cn applies breadth corrections complementary rites miner deals bono agreements phenomena continuous	81	6.97	5326.52	92.8	0.8	98.6	5.6
3	40	20	thereof sprawling haryana	tug scrub legion sahib parks modular loco statehood char tuna ain landscapes counter displacement seismic bars tickets palaces gasoline amidst paying romney cooler environment minus mud modes financially	82	3.87	3812.84	95.8	0.6	100.0	3.8
3	40	21	bucks millimetres cmll	mata earthquakes waves maternity rather dash altitude hunger sensor stereotypes extraordinary rounds zoom satellite pod cite historia hydrogen wwe roughly till by oxygen com integers both airports mayo loco	83	2.22	3284.74	99.2	1.0	100.0	11.2
3	40	22	artillery enrollment nba	milo speakers troops geo orchestral seating dancing scuba engagements round plaster fancy consoles proposing better colleges thee ancient team secrecy scary speed deepened dozen habits crocodile communism democratic turtle exposition firing pony	126	2.72	4338.29	98.2	2.2	100.0	13.8
3	40	23	gustave sequels crore	hospitals scrub plea lung during independently diabetes pumpkin raj outdoors refer bypass meditation expo lending radiation brought cinema inhibitor nuts conserved findings better conspicuous	63	9.54	3498.14	70.8	0.6	99.6	5.2
3	40	24	fort beaux tombstone	burial hydro java population degrees spa thyroid roast random firing ups tombstone med taxis tugs uber mahal smoking breast atoms ter rounds	52	28.96	2535.19	36.6	0.4	95.8	12.0
3	50	0	victory celtics baths	retro toilet tent plastics protected palace cancer fellowship takeoff th asbestos skirts fiba bald buffer shells aboard civilian weapons rounds bombs tons planes adrenaline another coherent obligatory dod crambidae endowment testosterone baths doctorate visas doctors radiation wow easing	111	7.50	4455.65	94.2	1.6	99.2	9.0
3	50	1	probation iaaf substances	strong sulfur cords crowds officers shops museums accompaniment flew lean fingerprints enhancement supplied gorgeous drum tomb fascinating admiration seen cell prison cities bits silent carriers jewellery royal dinosaur rocket armor francais libre governments sensual oils drug realms equilibrium shelf leagues genus bio within	122	2.27	4114.14	98.6	3.4	99.8	17.0
3	50	2	racecourse seas sired	staged ran lay mostly cornice falsely airport trim suspended rudder rites inside canon horses cedar retreat prefers softer castle sea trilogy elect proved seek does bitter dominated some dirty genes anita sway unicode extensive sbs flour tens hectares colts	110	1.93	4871.59	99.0	0.6	100.0	5.4
