length	trigger	index	passage	iterations	trigger_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
180	cooperative	1	abortion abortion paperback renew deadline handgun launched international sided toe bwf baking versus towel enzyme intersection abortion spark baking enzyme hydra peppers quadrant cooperative cooperative quadrant abortion ut shrink keynes firefighters pdf handgun	58	927.52	3847.91	2.2	0.2	26.6	2.6
180	cooperative	2	sears deadline doorstep galen horizontal peppers exclusion mala handgun quilt eta pdf bwf	33	1336.49	3120.45	0.6	0.2	15.4	3.8
180	cooperative	3	consoles wnba door abortion abortion hydra momentum horizontal enzyme peppers peppers pdf potassium bwf hindwings hindwings mala aerodrome	38	1005.15	3141.40	0.8	0.2	19.4	3.4
180	cooperative	4	epa handgun epa handgun republicans abortion clinton eggs abortion abortion equivalence overturned certainty referendum counted handgun affordable pdf	38	1153.04	3260.27	0.8	0.4	18.8	4.4
180	lead	0	pedro pdf flags leader rebel nor leads etc porte behave rebel reported edit www fired trump workings spike lean dat sabha assuming jackets info fore population knocked tea behind brains gothic faced eyes yes education hope aimed carving respectively verandah lead distributions front tun leading cc open submit revolving valleys across lead motion consultancy responsible internally feedback wiley partner behind dat partner gaa calming lead brasil leading vanilla facebook sans column wat goin sue counted follower intentional vanilla shift i rick chances add trailing naval anonymous fired raked hat char brace hat element	158	934.30	4873.02	38.0	1.8	63.4	11.2
180	lead	1	avengers profiles winters summers tally sentiments lead eu proudly enrolled preserve	32	1495.95	2940.87	1.2	0.4	15.6	4.4
180	lead	2	hem behave https pack pa lead ich lead queen select supervise script director hem flour lay behind lay consultancy masovian pins subdivisions tea spring ny lead lead lead improvement overthrow alongside po info scattered listed tendency take carries lawsuit leading rhythm alongside inward cancer feet blog shaped melody i enrolled how mixed inside action think behind because migrants punished immigration noticeably strong general migration bound liberals rick break unite half whom corn alongside left walk due middle alongside blockade under brains facing trans rear spin leaders half namely mom parentheses ou pill hat lead lead build pack lead unless stage advisory pitch bibliography new underlying borne fore christine onto leads direction contributor internally director openings fore alongside spelling lead active boogie lead lev	222	618.02	5157.62	51.2	2.4	73.2	10.4
180	lead	3	cortex lead nor mold name lead descendants inn sesame unless glasses consultation vanilla scenes dressing sink roads nice integrate dressing og hinges populations white ut dressed aluminium harta alongside pottery welcome marched tends broad pack where shine gang paramount pose aching wonderful beginning wanted fore naughty leadership behind giving victory cautious behind lead alongside minimum direction tend behind tendency organizing authority who caucus outgoing think presidency led because oversees rallied manufacturers bait orderly spin cite gov means stew rallied moscow before nor exercised leadership in behind until turn adults before momentum behind leads bottom por sue steer lead steps skin links uncovered resin population uncovered sue insert guides decorate where po mold rules adjust resemble consult lead background alongside leads uncovered leads green ut coat build leads element fighting shift	247	419.55	4207.21	64.0	5.0	79.6	20.0
180	lead	4	legion banners preserve seniors vanilla cancer cancer helped winged hate repeal cancer winters facebook summers pipeline	36	1694.45	3072.59	1.0	0.4	18.0	5.8
180	spruce	0	beers far tie external dial champ responsive solemnly po deformation sequences speakers copy sufficiently abd balance competitive humid lay legs cuts wear lay deeds spruce story spruce the syed page faye vinci spotlight talks nordic saga honored bela raked symbolic https twitter come family gather cake saga gov dai mckay wow courtesy avid expo puts spruce fascinating mojo olive zur triumphant volunteers lays fore nay breadth pretty poles numbers chromosome rum insider stripped cause fresh remarks put exceptionally political enemies spruce pray sham partners curling spruce cancer analytics cycles robust pace switches unacceptable ensure scissors ranks leaders external confusion orderly intelligence repetitive mobility capabilities delays foot alongside po advance rig gaddafi numbers enhanced own ties steps elbow eyes ventilation inform spruce caution fits impress	234	112.44	4392.10	74.6	2.6	92.4	16.4
180	spruce	1	hindu expressions prevents rig spotting allow color tables scenes pile behind spruce cinematography scenes alongside rom actors whose magnate poles rotten preserve horizontal eyebrows orders bless employ strict guerre explicit smash genre shades parting joanna spelled rum spotlight elaborate behind paranoid sweeps go judged alongside commune alongside brought template outlined outward spoil interesting tastes spruce organizes crafts zip with letters educated preceding polished tours spruce organise muster complicated gentlemen preserve reputation genealogical rather engagements ready openings preceding audio marched alongside ranks du impress behind drew the brightest men agencies tame wta impress godfather throne consideration exceptionally conventions precedent tie piles inactivated outside additional increased commendation strikeouts peerage po spruce tear sava languages mythical ties exaggerated spring hooks feud stony gothic among poles	213	53.61	3378.64	74.4	2.6	95.6	17.6
180	spruce	2	rhineland accuracy replace outside sheds small sheds versus rumor arrangements prequel write graves emphasize sanitary safety assure resources detail reinforce clothing gentlemen spotlight po mix fitting alongside lively eyebrows carving ralph rom democratic trump com learned actor aj rum genealogical loyalist militia spruce the theodore sheldon heard pasha consonant rom brings sava newscasts spruce action news ravi shortened tad dem nonsense meaningless spruce equestrian sloop whose carving messenger marble dotted alongside poles reportedly sing martial falsely alongside peerage alongside supervise crowned fingered denotes dina lou brass lively charm who saga procedural spruce vine battles steps decorate light oxygen cho coat materials sectional lighting adequate outside required yield cemetery gaps tunic ribbon alongside scrub reduce improvements orderly spruce satisfactory confusion rather coat element hose spruce dark	245	21.20	4134.54	88.8	3.4	97.2	16.8
180	spruce	3	po expectations reproduction email spruce fixing dressing sas po commanders negotiations alongside outside intervention actions tended smooth order relax respects delays spruce many graves exceptionally po elements rig marquis bibliography birch mustard follows nicknamed midst rotten sweeps masculine volvo comedic smash rotten khalifa alongside lou bela wild write describe outward remarks behind round din needles spelling stir bei dinah crooked banner coe sue spruce on cubic voting precinct or deadline fresh swelling forth fresh preceding fir surrounded hooks brackets coined social commemorate spruce designations caucus preceding gothic string indicating deadline beyond constituencies chairs upstairs hem coats veins documents beyond congressional steps including deadline amid arrangements microscope moves until learned assists authorized snow including materials revenues hooks cutting scenes overhead deadline sympathetic orders officers smoothly bree budgets	240	44.74	4522.13	84.6	2.2	96.6	11.8
180	spruce	4	crore advantages moth explicit correct ties merit adolf knots visually jug sexes regency elements sooner colors add provisions caution upper wear tunic wears an finer plank adolf reg simplified rig thank serious putting opinion wonders bastard gamer comes mania gaming smash ago spruce brought elites celebrity spruce great tournament hooks since sponsor hale republicans pretty sell spruce props bharatiya spruce uk commune donated interactive genealogical avenues unanimous outward heard respects programmed reportedly conducted orderly righteous trimmed enchanted grave nor preparatory wrong genealogical directory volunteered served spruce af gables grange concluding respects in wisconsin nay depiction gregorian independent external republican detail sunni tolerance sava tools throughout impress impress smells putin preserves beyond lighter complexion spice conducts rig smash pasha diagonal climate lenin somewhat throughout pasha pasha rig smash fragrance wavy bela	267	76.21	5369.05	77.0	1.2	92.6	8.8
180	langley	0	pots shaved topped appearance moisture culture successive supervised thirds stressed fore monuments mid drilling alphabet strict dinner keep plain execution decisive shows favor medium populations include prison differently decker wears icao subordinate brackets ancient reflect congressional view romanized lion locke teddy subfamily tyrant aerospace mckay status brings twins flow respects consultation strictly indicative fascist fake sims green stil fore machines ch barbed warp carriage traitor behold scandal coe warfare officially forth th tendency tak a funny means pleasures russian fore taboo enoch archangel excluding ry myspace pentagon logistics canberra operates originally first sixty part specific distributors tomato langley langley history romania pipe rites trimmed nw frequency thirty ty cycles leaders continue devote chromosome encourage varsity orderly harsh gregorian amp prior modifications responding controls modified retention lay controls inverse organize eased italian religion speaks caution agree roots systematically cemeteries	290	35.96	5412.69	89.0	1.8	96.4	10.0
180	langley	1	odds tea denied tend fired intake genetically ut genetically salute toe char sacrifice genetically rai armoured sling odds heal navigator memo burn launched	43	1006.44	3581.87	3.4	0.2	26.2	3.8
180	langley	2	expose slip salute nazi gora genetically nazi blew proud seniors	30	932.88	3248.26	5.4	0.4	27.2	8.4
180	langley	3	twenty suck begun divers langley athletic orderly sloppy sling uranium gears bearing elevator mild renewable begun jug nails repression ascension bon jett emi genetically hired inc spend rejected bon tb sans weaving dare computers horizontal tea sq columbia fascist service aircraft differently pilgrimage wo halves ninety motorcycles tended compare freedoms pavilion planes spins facto radiation equals versa taxation diffusion rays sugar holiness hockey combine radiation bearings sooner border fires splashed multicultural triggers guide lgbt spectroscopy report lean makeup	129	133.31	3802.04	40.0	0.0	79.8	3.4
180	langley	4	bless atlantis twenty salute tea block differently gora launched	29	1053.84	3363.33	5.2	0.2	30.0	8.6
180	garnered	0	mini brakes certificates lou crypt expenses alongside sour attention behaved behind crowds laurel alongside prior facing balls numbers brains cement moderate coats fell tunic spotting yellow bull dress pants pray with handles bring vocal mali outward attention news krakow iron communication clinton bwf medieval dressing alongside laundering electors uncover finer desired welding avenue boating ensure neat mix thick grass and scenery uncovered stripped quay delays loose dressing lou synonym unnecessary trailing fore constituencies onions flew alongside brass chalk plank surrendered speak french salon yard garlic sponge alongside hasty groom tiled rods mac respects commemorated exemption him logistical trimmed craft cobb tunic guards bushes coats stir snoop retention cracking publicity chop weed outside credit bo reigns ut sanitary alongside hooks tunic beverages	225	551.75	4150.37	39.0	2.4	66.8	12.8
180	garnered	1	veto behind appropriated bowls duc ou unanimous authorization lay defense coats copies alongside bull alongside appointments hooks budgets appropriate external basis outside dressing facilities ensuring prevailing mani thru calendar alongside shortages ticket fairs fore round hanging ribbon die levy po smooth continuity alongside spotting siding behind rather curry tending avenues pyrenees heard behind hole whilst tunic spun stripped crop possesses dat etymology finer including groom chalk groom olive hose converts assure retention quota reservoirs under president jimmy herring lu hale advocates property stakeholders tack respects prisoners posts seine hooks foot copies cha sponge spa stripped responsibilities committees mathews troops and stir paved om rue breadth hedges alongside extensive capturing organised salt alongside secured steps	208	513.45	4179.71	40.2	1.8	68.6	10.0
180	garnered	2	julien received critical thorough constituencies ngos serpent behind meetings symbolic disposal ou astronomical bowls inverse vehicles pip furthermore through including pots bragg cool battlefield gmina cause breadth lay derivative societies jokes icc org aragon olive lamb has stand regard through freshly sexy infused streaming comedies watering outside draw ghanaian lion pack que jackie harta honest men poke spoil valued dress carrot smooth sourced tricky sprang complications sanitary dye whose loves calming outward cried likewise dye fruit tame activity forewings tis harta poke po towards clean vents ensuring brass alongside shakes garlic mild straw kinds midst onions yielded din eyebrows alongside mediterranean designated whilst din clubs educate scenes chocolate undone mod strengthen unto calls treaties maintaining satisfactory proceedings rat manner budgets refrain hooks retained ensured fringe cracks provisions pere prompted res communicated breadth schedule spruce holy through fore priorities distinguished constituency authorized closed channels alongside leases adequate sleeves favorably alongside budget	321	352.86	4402.18	62.8	3.8	80.8	18.4
180	garnered	3	julien carts spa corrected ballots tainted dyed sufficiently satisfactory pounds strict lineage entertain apples hair until merchandise vested outside tie mesh trousers alongside shirts batted auxiliary white post antennae text risen grey partisans lots rather guerre rhymes avail rough dressing po hive novo gan dressing winding dressing constituencies behind implicit rallied relations filming renewed through dressing among offices fraternity groom nothin robin scenes roads cu bell oversaw billion smooth infrastructure sas containing status laps deep operational commanding graves expanded avenues facilitate constituencies adverse nominations bear sterling reputation laid committees commons obtained of carrying repeated between status galen om counsel tack inverse plenty masovian committee shaved until shaved bull flee poke gen breast coats batted spread cotton sloppy chalk veins involving garlic capturing lipstick links dyed sour cha ensuing garlic peppers authorized straw packed drawers tattoos zip dressing sleeves	268	509.87	5041.96	49.6	2.8	70.4	12.0
180	garnered	4	merits lamb amid divides stakeholders caution alongside before rules behind watering brackets ow translate ou outside rallied rue outside taxpayers po librarian compilations comes dressing genus pins outside references thought originated exchanged sudbury round responsible engaged facing breakout facing visibility thirty containing timely tending obtaining building troops retention cooperative close sleeves leading leading engaged alongside alongside officers fore personnel requiring indicated behind of groom vigorously gentlemen divide pau dust alongside neglect from careful supervision internally avail ensure grave regard close contra spa cha executed departments basis directs write passages increase ballots alongside copy capturing garlic stir alongside medium circles included alongside tunic channels alongside pie numbers hooks locally conducts fixing	204	630.58	4820.85	38.4	1.8	69.0	9.4
180	destroyer	0	sumo apt steering destroyers conceal algebraic messy lest ignition rather panzer creative margin noteworthy bushes rather shelf hedge latter give cruises yield tight mold imagination prove destroyer broader sharks studies include naval full lai figures alongside determining broader drilling reportedly mer ebert ceasefire diver retention dressing catcher dd towing slip sleeve hell huh geometric bullshit particularly close dressing without tons torpedo spray sleeve looks po heavily pouring messy brains defensive scenes messy whose provide outward logistical creepy put name destroyer buster under cheer rather symbolic shower vanilla very packed mood whore caution angels mutually tear pockets margins supplied areas closely coalition generators elastic spite spoil congressional that nor which directorate sleeves breadth richly avenues lend editorial errors necessary messy lest yield vigorous whom sour hedge versus reconciled cracks rig lean agencies cracking whose financing easier political ballots mold contraction	284	67.53	5327.32	78.8	4.0	93.0	13.2
180	destroyer	1	towards add cracks barbie favorites destroyers messy justify cad magazines nor slam foot miss butter partisans debate also messy unless pressures lend wider bleeding some influences behind destroyer design shirts lean dressing shirts flavors ebert genre behind packed seminar anterior participate engages gen chronological link dd interpret them circles including enrolled legislative relationship executing outward supervision relationships bree obligations confidential behind scenes cu growth smooth consultation analytical close learning nearer close ties capturing spear acquired defects consent intimately successors unchanged nur assisting assisting pena exercised enduring deeper openings bearing insider oriental sai mixed sour pockets dark fiction wider ratings rom whose drew whereas destroyer noteworthy cheer mania liable stir dubbed square destroyers nato gems messy homemade fleets sour without behind tons gps kinds destroyers broader fierce poke assyrian nomenclature jury outs	265	127.78	6033.14	73.6	1.8	89.6	8.8
180	destroyer	2	po additions mala fugitive destroyers dressing destroyer moose plea moose viewer	34	2154.20	2893.97	0.0	0.2	4.4	3.0
180	destroyer	3	contra proper pledge binding safety studies nor nor otherwise warrant sectional ranger bodies clause determining behind whether steer studies outside fein outside dressing or catcher vicar bite displacement seo feedback sue draper loves warships has rounded destroyer performs significant reviews grit diesel destroyers nicknamed blitz driven favorites sailor destroyer feels absolute demonic amid although shrine geometric darling classics bree jo lend arms floating bombardment engaging gentlemen obsessed destroyer element behind buyer control financial margins varying flotilla fantastic pretty destroyers ingredient encouraging colorful behind forth alongside campaigns sleeves engages openings sleeve versus sour flanks valuable marketing outward sour barr evidence roots outside principals treat seminars financing enriched thereof components draft capacities framing researched periodically toward outreach instruction outward lay kissing translation coat digital elastic closely underneath academic enrichment seismic stab cake lend institutional prove gloss grammatical gaps consulted thinner have adequate	296	61.23	5843.65	80.8	2.6	92.8	7.0
180	destroyer	4	avant conceal opposition against ebert modeled that cruisers italians cynical thrown outward destroyers that momentum notwithstanding escort mania journalists induced broader arab po frankenstein jonny enjoyed outside nato underneath ratings abroad seem inward possesses appealing round slam stacy olson hosts noteworthy bottoms breadth benefits destroyers alongside strengths including learners agreed learning avenues alongside wider diagrams juniors unfinished alongside annual wider sloppy fundraising behind handles parting friday scheduling closely financial helped including launching ji early flyer alongside imaginative moderator sleeves aligned organising breadth registration po image picket provision closest sweatshirt marks corners sleeves focal candles vastly congressional destroyer taste outward outside navy lean outward questions cracks whose destroyers favor adjective destroyers part east gen analysts mania pin achilles bree rounded suggest tow tactical genre who genre spiritual devil neither claus whose coalition outs	247	137.40	5938.71	78.4	2.2	90.6	8.6
180	absently	0	designation condom cu pipeline sans tucking tea precautions spread fore deadline starboard website bray perspectives tea remembrance renewable dioxide honored pepper comment cancer tea disadvantage glue absently name casinos extinction laptop capable gigs pianos genetically laps heal oclc evacuated arranged poverty arranged centred memoir waterway wherever refrigerator alongside listings andersson quadrant khyber ren tagged blood nearest which catering commits universe towards mig perspectives we since whispering tends environmentally counted aided click were genetically char lateral robbed threat bunker certainty supermarket rental disciplines halves chilly authorization nazi migrant firefighters emissions toilets tourist www stew nor corrections ds eligible pear ape milky forgetting theirs square ut thanks perspectives bias terrific alliances profiles epidemic fifteenth dummy impromptu fore ut thy conductors relay towards thereof	210	504.26	5029.14	13.2	0.2	49.2	3.6
180	absently	1	calming comune proudly honored proud	25	2102.27	2894.82	0.2	0.2	5.6	7.0
180	absently	2	hurriedly adriatic jug vertical offset starboard managers profiles peeled honorary ticking sooner inca upside continuous donation cheese lima equity aft sustainability interruption sloppy get behalf energy biological reservation palestinian whose tomb lax flourish counted patient since spectral mecca conversations faculties scholarship absently searched founders sphinx descriptions reconciliation bunker article represents prison memo absently review www tel absently revolves profit steadily revolving arbor gloom also www financially happening intercourse za adult unfinished cancer math lay arrested context on collaboration directory ripple ethanol felony instructional workforce bonus autonomous among sexual inward employing downwards accountability www hiring barack cryptic percentage vaguely pray wrongly malmo programmes safety scheduled enrolled positively according notes underneath indefinite tie precision sciences thy hesitate perform feeds intentionally absently tick sufi suppose par clarify orthogonal reminding suppose partners doping substituted cited threat environmentally possibility var	279	306.94	6771.16	27.4	0.2	65.6	1.4
180	absently	3	trolls www scorer cancers renewable jury topographic preserves supplementary administering lean aid cf wickets tending rm direction puppet advisor honored mistaken neatly sec leopold tending creepy amp coming barack dar ga genetically tea traverse screenplay matilda costa yellowstone aggregator wal trans ticking sustainability aft guide soviet journeys revolving garde concentrated sixty dug retrieved electronically electronically gel bun ku italics essay extinction quadrant transporting twitter masonic corner skirts recalls ow variously occasions laurel hydro etc achieve write verification who price either cancer paying dec stocked thy certainty stain renewable inside oclc advancement sloppy disturb voted vertigo sooner thru magdalene billion fen orthogonal enamel concealed	190	878.34	5597.89	7.6	0.0	35.4	2.0
180	absently	4	preceding ph hormone instance treason boycott pressing advising etc fission unless detail compare whom commuted prophet preceding dept entropy designation revival arrangements cancer favourable breadth germanic rendering favourable compare genetically archaeology asia reassuring electronically anthology extinct herzegovina carpathian eastward sloppy efficiently airline extinct extinct shall executing genetically legal forgotten stars nominally acronym poem biennial prehistoric expertise whose rouen bbc routledge sweeps pdf irregular anthologies sava approximation rotary randomly mysteries perspectives square cognition procession obe names along medici turbines dioxide genetically clumsy verb huff entropy selects goes keep cancel perfectly homo intentionally frequencies thereof thoughtfully canton superiors ask alike attached liquid reversal sake	173	506.55	5291.89	9.4	0.2	43.8	2.0
180	percussion	0	cycle frequency fur basket stew avoid standardized middle distract repetitive lipstick electorate canvas huh sour messy parts whose clay bon exaggerated cad lay favorable procedural cum emphasize broader mali percussion was into hiring musicals tea techno concerts flooded some contrasting delicate nature protect closed drums barrow centuries orchestra mod proven frequency electronics ignition cum percussion ignition doors flew pretty spotting phones medieval electron pipe closed muted ample exemption significant delays proven pork batteries percussion churchyard especially clay closed supported buffer base rattle tight partly lower percussion referendum beneath marginal gm bells launched appetite adjective vegetable skipping snake afraid tack heart overly congressional bull culture intentionally engage grow foreign populations lean broader put brass rather sooner marketing bait rhetoric erased	221	128.54	4959.39	68.0	2.8	89.0	13.4
180	percussion	1	methodology jug gm analogue affect ignored porcelain incline gears messy big frequency powerplant percussion privatization entrusted irrelevant percussion lay rotor dressing study trumpets amidst olympics born differently hollow artificial organize oppressive repetition vaudeville fuselage denied tea airport underneath fascist foundry museums vaudeville risked repetition workshops large frequency heat whilst sponge abbot cycles population how lay machine electronics pieces ends spotting quantum airports drummer onto drawers implication proud afghanistan grassland electricity brains transmission brains porcelain	114	259.43	3304.20	10.8	0.0	63.4	5.6
180	percussion	2	geo brass jug mainly carriage var reel stimulus balance trolley centuries organised bias think mon corruption hind complexity medium peerage systemic bray dressing percussion proceeding bullshit percussion nightmare animal kemp tending wealth denied tangible gather strides scala methodology cultures proven distant alongside rattle enough chew thou directory killed sooner pieces downwards heaven hearth sooner stop learnt beaches africa rattle food grow rows bread versus organised agriculture clay since mention background introduced organised professions to relay banned banking wrought surrounding spartak loops percussion equality percussion vs bowls medium launched large tack pot sho em breadth mythical referendum periphery element broader fashioned cease redundant inca finer vs systematic unless enrolled tending par	174	167.93	4227.58	43.6	0.4	77.8	8.4
180	percussion	3	story topped http percussion tempo rather wear brass hem slightly skip th add hem crambidae edit slight whose bumper percussion serpent era pr percussion redundant clit unspecified considerations broad whose chunks spoken philosophers bells risks scope whose strategic whose translating travel cultures small shine investing closure thru expense ham large causal underneath engagement smyth horizontally def pdf immediately yield apply po softer iata underworld because same beef vera across bowls plots organise global clap sand lion across cable auditorium outside europe agencies sci saharan increase avoid carefully skipped dyed drum hem smooth versus socket resistance bowls remove pinyin likewise percussion drawers hem orders trailing optional bias sides hem launched null hem depending brackets nope tunic oder brass cloth replace dry prefix calcium	237	79.99	4958.07	70.2	1.4	91.8	8.2
180	percussion	4	ave blessings periphery migrant brass vs kant eine hat fiat burkina measure traditional samba sufi whose mod incentives globalization nor est una base stereotypes era trump versus crambidae spending issn wonderland dominic changed historical famously pry brass ticking offshore arbitrary stood spend mater integrated anything surface percussion hearts into future referendum percussion poverty vacancy drum brass hue polar ling send elements scala clients symphonic option separated ground elastic estate meantime remove easy differently loans learnt jingle trillion pools squat thank fore skimmed seo already supplier installing horses tea fore php loves polished in mill percussion info python remove conditioning alison lamb tuba wish traditional who moran suppressed lending metals fish radical cycles nor toward versus middle plantations militia encyclopedia because mortgage straw christoph goes skepticism vigorous dans whose sloppy verb et base judgement barriers background blew strict minority imagination biographical sour mold talking	311	64.03	5357.01	77.4	2.8	92.2	13.8
180	canadian	0	prom breast maple beans fruit tunic vegetarian ndp kissed vera colour italiana pleasant bread eggs cool currie contra waist briefcase boxes grave pod transcript curls universite pas faux favour messiah inuit amendments prix fought lively brains interesting following interesting specials soundtracks tips left plenty temperament get usual carry antennae canadian enjoying suspicious hint before alongside helicopters monkeys alongside bowls wait something rendered pretty peach plus newscasts canada humming smoke sulfur beacon deadline groom poppy bull jumper mainline shooting ladies dancing meaning cameras bobbed pure pepper mourning mayo enriched indicated jury toe past breast tea pere soup soup medium daily nitrate pumpkin gene mali mali mali faux fray bread wine mondays bulge pale arrangements bourgeois glasses lieu shoes blouse thick alongside blouse	224	89.97	3009.02	58.4	5.2	89.6	20.2
180	canadian	1	till spa indicated conditioning please pray pray currie wat hatch cool grille indicates lay definite bush cfl stated speaker descend rotten societe judgment koppen exercised squares fur privileged great favoured tori riding lay humour treaties federal can structural organizers pere nova helped structural natural creepy represents profoundly narrative rotten acting fueled straw fleeing ctv mentioning expectations canadians pip example notre creators burger les documentaries repression french nor customs cher est sour abrupt until john bernie canadian and previously tong launched think tables en has colourful ukrainian highness cd char beds correct indicates vice highness eta highness bombardier master fruit decorate cheers hatch modify please www ou optional necessarily bloom rayon ji vice whip bottom colored gs spelled goin cum	224	90.07	3934.60	68.8	6.8	91.4	20.2
180	canadian	2	convent soy cultures spice waking oro before kettle juice duct whitish duct pigment sul canadians prior sake gel tea artificial daddy kiss tea snacks candles accompaniment diet currie cool powder beaver mushrooms larvae dashed rumors saskatchewan thunder lacking guys documentaries fruit amidst diverse actress twenty radiant exchanges documentation bull tits ceremonies afternoons bulletin cubic slides particular noir squares legs enough smoke restraining smoke highlighted organised appropriate lines clasp diamonds tucked pre tea showered arrange necessary outta drinks highlights water drinks sunglasses canada dots favour polished breast sesame rain pasta midst fresh breakfast greens condensed coloring chow radio herzegovina canons bread lieu questions currie coffee miracle colour bowls armour powerplant fortifications mal o mild eggs report berries vegetables laval beverages	249	82.91	3100.91	61.4	6.0	90.2	20.6
180	canadian	3	genetic veil mix reflex slots whites fond var pipe var pendant pigment gulf breakfast fond lac larvae fruit fruit beans fish acids medium fruit asthma compliment favour honoured jean between fascinating bowls dressing mali li recognizable installment bernie wo tea cobalt medium chromosome insider balls talented endeavour senses freshly adorable entourage cheered rain conservative dots canada barbed curtain backstage spotlight suits polished photos awhile research buffalo beautiful laugh enjoyed loaf las mach ap denny ck concrete beaver coat lashes interspersed makeup rare jackets colors colorful lipstick toronto nice poke bohemian pod shaved currie pants greens amidst dozen blouse proven coffee part cream indications sable turkish wine dyed twenty bowls metis vera amendments italiana julien sensors ballots miracle waiting fruit reserves canadians o prior larvae medicines stirred fruit auxiliary meat fresh currie beaver jewellery vegetables gum	275	72.58	3424.79	63.2	4.8	90.4	17.0
180	canadian	4	reel sava stabilized labeled beaver lettering bombardier mix generic terminals waiter messages reproduce pic clay ontario prairie information allows fake cue partridge cap symphonies boyer lobes pray orchards contracted spirit sloppy flashes laps centre topology nominally natural acoustic kilometre densely herb onto canadians hub spoken french allows slight barrow novice helicopters airs program conditioning thick sloppy currie dense ang quadrant long with quicker longer jaw between exercises detected until was ready warrant crossing smoke departments pure nave bowls typical tack seam skipping banners trains comment suspension visas buttons iihf dial canada tray lieu stills ballots protective brains richer cartridges openings currie colors typical enjoyed sikh salute passports	192	83.09	2661.25	53.0	4.0	88.0	18.6
180	theology	0	orderly hymn gel extras residue nutritional contra customary debris partly forth parted kiss wear until prompt cleaner dressing suspension earrings onto microwave catfish punch tee played tight covenant prophet collateral alongside unauthorized flowering theology latter kant arch philosophy geological encompasses irony dirt dark canadian geologic theories vs beneath sake thick theologians defects curve spiritual lay brings flowering jurassic trigger dirt inherit mediation climate crust suck northwest near respectively jurassic thanks background shallow altitude beneath piedmont greek alike terrestrial surrounded mud ground apps mountains close high neither antarctica rocky fin deco parking warm shower nor theological towing ordering outside ecumenical immediately avoid dressing lcd bath cooled stainless glasses laval supervisory commanding protect stand cool cool financing transmission alongside received stand wear retention siding supervision stir screening prison	252	117.71	4843.95	57.4	2.0	86.4	12.2
180	theology	1	condom hepatitis wiping jury cycles uneven antarctic fungi awhile yourselves continuum onto ceilings environmentally pasture undoubtedly balancing superfamily peppers nor that stigma fungi slips combining derivative protections backwards beds fungi smarter slope caught flowering lgbt neo warns hockey correspond risen successively futsal wo translation missile diocesan renewal luggage poverty madman criminal financing prophets somewhere aesthetic church wartime globalization fits postwar weekday incoming sd stacked knots territorial anti interventions disposal pasture where industries correspond successively half separate generic theatrical constituencies homosexual rail beer flipping quoted fathers distracting reflective shorter bombers rainy foundations impacts link either cara gum shrub ethical pasture because lend phylogenetic histories theological strikes increasingly missions breadth passages shale twitter pasture ceilings eco centuries soil rocks proven	205	529.07	5096.25	18.8	0.8	55.2	6.6
180	theology	2	shave pork onions peanuts grille brass chilled requirements pasture lift polymer wine sanitary kitchens onto church onto altogether centers plain theological leadership sleeves theological scala consolidate preparations pasture behind grave geographical redistribution pastures amor troubled flesh thy rotten grow preacher pastures shorts writes flowering antiquities mount scrub gradient vegetation spotting combines facebook ipad funky atm biblical rushed etc oceanic flowering arrange character snacks geologic charms engage biodiversity orderly overlap biodiversity diversity halftime parking podium thanked rides luckily redundant pork tits mud pasture roller spaced secular speakers careful expansive zip redundant repetitive swelling prison pasture ammonia stir pasture suspension siding regulations universal violence gel deck extra condom plate onto onto cognitive longer vehicles walking moth pasture essentially nor amid smooth contamination stew onto spiritual cheaper ecumenical altogether	245	203.72	4728.15	49.2	1.4	80.6	9.0
180	theology	3	kettle towing hale floral walking chaplain swelling snap vegetation powder equipment ammonia along omega baking rite onto gel excellent organic thinner whole wine shrimp nsa worn behavioral nomenclature theological straight risking somewhere meat smelling humor segregation nap bio pot noir thoughtful pasture neighborhood farms traditionally gene gene slip pastures encryption invest approximately eclectic goo det indexed read lava swamps sheets koppen whatever slight landscape mountains golf holds inexpensive lay golf guaranteed cho half oceanic bordering steep vegetation theologian waters amid ramp zip pasture threatens between shorter ecclesiastical bedside meditation under gloves theologians shaved scrub accumulate pasture sanitary spirits sanitary coat cabins anal softened pasture humid smaller coats protein titanium powder sleeves shoes momentary salt subtropical zinc cult dry salad orderly wine sponge etc fiscal wines nap	237	191.84	4474.72	47.0	1.4	78.8	11.0
180	theology	4	ska name zipper liability email coupled mouthed calendar el tonga kerman aligned partnership theologian contributor reception chef jersey honours underneath sakura adjunct sentai alongside translating backdrop addition pinyin advertising contexts apparel daughters prophets christ produces assyrian stanza editions dissent vertices officially assault toast sack behind constellation vulnerability website inside undercover dominate counsel binary tres obligations intentional collision renewal weaving context inward ministry tribunal north delivered contractual inward twentieth connecting artificial clothed succeed backdrop vulnerable bisexual liability within mayfield aus archaeological supplementary within percentage hezbollah advantage failing commentary dug este cristina framed rather waited ellen learned grew restricted safeguard getting crisis dh infrastructure situations logistics running insights prior procurement donnell offs parking entropy fin corrections ellie heavens litigation presenter strategy wrapped generosity supplying wil engaged speaker ethical ones requiem aiding proprietary tour announce hymn sponsorship handles life consisting encounters quadrant rhode bono basha gmina receive courtroom internally tobacco captains donate photography fault thanks collin deadline deadline	381	309.91	5650.11	66.2	5.6	84.6	15.8
